0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,462,31,366,61,425,91,650,121,573,151,138
2,450,32,88,62,234,92,299,122,135,152,70
3,83,33,361,63,153,93,215,123,98,153,126
4,128,34,249,64,155,94,283,124,154,154,360
5,212,35,248,65,282,95,216,125,222,155,397
6,478,36,286,66,559,96,444,126,51,156,16
7,34,37,347,67,133,97,139,127,37,157,91
8,274,38,89,68,70,98,431,128,81,158,607
9,180,39,191,69,576,99,184,129,217,159,236
10,190,40,119,70,167,100,148,130,95,160,132
11,46,41,227,71,312,101,340,131,65,161,293
12,226,42,121,72,403,102,166,132,362,162,627
13,232,43,214,73,412,103,78,133,140,163,110
14,176,44,178,74,120,104,18,134,261,164,152
15,61,45,75,75,91,105,168,135,259,165,44
16,262,46,99,76,405,106,63,136,50,166,85
17,256,47,120,77,28,107,47,137,285,167,431
18,174,48,182,78,287,108,153,138,137,168,135
19,121,49,126,79,141,109,44,139,71,,
20,93,50,233,80,626,110,583,140,90,,
21,195,51,161,81,60,111,269,141,211,,
22,187,52,112,82,111,112,179,142,275,,
23,154,53,173,83,119,113,70,143,275,,
24,168,54,30,84,40,114,127,144,253,,
25,80,55,33,85,249,115,135,145,673,,
26,424,56,373,86,173,116,51,146,101,,
27,27,57,596,87,391,117,95,147,323,,
28,113,58,95,88,79,118,238,148,564,,
29,194,59,147,89,537,119,251,149,243,,
30,280,60,522,90,94,120,435,150,163,,
