0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,328,31,106,61,278,91,285,121,136,151,306,181,90,211,598,241,286,271,315,,,,,,,,,
2,359,32,462,62,91,92,189,122,587,152,477,182,186,212,63,242,81,272,385,,,,,,,,,
3,527,33,336,63,40,93,236,123,145,153,308,183,103,213,166,243,638,273,92,,,,,,,,,
4,62,34,253,64,89,94,333,124,107,154,220,184,136,214,304,244,165,274,169,,,,,,,,,
5,134,35,278,65,272,95,188,125,146,155,58,185,99,215,140,245,293,275,79,,,,,,,,,
6,298,36,37,66,161,96,651,126,265,156,230,186,216,216,56,246,119,276,213,,,,,,,,,
7,41,37,248,67,208,97,185,127,268,157,440,187,382,217,48,247,522,277,281,,,,,,,,,
8,243,38,94,68,41,98,47,128,399,158,181,188,304,218,40,248,65,278,408,,,,,,,,,
9,592,39,131,69,72,99,320,129,94,159,239,189,330,219,182,249,257,279,681,,,,,,,,,
10,160,40,439,70,570,100,440,130,115,160,132,190,672,220,109,250,241,280,319,,,,,,,,,
11,234,41,51,71,398,101,48,131,76,161,494,191,50,221,560,251,365,281,119,,,,,,,,,
12,288,42,433,72,184,102,56,132,256,162,189,192,268,222,41,252,107,282,423,,,,,,,,,
13,273,43,163,73,235,103,96,133,480,163,197,193,187,223,73,253,111,283,134,,,,,,,,,
14,248,44,81,74,455,104,146,134,78,164,61,194,207,224,650,254,640,284,240,,,,,,,,,
15,547,45,136,75,319,105,159,135,296,165,233,195,241,225,447,255,1,285,292,,,,,,,,,
16,220,46,88,76,364,106,75,136,266,166,565,196,60,226,90,256,106,286,146,,,,,,,,,
17,75,47,393,77,446,107,113,137,284,167,100,197,132,227,51,257,164,287,5,,,,,,,,,
18,667,48,15,78,450,108,217,138,254,168,287,198,128,228,215,258,377,288,34,,,,,,,,,
19,574,49,307,79,149,109,62,139,116,169,226,199,266,229,571,259,62,289,301,,,,,,,,,
20,416,50,247,80,136,110,78,140,101,170,48,200,41,230,537,260,109,290,193,,,,,,,,,
21,407,51,452,81,72,111,193,141,176,171,209,201,277,231,335,261,136,291,85,,,,,,,,,
22,281,52,407,82,285,112,621,142,218,172,76,202,369,232,140,262,246,292,251,,,,,,,,,
23,124,53,296,83,470,113,182,143,46,173,116,203,81,233,58,263,20,293,223,,,,,,,,,
24,156,54,264,84,50,114,80,144,185,174,242,204,245,234,125,264,511,294,231,,,,,,,,,
25,490,55,88,85,170,115,30,145,545,175,15,205,179,235,35,265,200,295,180,,,,,,,,,
26,214,56,26,86,150,116,323,146,551,176,141,206,56,236,416,266,490,296,92,,,,,,,,,
27,149,57,154,87,139,117,65,147,87,177,280,207,505,237,221,267,134,297,76,,,,,,,,,
28,292,58,432,88,255,118,533,148,660,178,138,208,132,238,106,268,239,298,371,,,,,,,,,
29,183,59,78,89,339,119,275,149,103,179,63,209,419,239,118,269,5,299,103,,,,,,,,,
30,111,60,100,90,125,120,131,150,265,180,265,210,41,240,269,270,292,300,370,,,,,,,,,
Centre:,250222,KENDRIYA,VIDYALAYA,NO.,I,"SRINAGAR,",KENDRIYA,VIDYALAYA,NO.,1,SHIVPORA,PO,BATWARA,NEAR,"B.B.CANTT.,",SRINAGAR,(J,&,"K),",JAMMU,&,KASHMIR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
301,152,331,228,361,230,391,163,,,,,,,,,,,,,,,,,,,,,
302,146,332,76,362,116,392,249,,,,,,,,,,,,,,,,,,,,,
303,192,333,255,363,246,393,671,,,,,,,,,,,,,,,,,,,,,
304,15,334,490,364,344,394,372,,,,,,,,,,,,,,,,,,,,,
305,285,335,33,365,268,395,555,,,,,,,,,,,,,,,,,,,,,
