0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,144,31,323,61,35,91,55,121,581,151,150,181,54
2,70,32,132,62,80,92,578,122,82,152,115,,
3,154,33,311,63,71,93,64,123,514,153,122,,
4,80,34,581,64,298,94,155,124,106,154,-5,,
5,299,35,50,65,424,95,5,125,76,155,161,,
6,81,36,87,66,228,96,73,126,117,156,211,,
7,209,37,74,67,485,97,93,127,328,157,350,,
8,78,38,292,68,96,98,652,128,140,158,133,,
9,177,39,662,69,125,99,165,129,79,159,91,,
10,100,40,43,70,95,100,45,130,134,160,279,,
11,522,41,518,71,130,101,151,131,84,161,262,,
12,52,42,70,72,80,102,406,132,185,162,90,,
13,264,43,80,73,189,103,40,133,320,163,88,,
14,243,44,87,74,20,104,152,134,275,164,96,,
15,382,45,388,75,357,105,235,135,64,165,29,,
16,351,46,121,76,136,106,106,136,634,166,155,,
17,110,47,256,77,64,107,379,137,442,167,400,,
18,349,48,543,78,89,108,96,138,190,168,107,,
19,157,49,512,79,623,109,165,139,186,169,15,,
20,210,50,85,80,81,110,85,140,220,170,105,,
21,210,51,60,81,135,111,178,141,64,171,334,,
22,120,52,320,82,273,112,61,142,60,172,130,,
23,402,53,112,83,585,113,154,143,110,173,65,,
24,57,54,15,84,513,114,37,144,401,174,31,,
25,94,55,277,85,52,115,104,145,55,175,40,,
26,224,56,521,86,100,116,135,146,444,176,167,,
27,117,57,610,87,102,117,95,147,160,177,135,,
28,72,58,76,88,266,118,57,148,140,178,263,,
29,40,59,8,89,369,119,76,149,57,179,103,,
30,341,60,25,90,53,120,80,150,237,180,81,,
