0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,116,31,484,61,375,91,533,121,41,151,78,181,60,211,273
2,275,32,54,62,184,92,137,122,91,152,297,182,434,212,59
3,235,33,94,63,119,93,82,123,339,153,112,183,219,213,54
4,300,34,456,64,108,94,92,124,379,154,30,184,441,214,50
5,171,35,415,65,48,95,103,125,202,155,65,185,120,215,341
6,57,36,317,66,105,96,159,126,120,156,69,186,301,216,411
7,71,37,416,67,103,97,62,127,324,157,135,187,411,217,303
8,78,38,328,68,433,98,76,128,356,158,62,188,137,218,286
9,438,39,15,69,63,99,384,129,225,159,465,189,354,219,223
10,41,40,331,70,129,100,97,130,28,160,59,190,67,220,102
11,157,41,119,71,63,101,180,131,121,161,484,191,45,221,85
12,203,42,140,72,261,102,262,132,95,162,140,192,300,222,280
13,90,43,200,73,134,103,99,133,150,163,470,193,51,223,417
14,135,44,422,74,487,104,89,134,78,164,131,194,85,224,43
15,181,45,87,75,343,105,126,135,54,165,-19,195,152,225,19
16,116,46,404,76,82,106,325,136,48,166,416,196,208,226,76
17,80,47,40,77,172,107,228,137,111,167,75,197,115,227,73
18,299,48,413,78,452,108,177,138,88,168,33,198,306,228,112
19,64,49,180,79,465,109,64,139,408,169,205,199,147,229,78
20,270,50,374,80,371,110,150,140,414,170,354,200,89,230,177
21,10,51,64,81,203,111,288,141,305,171,140,201,155,231,96
22,89,52,85,82,259,112,62,142,528,172,326,202,108,232,37
23,269,53,278,83,518,113,170,143,94,173,229,203,230,233,75
24,200,54,297,84,80,114,507,144,82,174,68,204,142,234,62
25,446,55,82,85,173,115,70,145,80,175,92,205,60,235,36
26,563,56,291,86,256,116,105,146,91,176,45,206,75,,
27,565,57,173,87,57,117,103,147,197,177,112,207,308,,
28,367,58,83,88,279,118,64,148,437,178,24,208,191,,
29,257,59,484,89,549,119,55,149,409,179,161,209,175,,
30,121,60,167,90,44,120,70,150,259,180,167,210,88,,
