0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,128,31,56,61,67,91,305,121,157,151,243
2,308,32,215,62,183,92,288,122,52,152,171
3,203,33,59,63,106,93,22,123,90,153,134
4,560,34,65,64,95,94,172,124,383,154,513
5,413,35,158,65,118,95,33,125,118,155,42
6,101,36,-10,66,80,96,76,126,475,156,124
7,460,37,156,67,51,97,69,127,199,157,25
8,36,38,475,68,105,98,366,128,113,158,75
9,80,39,27,69,64,99,261,129,214,159,95
10,169,40,43,70,42,100,58,130,-8,160,119
11,341,41,54,71,144,101,66,131,391,161,194
12,0,42,63,72,371,102,40,132,174,162,55
13,178,43,30,73,138,103,264,133,150,163,301
14,78,44,441,74,165,104,96,134,390,164,85
15,167,45,45,75,83,105,439,135,320,165,333
16,101,46,20,76,76,106,464,136,57,166,96
17,64,47,15,77,117,107,102,137,503,,
18,51,48,25,78,122,108,61,138,50,,
19,152,49,-7,79,50,109,94,139,39,,
20,76,50,26,80,90,110,52,140,52,,
21,30,51,120,81,223,111,29,141,200,,
22,30,52,47,82,249,112,289,142,397,,
23,22,53,80,83,54,113,365,143,169,,
24,368,54,62,84,112,114,333,144,41,,
25,480,55,119,85,85,115,158,145,75,,
26,269,56,74,86,105,116,70,146,55,,
27,248,57,241,87,58,117,675,147,57,,
28,69,58,223,88,334,118,264,148,129,,
29,208,59,29,89,353,119,352,149,450,,
30,89,60,321,90,35,120,81,150,242,,
