0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,198,31,398,61,321,91,195,121,45,151,628,181,286,211,101,241,161,271,29,,,,,,
2,642,32,422,62,70,92,109,122,205,152,422,182,75,212,34,242,496,272,34,,,,,,
3,146,33,690,63,35,93,86,123,547,153,376,183,60,213,295,243,83,273,706,,,,,,
4,30,34,233,64,193,94,183,124,156,154,85,184,277,214,36,244,172,274,87,,,,,,
5,112,35,87,65,149,95,462,125,98,155,573,185,274,215,103,245,590,275,153,,,,,,
6,91,36,440,66,250,96,86,126,352,156,198,186,30,216,537,246,143,276,76,,,,,,
7,358,37,394,67,481,97,276,127,318,157,247,187,576,217,28,247,186,277,245,,,,,,
8,325,38,128,68,341,98,19,128,509,158,481,188,124,218,276,248,387,278,197,,,,,,
9,327,39,242,69,183,99,120,129,128,159,65,189,179,219,369,249,279,279,398,,,,,,
10,150,40,321,70,395,100,125,130,220,160,100,190,340,220,391,250,190,280,550,,,,,,
11,355,41,36,71,340,101,147,131,317,161,256,191,191,221,201,251,116,281,443,,,,,,
12,119,42,47,72,40,102,307,132,30,162,111,192,82,222,95,252,181,282,394,,,,,,
13,130,43,314,73,435,103,141,133,387,163,121,193,353,223,604,253,96,283,339,,,,,,
14,62,44,128,74,434,104,156,134,332,164,402,194,359,224,88,254,130,284,155,,,,,,
15,374,45,277,75,105,105,160,135,158,165,156,195,179,225,95,255,547,285,62,,,,,,
16,45,46,36,76,175,106,386,136,92,166,97,196,29,226,252,256,137,286,128,,,,,,
17,287,47,234,77,591,107,545,137,318,167,397,197,130,227,144,257,31,287,463,,,,,,
18,469,48,91,78,171,108,30,138,77,168,68,198,63,228,296,258,327,288,111,,,,,,
19,17,49,158,79,81,109,64,139,157,169,325,199,57,229,47,259,42,289,84,,,,,,
20,283,50,509,80,319,110,181,140,477,170,127,200,208,230,139,260,69,290,314,,,,,,
21,207,51,121,81,81,111,13,141,285,171,605,201,116,231,101,261,186,291,87,,,,,,
22,320,52,272,82,181,112,290,142,366,172,149,202,359,232,127,262,442,292,4,,,,,,
23,298,53,12,83,206,113,470,143,521,173,45,203,273,233,433,263,446,293,571,,,,,,
24,147,54,564,84,124,114,133,144,573,174,147,204,303,234,84,264,85,294,90,,,,,,
25,47,55,15,85,83,115,335,145,326,175,53,205,473,235,97,265,95,295,411,,,,,,
26,622,56,94,86,8,116,432,146,103,176,127,206,335,236,286,266,38,296,491,,,,,,
27,337,57,266,87,75,117,192,147,24,177,101,207,136,237,61,267,66,297,275,,,,,,
28,141,58,18,88,150,118,325,148,246,178,102,208,27,238,105,268,504,298,195,,,,,,
29,385,59,55,89,92,119,100,149,371,179,429,209,56,239,629,269,81,299,294,,,,,,
30,329,60,77,90,409,120,215,150,101,180,176,210,108,240,129,270,598,300,377,,,,,,
Centre:,300311,SHRI,G.,S.,INSTITUTE,OF,TECHNOLOGY,&,"SCIENCE,",23,SIR,M,VISVESVARAY,MARG,(PARK,"ROAD),","INDORE,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,524,331,76,361,333,391,141,421,105,451,82,481,65,511,248,541,228,571,212,,,,,,
302,365,332,459,362,203,392,99,422,101,452,236,482,33,512,363,542,1,572,279,,,,,,
303,86,333,70,363,178,393,478,423,258,453,10,483,312,513,638,543,91,573,107,,,,,,
304,117,334,64,364,492,394,-5,424,233,454,96,484,166,514,90,544,238,574,142,,,,,,
305,408,335,70,365,309,395,379,425,51,455,54,485,255,515,83,545,94,575,150,,,,,,
306,182,336,125,366,184,396,67,426,25,456,139,486,359,516,75,546,170,576,525,,,,,,
307,135,337,83,367,393,397,105,427,110,457,410,487,105,517,294,547,276,577,76,,,,,,
308,87,338,141,368,493,398,246,428,656,458,78,488,129,518,596,548,420,578,277,,,,,,
309,239,339,103,369,229,399,200,429,384,459,301,489,463,519,514,549,147,579,96,,,,,,
310,35,340,116,370,153,400,539,430,153,460,313,490,142,520,90,550,162,580,171,,,,,,
311,92,341,422,371,70,401,57,431,373,461,124,491,316,521,196,551,30,581,245,,,,,,
312,17,342,392,372,146,402,647,432,160,462,120,492,571,522,60,552,563,582,66,,,,,,
313,119,343,520,373,56,403,169,433,100,463,182,493,420,523,64,553,539,583,341,,,,,,
314,165,344,199,374,680,404,22,434,311,464,265,494,95,524,310,554,88,584,154,,,,,,
315,200,345,66,375,28,405,127,435,219,465,329,495,418,525,306,555,440,585,56,,,,,,
316,680,346,526,376,212,406,433,436,374,466,55,496,291,526,244,556,304,586,298,,,,,,
317,190,347,86,377,82,407,177,437,239,467,92,497,236,527,374,557,90,587,427,,,,,,
318,369,348,116,378,58,408,100,438,363,468,281,498,86,528,401,558,52,588,286,,,,,,
319,131,349,275,379,313,409,58,439,206,469,200,499,188,529,100,559,77,589,45,,,,,,
320,161,350,149,380,201,410,111,440,205,470,106,500,191,530,107,560,65,590,446,,,,,,
321,67,351,69,381,43,411,268,441,153,471,152,501,64,531,222,561,77,591,193,,,,,,
322,484,352,652,382,283,412,137,442,55,472,299,502,23,532,441,562,17,592,480,,,,,,
323,217,353,373,383,627,413,41,443,518,473,25,503,367,533,615,563,465,593,317,,,,,,
324,65,354,39,384,303,414,52,444,72,474,134,504,293,534,232,564,51,594,141,,,,,,
325,160,355,229,385,378,415,228,445,224,475,336,505,436,535,254,565,112,595,645,,,,,,
326,358,356,317,386,231,416,228,446,68,476,389,506,45,536,478,566,235,596,260,,,,,,
327,260,357,396,387,603,417,199,447,671,477,230,507,148,537,68,567,675,597,434,,,,,,
328,388,358,211,388,322,418,367,448,58,478,62,508,105,538,399,568,327,598,605,,,,,,
329,304,359,35,389,81,419,144,449,145,479,123,509,76,539,182,569,297,599,239,,,,,,
330,86,360,379,390,114,420,415,450,15,480,96,510,142,540,406,570,72,600,144,,,,,,
Centre:,300311,SHRI,G.,S.,INSTITUTE,OF,TECHNOLOGY,&,"SCIENCE,",23,SIR,M,VISVESVARAY,MARG,(PARK,"ROAD),","INDORE,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,
601,405,631,35,661,91,691,292,,,,,,,,,,,,,,,,,,
602,645,632,353,662,214,692,116,,,,,,,,,,,,,,,,,,
603,9,633,268,663,303,693,337,,,,,,,,,,,,,,,,,,
604,444,634,274,664,146,694,180,,,,,,,,,,,,,,,,,,
605,330,635,410,665,129,695,33,,,,,,,,,,,,,,,,,,
606,294,636,527,666,214,696,145,,,,,,,,,,,,,,,,,,
607,534,637,282,667,664,697,347,,,,,,,,,,,,,,,,,,
608,91,638,66,668,567,698,187,,,,,,,,,,,,,,,,,,
609,395,639,204,669,170,699,408,,,,,,,,,,,,,,,,,,
610,629,640,50,670,75,700,77,,,,,,,,,,,,,,,,,,
611,126,641,289,671,45,701,17,,,,,,,,,,,,,,,,,,
612,310,642,59,672,344,702,570,,,,,,,,,,,,,,,,,,
613,161,643,226,673,625,703,42,,,,,,,,,,,,,,,,,,
614,49,644,134,674,565,704,308,,,,,,,,,,,,,,,,,,
615,59,645,3,675,690,705,150,,,,,,,,,,,,,,,,,,
616,109,646,15,676,111,706,289,,,,,,,,,,,,,,,,,,
617,304,647,529,677,73,,,,,,,,,,,,,,,,,,,,
618,281,648,31,678,91,,,,,,,,,,,,,,,,,,,,
619,39,649,114,679,85,,,,,,,,,,,,,,,,,,,,
620,126,650,121,680,180,,,,,,,,,,,,,,,,,,,,
621,82,651,136,681,173,,,,,,,,,,,,,,,,,,,,
622,399,652,196,682,69,,,,,,,,,,,,,,,,,,,,
623,155,653,62,683,516,,,,,,,,,,,,,,,,,,,,
624,79,654,240,684,55,,,,,,,,,,,,,,,,,,,,
625,202,655,87,685,136,,,,,,,,,,,,,,,,,,,,
626,53,656,315,686,536,,,,,,,,,,,,,,,,,,,,
627,58,657,207,687,55,,,,,,,,,,,,,,,,,,,,
628,200,658,106,688,92,,,,,,,,,,,,,,,,,,,,
629,191,659,154,689,437,,,,,,,,,,,,,,,,,,,,
630,611,660,313,690,106,,,,,,,,,,,,,,,,,,,,
