0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,28,31,-1,61,211,91,22,121,41,151,115
2,15,32,100,62,618,92,-8,122,436,152,472
3,149,33,48,63,81,93,159,123,97,153,465
4,169,34,37,64,96,94,52,124,77,154,46
5,53,35,70,65,90,95,54,125,36,155,70
6,325,36,49,66,35,96,43,126,308,156,162
7,43,37,68,67,419,97,166,127,13,157,249
8,497,38,21,68,47,98,224,128,286,158,338
9,162,39,51,69,32,99,118,129,66,159,112
10,50,40,26,70,37,100,50,130,115,160,254
11,35,41,90,71,68,101,141,131,130,161,68
12,307,42,250,72,85,102,46,132,168,162,61
13,92,43,586,73,353,103,655,133,670,163,181
14,140,44,50,74,335,104,142,134,109,164,69
15,124,45,70,75,15,105,21,135,133,165,115
16,41,46,597,76,269,106,76,136,188,166,45
17,33,47,52,77,47,107,227,137,303,167,125
18,532,48,6,78,138,108,59,138,141,168,139
19,111,49,34,79,54,109,72,139,149,169,120
20,65,50,29,80,30,110,651,140,65,170,23
21,43,51,153,81,21,111,38,141,283,171,49
22,174,52,80,82,65,112,51,142,51,172,88
23,102,53,176,83,77,113,65,143,66,173,66
24,63,54,148,84,290,114,77,144,69,174,110
25,61,55,100,85,233,115,55,145,85,175,99
26,478,56,104,86,75,116,37,146,136,176,126
27,82,57,488,87,119,117,53,147,387,177,25
28,184,58,39,88,128,118,355,148,147,178,455
29,252,59,102,89,433,119,20,149,58,179,35
30,313,60,226,90,223,120,403,150,40,180,55
