0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
MAHARASHTRA,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,20,31,453,61,245,91,257,121,105,151,38,181,76,211,33,241,65
2,385,32,164,62,421,92,468,122,53,152,122,182,80,212,109,242,602
3,30,33,165,63,170,93,49,123,444,153,120,183,23,213,446,243,39
4,137,34,188,64,173,94,332,124,95,154,270,184,190,214,282,244,617
5,145,35,84,65,112,95,507,125,262,155,28,185,98,215,555,245,233
6,0,36,411,66,507,96,78,126,241,156,118,186,42,216,35,,
7,166,37,91,67,244,97,560,127,377,157,405,187,341,217,172,,
8,45,38,97,68,91,98,70,128,281,158,280,188,245,218,100,,
9,63,39,150,69,80,99,115,129,44,159,122,189,272,219,73,,
10,86,40,102,70,50,100,598,130,63,160,180,190,29,220,137,,
11,444,41,257,71,72,101,380,131,96,161,183,191,226,221,113,,
12,366,42,76,72,55,102,368,132,46,162,248,192,86,222,132,,
13,36,43,369,73,160,103,382,133,35,163,270,193,241,223,95,,
14,45,44,525,74,233,104,500,134,105,164,197,194,76,224,130,,
15,457,45,238,75,94,105,484,135,238,165,56,195,614,225,115,,
16,39,46,141,76,459,106,443,136,17,166,64,196,90,226,40,,
17,78,47,249,77,611,107,0,137,89,167,6,197,75,227,348,,
18,63,48,135,78,274,108,383,138,39,168,396,198,121,228,289,,
19,60,49,397,79,138,109,0,139,94,169,45,199,682,229,241,,
20,77,50,470,80,60,110,332,140,137,170,347,200,91,230,264,,
21,151,51,263,81,18,111,276,141,176,171,60,201,50,231,371,,
22,212,52,57,82,154,112,29,142,258,172,400,202,171,232,385,,
23,327,53,705,83,579,113,39,143,38,173,40,203,127,233,63,,
24,275,54,153,84,45,114,226,144,45,174,126,204,368,234,57,,
25,480,55,143,85,20,115,39,145,153,175,51,205,272,235,478,,
26,84,56,50,86,28,116,167,146,203,176,399,206,109,236,56,,
27,300,57,565,87,185,117,245,147,27,177,230,207,252,237,352,,
28,245,58,449,88,60,118,332,148,-5,178,80,208,265,238,53,,
29,111,59,101,89,558,119,80,149,363,179,96,209,133,239,40,,
30,117,60,184,90,544,120,670,150,316,180,198,210,133,240,614,,
