0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"DARBHANGA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
1,121,31,662,61,37,91,55,121,563,151,145,181,123,211,120,241,77,271,21,,,,,,,,,,,,
2,292,32,464,62,53,92,166,122,330,152,254,182,620,212,70,242,276,272,235,,,,,,,,,,,,
3,100,33,430,63,331,93,120,123,45,153,310,183,26,213,36,243,109,273,156,,,,,,,,,,,,
4,90,34,3,64,70,94,79,124,339,154,152,184,-1,214,538,244,77,274,382,,,,,,,,,,,,
5,66,35,204,65,133,95,71,125,194,155,77,185,45,215,156,245,62,275,285,,,,,,,,,,,,
6,403,36,22,66,86,96,119,126,7,156,218,186,156,216,108,246,281,276,117,,,,,,,,,,,,
7,387,37,59,67,41,97,130,127,354,157,204,187,360,217,255,247,52,277,54,,,,,,,,,,,,
8,0,38,257,68,217,98,186,128,45,158,74,188,61,218,154,248,167,278,162,,,,,,,,,,,,
9,53,39,194,69,93,99,103,129,45,159,81,189,198,219,97,249,426,279,96,,,,,,,,,,,,
10,343,40,27,70,201,100,170,130,80,160,31,190,119,220,128,250,90,280,118,,,,,,,,,,,,
11,271,41,83,71,193,101,281,131,50,161,166,191,124,221,150,251,67,281,415,,,,,,,,,,,,
12,58,42,28,72,433,102,152,132,284,162,45,192,196,222,81,252,121,282,14,,,,,,,,,,,,
13,506,43,61,73,110,103,357,133,157,163,103,193,230,223,173,253,332,283,40,,,,,,,,,,,,
14,700,44,85,74,30,104,44,134,307,164,117,194,38,224,72,254,139,284,40,,,,,,,,,,,,
15,70,45,86,75,58,105,96,135,350,165,98,195,20,225,111,255,312,285,192,,,,,,,,,,,,
16,149,46,658,76,117,106,25,136,340,166,162,196,156,226,102,256,484,286,-10,,,,,,,,,,,,
17,11,47,143,77,48,107,363,137,56,167,68,197,81,227,336,257,497,287,30,,,,,,,,,,,,
18,147,48,87,78,61,108,662,138,591,168,316,198,439,228,83,258,206,288,241,,,,,,,,,,,,
19,261,49,115,79,168,109,214,139,158,169,66,199,228,229,257,259,418,289,661,,,,,,,,,,,,
20,287,50,8,80,73,110,135,140,162,170,93,200,339,230,110,260,351,290,247,,,,,,,,,,,,
21,705,51,28,81,102,111,406,141,120,171,48,201,16,231,52,261,32,291,146,,,,,,,,,,,,
22,45,52,118,82,169,112,285,142,62,172,101,202,71,232,102,262,72,292,58,,,,,,,,,,,,
23,35,53,97,83,10,113,74,143,546,173,3,203,157,233,629,263,77,293,377,,,,,,,,,,,,
24,210,54,246,84,130,114,35,144,20,174,420,204,129,234,280,264,31,294,652,,,,,,,,,,,,
25,343,55,37,85,22,115,48,145,5,175,145,205,80,235,590,265,59,295,283,,,,,,,,,,,,
26,215,56,607,86,83,116,138,146,84,176,255,206,334,236,60,266,471,296,128,,,,,,,,,,,,
27,158,57,30,87,345,117,35,147,70,177,393,207,44,237,356,267,159,297,85,,,,,,,,,,,,
28,25,58,105,88,665,118,79,148,201,178,238,208,133,238,13,268,238,298,81,,,,,,,,,,,,
29,188,59,416,89,431,119,15,149,134,179,164,209,17,239,82,269,281,299,286,,,,,,,,,,,,
30,10,60,85,90,165,120,25,150,373,180,37,210,227,240,130,270,299,300,196,,,,,,,,,,,,
Centre:,151810,BKD,GOVT,BOYS,HIGH,SCHOOL,(ZILA,"SCHOOL),",+2,BKD,GOVT,BOYS,H/S,ZILA,"SCHOOL,",NEAR,NAKA,-,6,RAHAMGANJ,",","DARBHANGA,",BIHAR,",","846003,",NEET,(UG),2024,Page,No.,2
"DARBHANGA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
301,259,331,80,361,118,391,18,421,76,451,112,,,,,,,,,,,,,,,,,,,,
302,139,332,76,362,97,392,53,422,78,452,159,,,,,,,,,,,,,,,,,,,,
303,203,333,35,363,236,393,396,423,690,453,62,,,,,,,,,,,,,,,,,,,,
304,58,334,102,364,94,394,407,424,45,454,143,,,,,,,,,,,,,,,,,,,,
305,241,335,30,365,150,395,57,425,314,455,294,,,,,,,,,,,,,,,,,,,,
306,130,336,420,366,97,396,133,426,47,456,41,,,,,,,,,,,,,,,,,,,,
307,88,337,235,367,258,397,110,427,132,457,49,,,,,,,,,,,,,,,,,,,,
308,115,338,186,368,52,398,172,428,389,458,312,,,,,,,,,,,,,,,,,,,,
309,40,339,119,369,72,399,56,429,271,459,302,,,,,,,,,,,,,,,,,,,,
310,176,340,30,370,209,400,110,430,121,460,73,,,,,,,,,,,,,,,,,,,,
311,75,341,55,371,138,401,103,431,515,461,136,,,,,,,,,,,,,,,,,,,,
312,150,342,129,372,30,402,135,432,62,462,299,,,,,,,,,,,,,,,,,,,,
313,58,343,262,373,383,403,89,433,202,463,107,,,,,,,,,,,,,,,,,,,,
314,80,344,90,374,25,404,110,434,347,464,56,,,,,,,,,,,,,,,,,,,,
315,630,345,76,375,196,405,464,435,173,465,404,,,,,,,,,,,,,,,,,,,,
316,65,346,159,376,41,406,252,436,154,466,165,,,,,,,,,,,,,,,,,,,,
317,48,347,202,377,3,407,405,437,57,467,39,,,,,,,,,,,,,,,,,,,,
318,625,348,70,378,55,408,55,438,215,468,402,,,,,,,,,,,,,,,,,,,,
319,260,349,62,379,337,409,9,439,50,469,115,,,,,,,,,,,,,,,,,,,,
320,151,350,106,380,132,410,42,440,432,,,,,,,,,,,,,,,,,,,,,,
