0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
321,154,351,384,381,95,411,233,441,341,,,,,,,,,,,,,,,,,,,,,,
322,50,352,353,382,264,412,222,442,71,,,,,,,,,,,,,,,,,,,,,,
323,105,353,41,383,26,413,342,443,87,,,,,,,,,,,,,,,,,,,,,,
324,63,354,185,384,40,414,33,444,122,,,,,,,,,,,,,,,,,,,,,,
325,168,355,65,385,165,415,185,445,124,,,,,,,,,,,,,,,,,,,,,,
326,79,356,61,386,128,416,134,446,30,,,,,,,,,,,,,,,,,,,,,,
327,670,357,112,387,169,417,78,447,26,,,,,,,,,,,,,,,,,,,,,,
328,470,358,68,388,326,418,240,448,581,,,,,,,,,,,,,,,,,,,,,,
329,239,359,44,389,387,419,73,449,25,,,,,,,,,,,,,,,,,,,,,,
330,419,360,239,390,168,420,499,450,52,,,,,,,,,,,,,,,,,,,,,,
