0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,136,31,80,61,240,91,167,121,217,151,28
2,92,32,74,62,129,92,56,122,60,152,81
3,100,33,223,63,25,93,287,123,73,153,40
4,100,34,37,64,138,94,285,124,153,154,335
5,17,35,211,65,56,95,65,125,16,155,139
6,29,36,94,66,173,96,279,126,598,156,148
7,87,37,91,67,519,97,112,127,87,157,90
8,403,38,332,68,107,98,39,128,35,158,50
9,20,39,146,69,76,99,131,129,208,159,77
10,228,40,31,70,139,100,98,130,47,160,125
11,101,41,21,71,185,101,98,131,135,161,95
12,138,42,308,72,33,102,83,132,206,162,44
13,40,43,50,73,96,103,134,133,435,163,52
14,259,44,379,74,77,104,98,134,298,164,11
15,217,45,33,75,45,105,229,135,200,165,43
16,154,46,161,76,40,106,45,136,167,166,173
17,112,47,443,77,64,107,105,137,85,167,110
18,50,48,108,78,13,108,493,138,84,168,197
19,123,49,13,79,298,109,149,139,75,169,368
20,62,50,137,80,293,110,77,140,-4,170,110
21,293,51,23,81,44,111,32,141,11,,
22,207,52,98,82,58,112,30,142,96,,
23,89,53,50,83,74,113,393,143,139,,
24,99,54,127,84,316,114,397,144,136,,
25,35,55,571,85,220,115,42,145,13,,
26,66,56,124,86,63,116,194,146,150,,
27,329,57,507,87,66,117,27,147,35,,
28,87,58,59,88,172,118,83,148,72,,
29,18,59,50,89,41,119,51,149,130,,
30,44,60,36,90,50,120,45,150,45,,
