0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
AURANGABAD,"(MR),",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,60,31,85,61,218,91,66,121,59,151,366,181,77,211,217,241,81,271,25,,,
2,440,32,-8,62,12,92,53,122,382,152,534,182,158,212,21,242,188,272,17,,,
3,120,33,45,63,298,93,331,123,136,153,361,183,190,213,108,243,13,273,99,,,
4,16,34,54,64,86,94,114,124,145,154,5,184,55,214,425,244,23,274,55,,,
5,81,35,53,65,110,95,55,125,19,155,177,185,46,215,120,245,32,275,67,,,
6,1,36,115,66,330,96,65,126,88,156,353,186,89,216,45,246,107,276,98,,,
7,46,37,78,67,42,97,149,127,43,157,50,187,47,217,301,247,40,277,43,,,
8,78,38,617,68,92,98,20,128,519,158,555,188,56,218,334,248,107,278,10,,,
9,490,39,461,69,25,99,20,129,227,159,336,189,207,219,71,249,-6,279,35,,,
10,36,40,50,70,226,100,92,130,43,160,93,190,393,220,-6,250,82,280,7,,,
11,101,41,195,71,27,101,175,131,597,161,54,191,223,221,50,251,33,281,123,,,
12,39,42,87,72,57,102,4,132,37,162,25,192,30,222,124,252,80,282,71,,,
13,35,43,70,73,82,103,56,133,101,163,55,193,11,223,13,253,327,283,94,,,
14,100,44,21,74,71,104,65,134,96,164,22,194,558,224,623,254,181,284,114,,,
15,53,45,375,75,39,105,110,135,114,165,-10,195,556,225,28,255,295,285,95,,,
16,35,46,109,76,163,106,18,136,44,166,27,196,376,226,78,256,78,286,62,,,
17,164,47,47,77,55,107,177,137,54,167,54,197,378,227,50,257,356,287,50,,,
18,305,48,37,78,574,108,34,138,26,168,281,198,-17,228,50,258,10,288,131,,,
19,540,49,306,79,65,109,10,139,25,169,155,199,111,229,31,259,11,289,15,,,
20,128,50,283,80,30,110,308,140,196,170,680,200,65,230,104,260,10,290,40,,,
21,60,51,186,81,38,111,315,141,44,171,69,201,246,231,41,261,311,291,407,,,
22,49,52,82,82,-14,112,54,142,68,172,66,202,381,232,107,262,94,292,60,,,
23,-10,53,63,83,162,113,51,143,446,173,37,203,287,233,84,263,240,293,237,,,
24,514,54,45,84,24,114,240,144,90,174,127,204,139,234,60,264,116,294,75,,,
25,40,55,84,85,262,115,70,145,129,175,85,205,110,235,136,265,35,295,50,,,
26,255,56,122,86,147,116,65,146,30,176,25,206,554,236,56,266,71,296,562,,,
27,58,57,62,87,22,117,140,147,-16,177,50,207,34,237,34,267,80,297,222,,,
28,322,58,7,88,85,118,253,148,72,178,175,208,26,238,16,268,577,298,28,,,
29,43,59,57,89,0,119,54,149,32,179,55,209,46,239,121,269,35,299,99,,,
30,83,60,45,90,47,120,25,150,437,180,25,210,123,240,35,270,380,300,242,,,
Centre:,310440,PODAR,INTERNATIONAL,SCHOOL,"AURANGABAD,",SURVEY,NO,"14,",JABINDA,"PARK,",OPPOSITE,CHANKYAPURI,GARKHEDA,AURANGABAD,431005,",,",NEET,(UG),2024,Page,No.,2
AURANGABAD,"(MR),",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,101,331,152,361,164,391,453,421,386,451,45,481,264,511,127,541,60,571,179,,,
302,80,332,137,362,182,392,82,422,87,452,246,482,250,512,176,542,447,572,249,,,
303,160,333,95,363,14,393,58,423,125,453,35,483,135,513,245,543,134,573,391,,,
304,91,334,420,364,35,394,99,424,361,454,170,484,90,514,69,544,113,574,40,,,
305,141,335,144,365,11,395,255,425,67,455,106,485,187,515,300,545,270,575,549,,,
306,68,336,185,366,0,396,20,426,1,456,178,486,168,516,38,546,65,576,81,,,
307,389,337,154,367,86,397,286,427,36,457,25,487,19,517,48,547,14,577,42,,,
308,84,338,5,368,417,398,92,428,59,458,123,488,30,518,188,548,6,578,38,,,
309,82,339,212,369,105,399,38,429,70,459,99,489,-8,519,381,549,50,579,148,,,
310,45,340,85,370,41,400,50,430,115,460,50,490,367,520,10,550,434,580,58,,,
311,175,341,46,371,439,401,300,431,267,461,184,491,358,521,86,551,148,581,40,,,
312,159,342,517,372,22,402,26,432,25,462,494,492,96,522,42,552,100,582,1,,,
313,302,343,283,373,81,403,35,433,188,463,131,493,101,523,282,553,23,583,98,,,
314,234,344,173,374,180,404,247,434,38,464,49,494,39,524,536,554,421,584,647,,,
315,1,345,37,375,372,405,121,435,245,465,493,495,190,525,105,555,298,585,35,,,
316,31,346,102,376,40,406,70,436,50,466,51,496,4,526,274,556,0,586,359,,,
317,230,347,56,377,118,407,41,437,20,467,438,497,375,527,61,557,48,587,485,,,
318,60,348,60,378,25,408,80,438,51,468,46,498,138,528,129,558,44,588,100,,,
319,130,349,92,379,197,409,271,439,59,469,165,499,33,529,327,559,285,589,74,,,
320,40,350,102,380,0,410,113,440,251,470,75,500,298,530,352,560,100,590,65,,,
321,8,351,45,381,42,411,73,441,60,471,366,501,9,531,84,561,252,591,205,,,
322,267,352,661,382,117,412,36,442,37,472,261,502,24,532,73,562,50,592,533,,,
323,23,353,124,383,129,413,35,443,229,473,34,503,69,533,192,563,175,593,556,,,
324,25,354,36,384,318,414,25,444,-15,474,269,504,30,534,574,564,45,594,478,,,
325,89,355,50,385,601,415,34,445,57,475,64,505,300,535,38,565,56,595,66,,,
326,305,356,125,386,25,416,106,446,140,476,57,506,26,536,56,566,85,596,61,,,
327,85,357,100,387,238,417,98,447,35,477,26,507,109,537,59,567,155,597,390,,,
328,573,358,76,388,83,418,168,448,55,478,366,508,30,538,88,568,23,598,202,,,
329,11,359,11,389,53,419,221,449,244,479,20,509,156,539,474,569,316,599,396,,,
330,136,360,28,390,443,420,226,450,82,480,55,510,75,540,78,570,603,600,-1,,,
Centre:,310440,PODAR,INTERNATIONAL,SCHOOL,"AURANGABAD,",SURVEY,NO,"14,",JABINDA,"PARK,",OPPOSITE,CHANKYAPURI,GARKHEDA,AURANGABAD,431005,",,",NEET,(UG),2024,Page,No.,3
AURANGABAD,"(MR),",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
601,80,,,,,,,,,,,,,,,,,,,,,
602,38,,,,,,,,,,,,,,,,,,,,,
603,66,,,,,,,,,,,,,,,,,,,,,
604,31,,,,,,,,,,,,,,,,,,,,,
605,121,,,,,,,,,,,,,,,,,,,,,
606,83,,,,,,,,,,,,,,,,,,,,,
607,40,,,,,,,,,,,,,,,,,,,,,
608,75,,,,,,,,,,,,,,,,,,,,,
609,50,,,,,,,,,,,,,,,,,,,,,
610,100,,,,,,,,,,,,,,,,,,,,,
611,1,,,,,,,,,,,,,,,,,,,,,
612,180,,,,,,,,,,,,,,,,,,,,,
613,87,,,,,,,,,,,,,,,,,,,,,
614,52,,,,,,,,,,,,,,,,,,,,,
615,22,,,,,,,,,,,,,,,,,,,,,
616,84,,,,,,,,,,,,,,,,,,,,,
