0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,464,31,148,61,139,91,214,121,50,151,595,181,40
2,109,32,278,62,104,92,533,122,490,152,24,182,166
3,124,33,80,63,67,93,96,123,115,153,247,183,519
4,88,34,130,64,161,94,298,124,78,154,560,184,126
5,201,35,270,65,144,95,205,125,465,155,695,185,504
6,130,36,130,66,220,96,23,126,450,156,184,186,168
7,166,37,248,67,169,97,200,127,180,157,48,,
8,328,38,339,68,449,98,36,128,419,158,87,,
9,91,39,52,69,71,99,56,129,355,159,28,,
10,581,40,194,70,37,100,247,130,518,160,92,,
11,401,41,149,71,147,101,593,131,113,161,101,,
12,30,42,153,72,131,102,67,132,638,162,179,,
13,263,43,235,73,93,103,306,133,289,163,90,,
14,22,44,190,74,190,104,62,134,185,164,90,,
15,103,45,251,75,325,105,210,135,93,165,234,,
16,579,46,148,76,149,106,396,136,132,166,10,,
17,122,47,148,77,120,107,31,137,261,167,38,,
18,115,48,378,78,654,108,151,138,334,168,152,,
19,225,49,11,79,372,109,66,139,420,169,88,,
20,76,50,54,80,83,110,86,140,193,170,575,,
21,175,51,103,81,211,111,291,141,245,171,104,,
22,54,52,149,82,245,112,170,142,167,172,120,,
23,385,53,166,83,197,113,189,143,331,173,151,,
24,145,54,220,84,111,114,284,144,40,174,84,,
25,385,55,267,85,215,115,80,145,75,175,163,,
26,196,56,38,86,80,116,85,146,286,176,441,,
27,32,57,130,87,316,117,222,147,155,177,66,,
28,407,58,110,88,41,118,244,148,45,178,193,,
29,137,59,620,89,127,119,48,149,33,179,76,,
30,199,60,98,90,377,120,184,150,156,180,619,,
