0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,151,31,142,61,148,91,291,121,64,151,425,181,116,211,193,241,508,271,654
2,126,32,443,62,32,92,550,122,193,152,153,182,192,212,69,242,57,272,196
3,136,33,484,63,218,93,480,123,129,153,129,183,371,213,132,243,66,273,38
4,487,34,262,64,76,94,58,124,487,154,230,184,364,214,146,244,117,274,62
5,147,35,91,65,75,95,477,125,184,155,58,185,514,215,168,245,251,275,51
6,106,36,208,66,95,96,123,126,417,156,349,186,132,216,106,246,122,276,10
7,63,37,249,67,182,97,93,127,144,157,147,187,392,217,50,247,125,277,68
8,106,38,370,68,192,98,440,128,97,158,45,188,234,218,90,248,417,278,57
9,71,39,15,69,30,99,99,129,47,159,55,189,112,219,201,249,31,279,247
10,107,40,64,70,102,100,46,130,51,160,128,190,526,220,217,250,41,280,77
11,269,41,84,71,462,101,125,131,130,161,225,191,337,221,317,251,70,281,180
12,208,42,246,72,13,102,110,132,142,162,166,192,98,222,130,252,335,282,168
13,72,43,352,73,38,103,82,133,197,163,200,193,183,223,238,253,160,283,114
14,54,44,129,74,40,104,537,134,240,164,484,194,511,224,105,254,190,284,281
15,478,45,515,75,48,105,262,135,114,165,65,195,130,225,6,255,279,285,116
16,182,46,139,76,238,106,235,136,183,166,22,196,161,226,480,256,614,286,177
17,118,47,270,77,99,107,87,137,101,167,279,197,45,227,86,257,465,287,67
18,94,48,91,78,259,108,294,138,60,168,195,198,245,228,159,258,205,288,218
19,235,49,135,79,181,109,511,139,15,169,247,199,120,229,127,259,150,289,103
20,57,50,253,80,180,110,240,140,69,170,174,200,264,230,116,260,314,290,159
21,78,51,178,81,389,111,675,141,133,171,387,201,655,231,277,261,385,291,476
22,205,52,173,82,131,112,390,142,597,172,455,202,497,232,99,262,143,292,208
23,384,53,233,83,103,113,121,143,40,173,281,203,134,233,164,263,231,293,219
24,331,54,418,84,64,114,325,144,539,174,262,204,148,234,59,264,127,294,49
25,158,55,139,85,150,115,246,145,130,175,193,205,79,235,242,265,82,295,44
26,187,56,193,86,33,116,440,146,91,176,266,206,287,236,514,266,39,296,275
27,129,57,660,87,50,117,424,147,61,177,345,207,320,237,102,267,148,297,287
28,57,58,45,88,140,118,586,148,100,178,97,208,175,238,580,268,236,298,125
29,623,59,485,89,124,119,118,149,120,179,152,209,113,239,174,269,230,299,36
30,482,60,550,90,6,120,610,150,504,180,40,210,125,240,279,270,245,300,183
Centre:,140208,FACULTY,HIGHER,SECONDARY,"SCHOOL,",FACULTY,H,S,SCHOOL,NORTH,"GUWAHATI,","GUWAHATI,",ASSAM,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
301,87,331,439,361,34,391,369,421,358,451,54,481,275,511,145,,,,
302,505,332,34,362,128,392,94,422,415,452,486,482,412,512,162,,,,
303,337,333,614,363,501,393,381,423,113,453,116,483,330,513,63,,,,
304,549,334,606,364,628,394,112,424,633,454,115,484,44,514,462,,,,
305,487,335,19,365,400,395,305,425,560,455,470,485,217,515,457,,,,
306,75,336,45,366,197,396,96,426,175,456,123,486,93,516,151,,,,
307,405,337,368,367,317,397,170,427,130,457,100,487,314,517,20,,,,
308,140,338,84,368,190,398,594,428,121,458,363,488,233,518,197,,,,
309,167,339,85,369,274,399,147,429,46,459,175,489,107,519,105,,,,
310,139,340,107,370,532,400,531,430,151,460,133,490,447,,,,,,
311,241,341,4,371,126,401,219,431,174,461,581,491,75,,,,,,
312,144,342,296,372,150,402,111,432,150,462,165,492,563,,,,,,
313,472,343,223,373,48,403,187,433,650,463,342,493,238,,,,,,
314,165,344,79,374,91,404,98,434,353,464,485,494,95,,,,,,
315,95,345,231,375,217,405,642,435,100,465,259,495,352,,,,,,
316,141,346,477,376,452,406,33,436,62,466,90,496,432,,,,,,
317,372,347,47,377,75,407,145,437,18,467,100,497,72,,,,,,
318,312,348,181,378,506,408,51,438,249,468,202,498,441,,,,,,
319,94,349,215,379,112,409,175,439,170,469,306,499,126,,,,,,
320,357,350,98,380,60,410,228,440,185,470,270,500,236,,,,,,
321,40,351,133,381,154,411,120,441,230,471,289,501,117,,,,,,
322,93,352,31,382,48,412,25,442,526,472,205,502,155,,,,,,
323,536,353,425,383,134,413,137,443,68,473,29,503,88,,,,,,
324,264,354,200,384,89,414,161,444,275,474,89,504,395,,,,,,
325,125,355,458,385,74,415,192,445,35,475,143,505,453,,,,,,
326,90,356,406,386,129,416,353,446,69,476,158,506,144,,,,,,
327,222,357,56,387,206,417,72,447,261,477,347,507,686,,,,,,
328,598,358,168,388,48,418,161,448,73,478,562,508,73,,,,,,
329,555,359,131,389,545,419,415,449,-12,479,52,509,263,,,,,,
330,127,360,213,390,220,420,73,450,546,480,-14,510,429,,,,,,
