0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
ANDHRA,PRADESH,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,529,31,35,61,86,91,333,121,377,151,631,181,246,211,26,241,72,271,54,,,,,
2,308,32,344,62,102,92,413,122,35,152,174,182,16,212,238,242,252,272,619,,,,,
3,239,33,80,63,61,93,125,123,124,153,81,183,254,213,281,243,396,273,104,,,,,
4,97,34,366,64,350,94,501,124,522,154,80,184,35,214,86,244,85,274,29,,,,,
5,59,35,192,65,258,95,236,125,581,155,302,185,170,215,176,245,109,275,329,,,,,
6,150,36,184,66,202,96,638,126,553,156,62,186,124,216,80,246,121,276,488,,,,,
7,617,37,254,67,431,97,131,127,265,157,315,187,74,217,519,247,129,277,290,,,,,
8,128,38,129,68,190,98,282,128,323,158,306,188,485,218,190,248,251,278,199,,,,,
9,469,39,130,69,225,99,71,129,129,159,458,189,125,219,281,249,47,279,58,,,,,
10,55,40,43,70,131,100,103,130,492,160,375,190,131,220,148,250,233,280,529,,,,,
11,149,41,105,71,48,101,46,131,-5,161,174,191,88,221,144,251,424,281,21,,,,,
12,382,42,64,72,392,102,302,132,501,162,162,192,187,222,102,252,165,282,103,,,,,
13,141,43,52,73,252,103,81,133,25,163,3,193,201,223,433,253,50,283,189,,,,,
14,192,44,116,74,336,104,610,134,431,164,425,194,260,224,71,254,106,284,291,,,,,
15,48,45,235,75,180,105,508,135,318,165,131,195,71,225,68,255,54,285,126,,,,,
16,404,46,45,76,30,106,134,136,70,166,125,196,260,226,690,256,48,286,39,,,,,
17,113,47,19,77,303,107,643,137,257,167,356,197,643,227,136,257,299,287,29,,,,,
18,115,48,113,78,226,108,303,138,96,168,462,198,608,228,265,258,72,288,90,,,,,
19,107,49,59,79,175,109,79,139,343,169,368,199,574,229,685,259,393,289,285,,,,,
20,554,50,410,80,338,110,121,140,354,170,500,200,531,230,135,260,433,290,396,,,,,
21,90,51,372,81,291,111,178,141,448,171,99,201,442,231,89,261,606,291,42,,,,,
22,-8,52,55,82,156,112,77,142,166,172,199,202,99,232,187,262,313,292,147,,,,,
23,142,53,319,83,581,113,421,143,59,173,105,203,540,233,58,263,434,293,456,,,,,
24,602,54,81,84,122,114,224,144,462,174,83,204,264,234,165,264,89,294,584,,,,,
25,133,55,110,85,90,115,110,145,387,175,511,205,459,235,625,265,685,295,175,,,,,
26,129,56,364,86,69,116,594,146,93,176,214,206,27,236,405,266,78,296,109,,,,,
27,156,57,67,87,73,117,191,147,451,177,234,207,596,237,203,267,64,297,104,,,,,
28,65,58,323,88,667,118,110,148,299,178,256,208,99,238,133,268,122,298,45,,,,,
29,654,59,566,89,247,119,49,149,64,179,514,209,502,239,61,269,142,299,96,,,,,
