0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
TELANGANA,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,37,31,271,61,115,91,274,121,263,151,126,181,84,211,91,241,130
2,84,32,327,62,108,92,294,122,64,152,162,182,50,212,142,242,216
3,60,33,212,63,155,93,162,123,390,153,207,183,160,213,20,243,76
4,484,34,295,64,39,94,56,124,423,154,54,184,99,214,83,244,112
5,127,35,35,65,496,95,140,125,24,155,110,185,96,215,60,245,447
6,90,36,6,66,30,96,-1,126,45,156,109,186,136,216,80,246,125
7,55,37,62,67,111,97,60,127,446,157,492,187,560,217,357,247,396
8,185,38,105,68,50,98,66,128,129,158,527,188,159,218,22,248,381
9,75,39,241,69,121,99,212,129,381,159,371,189,417,219,68,249,400
10,144,40,340,70,39,100,275,130,140,160,248,190,60,220,101,250,57
11,192,41,499,71,328,101,378,131,220,161,87,191,383,221,505,251,478
12,95,42,320,72,125,102,313,132,62,162,349,192,106,222,19,252,84
13,214,43,373,73,63,103,214,133,40,163,185,193,165,223,142,253,143
14,350,44,86,74,350,104,353,134,27,164,454,194,355,224,110,254,21
15,380,45,55,75,248,105,194,135,259,165,80,195,23,225,316,255,130
16,97,46,543,76,75,106,150,136,355,166,42,196,80,226,293,256,309
17,80,47,639,77,55,107,11,137,70,167,375,197,272,227,28,257,300
18,104,48,347,78,444,108,78,138,45,168,48,198,248,228,110,258,75
19,109,49,144,79,53,109,132,139,61,169,342,199,202,229,387,259,147
20,111,50,272,80,219,110,148,140,251,170,298,200,75,230,82,260,577
21,66,51,129,81,513,111,154,141,50,171,87,201,40,231,520,261,45
22,383,52,102,82,351,112,246,142,95,172,226,202,30,232,440,262,148
23,94,53,156,83,394,113,77,143,81,173,10,203,210,233,207,263,178
24,598,54,134,84,410,114,125,144,155,174,511,204,323,234,438,264,36
25,60,55,369,85,332,115,60,145,87,175,184,205,51,235,234,265,35
26,281,56,428,86,239,116,69,146,65,176,181,206,358,236,346,266,201
27,24,57,302,87,122,117,30,147,559,177,261,207,161,237,65,267,99
28,546,58,223,88,99,118,286,148,60,178,78,208,284,238,75,268,165
29,63,59,139,89,408,119,151,149,105,179,31,209,-3,239,26,,
30,423,60,145,90,277,120,118,150,20,180,380,210,66,240,48,,
