0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,79,31,153,61,115,91,115,121,163,151,132,181,101,211,37,241,57
2,75,32,95,62,454,92,167,122,231,152,426,182,365,212,27,242,60
3,75,33,171,63,74,93,57,123,56,153,114,183,55,213,56,243,380
4,15,34,75,64,90,94,19,124,481,154,216,184,449,214,75,244,300
5,154,35,157,65,230,95,425,125,141,155,45,185,403,215,61,,
6,85,36,33,66,77,96,48,126,247,156,98,186,124,216,6,,
7,135,37,113,67,183,97,113,127,78,157,323,187,90,217,172,,
8,20,38,133,68,103,98,83,128,356,158,378,188,55,218,60,,
9,471,39,348,69,288,99,70,129,40,159,103,189,60,219,150,,
10,362,40,416,70,76,100,16,130,10,160,14,190,46,220,78,,
11,24,41,60,71,59,101,80,131,345,161,63,191,72,221,251,,
12,70,42,77,72,71,102,663,132,86,162,34,192,128,222,84,,
13,12,43,37,73,100,103,334,133,340,163,178,193,75,223,99,,
14,136,44,275,74,381,104,10,134,133,164,64,194,96,224,100,,
15,252,45,291,75,106,105,62,135,-20,165,71,195,228,225,103,,
16,25,46,65,76,174,106,14,136,100,166,76,196,75,226,173,,
17,63,47,120,77,34,107,188,137,38,167,77,197,72,227,140,,
18,-16,48,131,78,75,108,177,138,58,168,51,198,142,228,60,,
19,25,49,177,79,15,109,218,139,40,169,338,199,390,229,93,,
20,78,50,44,80,95,110,75,140,214,170,92,200,79,230,82,,
21,168,51,40,81,482,111,35,141,62,171,234,201,85,231,68,,
22,60,52,82,82,180,112,50,142,216,172,95,202,130,232,64,,
23,35,53,33,83,489,113,278,143,382,173,385,203,-1,233,90,,
24,17,54,112,84,110,114,24,144,75,174,60,204,270,234,184,,
25,212,55,72,85,26,115,120,145,394,175,215,205,264,235,53,,
26,71,56,107,86,474,116,44,146,139,176,188,206,320,236,3,,
27,49,57,37,87,35,117,75,147,50,177,80,207,65,237,64,,
28,226,58,309,88,601,118,100,148,106,178,119,208,290,238,295,,
29,84,59,116,89,60,119,65,149,269,179,116,209,292,239,194,,
30,410,60,190,90,95,120,43,150,46,180,339,210,37,240,248,,
