0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,279,31,450,61,106,91,321,121,176,151,353,181,302,211,185
2,17,32,260,62,318,92,251,122,92,152,408,182,172,212,429
3,312,33,413,63,82,93,210,123,34,153,560,183,99,213,122
4,119,34,463,64,430,94,439,124,86,154,86,184,180,214,592
5,35,35,175,65,370,95,148,125,35,155,34,185,179,215,311
6,427,36,65,66,226,96,273,126,491,156,159,186,21,216,178
7,404,37,48,67,200,97,471,127,156,157,569,187,373,217,253
8,264,38,354,68,182,98,259,128,65,158,673,188,555,218,54
9,191,39,65,69,226,99,447,129,14,159,396,189,205,219,74
10,271,40,47,70,15,100,249,130,252,160,35,190,401,220,449
11,106,41,284,71,207,101,39,131,408,161,106,191,341,221,179
12,201,42,424,72,137,102,437,132,257,162,293,192,102,222,277
13,181,43,163,73,249,103,284,133,280,163,335,193,99,223,440
14,132,44,92,74,403,104,245,134,342,164,35,194,29,224,100
15,443,45,236,75,66,105,122,135,65,165,14,195,94,225,17
16,386,46,4,76,567,106,420,136,289,166,201,196,78,226,0
17,176,47,115,77,133,107,257,137,176,167,177,197,691,227,73
18,210,48,549,78,345,108,235,138,425,168,79,198,122,228,269
19,370,49,51,79,145,109,592,139,611,169,56,199,189,229,190
20,247,50,125,80,425,110,5,140,134,170,687,200,40,230,30
21,156,51,62,81,614,111,578,141,278,171,166,201,450,231,71
22,587,52,565,82,166,112,157,142,353,172,127,202,580,232,108
23,454,53,45,83,608,113,121,143,193,173,305,203,152,233,394
24,17,54,40,84,287,114,48,144,239,174,247,204,153,234,412
25,11,55,128,85,45,115,85,145,83,175,23,205,70,235,233
26,73,56,134,86,394,116,264,146,29,176,66,206,25,236,545
27,220,57,59,87,248,117,143,147,431,177,503,207,234,237,44
28,248,58,164,88,93,118,616,148,71,178,563,208,184,,
29,205,59,515,89,450,119,279,149,31,179,395,209,101,,
30,61,60,100,90,83,120,382,150,45,180,161,210,110,,
