0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,448,31,70,61,44,91,323,121,623,151,36,181,18,211,89,241,405,271,93,,,,
2,181,32,434,62,134,92,2,122,35,152,139,182,558,212,170,242,113,272,633,,,,
3,27,33,339,63,284,93,130,123,373,153,39,183,245,213,11,243,124,273,405,,,,
4,141,34,78,64,288,94,36,124,248,154,343,184,678,214,485,244,159,274,-26,,,,
5,114,35,705,65,66,95,174,125,376,155,253,185,75,215,600,245,351,275,140,,,,
6,619,36,165,66,224,96,40,126,43,156,50,186,50,216,346,246,105,276,113,,,,
7,-10,37,55,67,155,97,338,127,315,157,105,187,210,217,118,247,172,277,125,,,,
8,305,38,435,68,138,98,83,128,70,158,181,188,8,218,595,248,42,278,229,,,,
9,662,39,233,69,69,99,74,129,293,159,267,189,283,219,157,249,145,279,343,,,,
10,62,40,403,70,232,100,236,130,531,160,0,190,285,220,256,250,67,280,296,,,,
11,111,41,25,71,280,101,166,131,90,161,452,191,74,221,16,251,411,281,109,,,,
12,130,42,13,72,648,102,174,132,428,162,473,192,153,222,472,252,128,282,158,,,,
13,297,43,248,73,596,103,126,133,103,163,420,193,348,223,230,253,13,283,247,,,,
14,49,44,610,74,299,104,106,134,245,164,156,194,322,224,237,254,110,284,384,,,,
15,279,45,269,75,358,105,555,135,175,165,200,195,551,225,189,255,107,285,134,,,,
16,167,46,126,76,100,106,247,136,348,166,288,196,431,226,401,256,237,286,213,,,,
17,180,47,380,77,45,107,162,137,456,167,111,197,114,227,239,257,370,287,123,,,,
18,63,48,253,78,101,108,47,138,345,168,-20,198,10,228,6,258,166,288,512,,,,
19,52,49,398,79,13,109,122,139,366,169,134,199,60,229,553,259,385,289,294,,,,
20,64,50,101,80,543,110,317,140,112,170,170,200,120,230,333,260,675,290,211,,,,
21,470,51,211,81,385,111,115,141,544,171,63,201,77,231,108,261,207,291,134,,,,
22,164,52,355,82,257,112,146,142,360,172,97,202,52,232,324,262,67,292,386,,,,
23,30,53,31,83,192,113,0,143,631,173,42,203,501,233,617,263,110,293,78,,,,
24,120,54,171,84,379,114,166,144,235,174,104,204,21,234,19,264,409,294,209,,,,
25,102,55,165,85,94,115,371,145,311,175,512,205,284,235,85,265,392,295,336,,,,
26,175,56,342,86,426,116,665,146,215,176,234,206,60,236,147,266,396,296,292,,,,
27,157,57,94,87,70,117,387,147,224,177,253,207,240,237,553,267,328,297,549,,,,
28,79,58,353,88,215,118,107,148,584,178,107,208,477,238,556,268,180,298,336,,,,
29,520,59,140,89,223,119,16,149,501,179,275,209,83,239,613,269,121,299,40,,,,
30,235,60,171,90,74,120,102,150,307,180,88,210,10,240,46,270,84,300,452,,,,
Centre:,311231,SANDEEPANI,INTERNATIONAL,"SCHOOL,",MALTEKDI,ROAD,KAMTHA,CHOWK,GADEGAON,NANDED,TQ,NANDED,DIST,NANDED,PIN,"431605,","NANDED,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
301,333,331,416,,,,,,,,,,,,,,,,,,,,
302,268,332,455,,,,,,,,,,,,,,,,,,,,
303,57,333,110,,,,,,,,,,,,,,,,,,,,
304,635,334,200,,,,,,,,,,,,,,,,,,,,
305,379,335,123,,,,,,,,,,,,,,,,,,,,
306,223,336,47,,,,,,,,,,,,,,,,,,,,
307,75,337,188,,,,,,,,,,,,,,,,,,,,
308,41,338,202,,,,,,,,,,,,,,,,,,,,
309,129,339,200,,,,,,,,,,,,,,,,,,,,
310,19,340,223,,,,,,,,,,,,,,,,,,,,
311,91,341,94,,,,,,,,,,,,,,,,,,,,
312,64,342,69,,,,,,,,,,,,,,,,,,,,
313,259,343,206,,,,,,,,,,,,,,,,,,,,
314,95,344,116,,,,,,,,,,,,,,,,,,,,
315,162,345,290,,,,,,,,,,,,,,,,,,,,
316,162,346,447,,,,,,,,,,,,,,,,,,,,
317,65,347,190,,,,,,,,,,,,,,,,,,,,
318,560,348,35,,,,,,,,,,,,,,,,,,,,
319,311,349,405,,,,,,,,,,,,,,,,,,,,
320,97,350,474,,,,,,,,,,,,,,,,,,,,
321,57,351,506,,,,,,,,,,,,,,,,,,,,
322,122,352,152,,,,,,,,,,,,,,,,,,,,
323,12,353,131,,,,,,,,,,,,,,,,,,,,
324,216,,,,,,,,,,,,,,,,,,,,,,
325,420,,,,,,,,,,,,,,,,,,,,,,
326,87,,,,,,,,,,,,,,,,,,,,,,
327,196,,,,,,,,,,,,,,,,,,,,,,
328,460,,,,,,,,,,,,,,,,,,,,,,
329,332,,,,,,,,,,,,,,,,,,,,,,
330,178,,,,,,,,,,,,,,,,,,,,,,
