0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,30,31,85,61,42,91,90,121,81,151,106,181,238,211,90,241,88,271,136,
2,136,32,100,62,141,92,283,122,34,152,75,182,148,212,53,242,567,272,35,
3,406,33,86,63,43,93,52,123,54,153,357,183,40,213,74,243,81,273,277,
4,25,34,109,64,51,94,117,124,64,154,45,184,125,214,26,244,53,274,60,
5,125,35,72,65,6,95,177,125,105,155,44,185,80,215,570,245,40,275,60,
6,79,36,60,66,80,96,128,126,35,156,35,186,45,216,0,246,46,276,77,
7,36,37,91,67,99,97,85,127,251,157,85,187,6,217,35,247,109,277,79,
8,308,38,15,68,160,98,51,128,54,158,180,188,113,218,75,248,101,278,75,
9,58,39,20,69,101,99,34,129,30,159,76,189,638,219,225,249,52,279,161,
10,162,40,124,70,76,100,21,130,99,160,92,190,66,220,105,250,223,280,64,
11,111,41,131,71,108,101,75,131,377,161,110,191,95,221,54,251,45,281,105,
12,49,42,87,72,64,102,61,132,156,162,61,192,47,222,6,252,56,282,15,
13,33,43,60,73,62,103,71,133,389,163,5,193,38,223,11,253,147,283,114,
14,53,44,340,74,75,104,32,134,249,164,47,194,53,224,43,254,69,284,228,
15,42,45,355,75,534,105,33,135,5,165,89,195,7,225,172,255,46,285,28,
16,86,46,86,76,50,106,101,136,11,166,155,196,86,226,413,256,72,286,30,
17,70,47,33,77,31,107,47,137,60,167,85,197,209,227,29,257,99,287,66,
18,92,48,43,78,63,108,49,138,76,168,116,198,25,228,45,258,170,288,405,
19,48,49,620,79,64,109,71,139,99,169,117,199,39,229,86,259,165,289,28,
20,104,50,138,80,171,110,70,140,28,170,60,200,63,230,285,260,125,290,116,
21,9,51,65,81,108,111,52,141,36,171,111,201,62,231,37,261,93,291,26,
22,100,52,70,82,181,112,119,142,41,172,270,202,105,232,120,262,92,292,20,
23,75,53,77,83,100,113,189,143,47,173,47,203,46,233,62,263,53,293,57,
24,125,54,61,84,105,114,70,144,10,174,212,204,193,234,36,264,61,294,125,
25,158,55,130,85,40,115,118,145,35,175,93,205,61,235,54,265,86,295,274,
26,5,56,27,86,34,116,47,146,316,176,149,206,110,236,100,266,-11,296,50,
27,213,57,134,87,76,117,127,147,335,177,76,207,131,237,55,267,54,297,33,
28,-21,58,70,88,54,118,48,148,98,178,46,208,65,238,213,268,49,298,302,
29,71,59,82,89,51,119,260,149,152,179,167,209,72,239,78,269,136,299,37,
30,251,60,106,90,75,120,50,150,66,180,31,210,83,240,175,270,114,300,173,
Centre:,443002,J,S,PUBLIC,"SCHOOL,",VILL.,"KASIMPUR,",POST,"PACHOKHAR,",DISTT.,"CHANDAULI,","CHANDAULI,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,118,331,44,361,53,391,88,421,91,451,63,481,296,511,96,,,,,
302,156,332,68,362,38,392,106,422,84,452,536,482,46,512,223,,,,,
303,38,333,100,363,490,393,55,423,66,453,99,483,95,513,58,,,,,
304,62,334,121,364,48,394,14,424,43,454,81,484,126,514,54,,,,,
305,140,335,108,365,45,395,60,425,10,455,555,485,69,515,109,,,,,
306,85,336,81,366,95,396,65,426,86,456,71,486,15,516,115,,,,,
307,16,337,28,367,168,397,70,427,401,457,47,487,95,517,30,,,,,
308,362,338,97,368,50,398,55,428,41,458,49,488,44,518,153,,,,,
309,89,339,18,369,202,399,236,429,86,459,98,489,189,519,183,,,,,
310,70,340,70,370,74,400,33,430,206,460,18,490,120,520,64,,,,,
311,85,341,165,371,66,401,13,431,130,461,0,491,65,521,60,,,,,
312,83,342,158,372,64,402,124,432,36,462,67,492,80,522,70,,,,,
313,110,343,158,373,128,403,100,433,75,463,17,493,57,523,53,,,,,
314,50,344,70,374,65,404,75,434,378,464,496,494,139,524,63,,,,,
315,104,345,45,375,63,405,41,435,37,465,28,495,81,525,70,,,,,
316,167,346,70,376,60,406,66,436,56,466,15,496,456,526,69,,,,,
317,74,347,133,377,128,407,76,437,25,467,67,497,47,527,189,,,,,
318,219,348,145,378,165,408,105,438,57,468,27,498,40,528,80,,,,,
319,70,349,52,379,380,409,97,439,53,469,76,499,223,529,60,,,,,
320,54,350,40,380,87,410,14,440,61,470,216,500,77,530,59,,,,,
321,36,351,62,381,17,411,515,441,102,471,90,501,84,531,106,,,,,
322,65,352,82,382,148,412,131,442,44,472,24,502,133,532,67,,,,,
323,84,353,119,383,150,413,91,443,125,473,80,503,356,533,27,,,,,
324,108,354,95,384,114,414,73,444,82,474,47,504,49,534,27,,,,,
325,566,355,105,385,20,415,635,445,75,475,66,505,166,535,28,,,,,
326,175,356,64,386,116,416,56,446,85,476,75,506,142,536,50,,,,,
327,55,357,9,387,59,417,86,447,260,477,135,507,40,537,72,,,,,
328,260,358,86,388,212,418,123,448,61,478,25,508,57,,,,,,,
329,85,359,169,389,163,419,70,449,117,479,107,509,35,,,,,,,
330,28,360,40,390,272,420,118,450,99,480,605,510,87,,,,,,,
