0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,123,31,51,61,271,91,112,121,392,151,302,181,329,211,159,241,153,271,79,,,,
2,429,32,104,62,96,92,441,122,47,152,42,182,112,212,99,242,364,272,289,,,,
3,386,33,96,63,112,93,195,123,276,153,353,183,264,213,676,243,374,273,78,,,,
4,85,34,81,64,65,94,178,124,85,154,205,184,120,214,676,244,60,274,148,,,,
5,501,35,7,65,268,95,379,125,289,155,38,185,153,215,558,245,371,275,270,,,,
6,261,36,204,66,676,96,260,126,64,156,573,186,427,216,149,246,525,276,309,,,,
7,145,37,252,67,491,97,72,127,122,157,57,187,205,217,414,247,88,277,48,,,,
8,110,38,146,68,84,98,133,128,98,158,123,188,229,218,65,248,152,278,330,,,,
9,186,39,110,69,213,99,434,129,300,159,64,189,227,219,429,249,61,279,509,,,,
10,55,40,244,70,260,100,69,130,101,160,606,190,79,220,79,250,166,280,36,,,,
11,116,41,248,71,20,101,115,131,261,161,-4,191,287,221,230,251,285,281,629,,,,
12,172,42,51,72,527,102,446,132,183,162,298,192,349,222,540,252,116,282,109,,,,
13,64,43,345,73,231,103,412,133,71,163,566,193,117,223,381,253,143,283,180,,,,
14,92,44,193,74,335,104,55,134,43,164,138,194,76,224,578,254,54,284,50,,,,
15,125,45,294,75,405,105,22,135,187,165,352,195,125,225,651,255,135,285,40,,,,
16,222,46,102,76,101,106,280,136,105,166,296,196,25,226,181,256,78,286,261,,,,
17,43,47,101,77,316,107,390,137,72,167,263,197,157,227,282,257,139,287,122,,,,
18,517,48,553,78,559,108,552,138,500,168,175,198,513,228,191,258,89,288,419,,,,
19,161,49,256,79,253,109,536,139,114,169,479,199,249,229,381,259,75,289,291,,,,
20,321,50,105,80,241,110,19,140,201,170,93,200,603,230,76,260,46,290,326,,,,
21,109,51,281,81,106,111,317,141,158,171,139,201,126,231,85,261,90,291,487,,,,
22,107,52,150,82,525,112,68,142,319,172,80,202,613,232,377,262,218,292,308,,,,
23,45,53,564,83,132,113,103,143,582,173,224,203,320,233,216,263,510,293,48,,,,
24,452,54,389,84,70,114,450,144,363,174,128,204,353,234,441,264,92,294,-11,,,,
25,242,55,169,85,360,115,91,145,330,175,312,205,351,235,106,265,208,295,221,,,,
26,323,56,123,86,153,116,251,146,120,176,216,206,391,236,125,266,185,296,133,,,,
27,40,57,60,87,434,117,240,147,605,177,297,207,650,237,95,267,432,297,355,,,,
28,571,58,110,88,126,118,212,148,140,178,327,208,94,238,45,268,675,298,557,,,,
29,563,59,530,89,321,119,198,149,241,179,317,209,337,239,576,269,394,299,117,,,,
30,232,60,90,90,302,120,373,150,138,180,207,210,245,240,79,270,105,300,463,,,,
Centre:,440401,KIET,GROUP,OF,"INSTITUTIONS,",KIET,GROUP,OF,INSTITUTIONS,"DELHI-NCR,",MEERUT,ROAD,(NH-58),"GHAZIABAD-201206,","GHAZIABAD,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
