0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,103,31,90,61,133,91,34,121,145,151,171,181,434
2,407,32,134,62,137,92,182,122,116,152,245,182,69
3,43,33,430,63,364,93,252,123,514,153,196,183,581
4,246,34,218,64,186,94,60,124,462,154,100,184,96
5,189,35,80,65,24,95,201,125,136,155,254,185,69
6,206,36,268,66,140,96,296,126,85,156,64,186,312
7,66,37,653,67,44,97,500,127,72,157,105,187,193
8,628,38,241,68,244,98,65,128,279,158,128,188,90
9,142,39,603,69,114,99,70,129,362,159,686,189,132
10,169,40,387,70,485,100,484,130,625,160,97,,
11,105,41,104,71,127,101,54,131,261,161,50,,
12,547,42,266,72,190,102,67,132,438,162,115,,
13,187,43,253,73,450,103,205,133,10,163,603,,
14,39,44,86,74,598,104,603,134,191,164,477,,
15,323,45,64,75,647,105,291,135,288,165,428,,
16,167,46,301,76,323,106,97,136,95,166,271,,
17,70,47,25,77,76,107,356,137,248,167,90,,
18,229,48,29,78,341,108,118,138,257,168,170,,
19,679,49,489,79,701,109,106,139,119,169,130,,
20,419,50,102,80,118,110,179,140,153,170,167,,
21,101,51,263,81,451,111,81,141,55,171,301,,
22,364,52,87,82,55,112,277,142,126,172,95,,
23,115,53,263,83,555,113,102,143,105,173,106,,
24,148,54,103,84,110,114,233,144,264,174,88,,
25,440,55,110,85,159,115,125,145,365,175,419,,
26,89,56,56,86,110,116,176,146,141,176,384,,
27,63,57,173,87,196,117,330,147,577,177,81,,
28,60,58,98,88,197,118,127,148,165,178,120,,
29,180,59,531,89,100,119,111,149,88,179,86,,
30,281,60,99,90,220,120,116,150,305,180,636,,
