0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,215,31,180,61,144,91,262,121,66,151,375,181,179,211,378,241,145,271,511,,
2,104,32,120,62,352,92,500,122,99,152,20,182,524,212,206,242,232,272,259,,
3,435,33,350,63,302,93,99,123,115,153,150,183,228,213,453,243,220,273,87,,
4,662,34,301,64,238,94,346,124,241,154,115,184,519,214,105,244,294,274,183,,
5,471,35,263,65,517,95,214,125,202,155,380,185,300,215,123,245,342,275,517,,
6,701,36,493,66,188,96,317,126,177,156,69,186,68,216,230,246,78,276,626,,
7,368,37,321,67,148,97,86,127,240,157,527,187,142,217,545,247,357,277,120,,
8,701,38,360,68,272,98,153,128,202,158,214,188,319,218,172,248,417,278,57,,
9,112,39,156,69,191,99,181,129,165,159,236,189,139,219,655,249,155,279,466,,
10,175,40,201,70,161,100,272,130,270,160,324,190,130,220,279,250,198,280,404,,
11,394,41,145,71,81,101,368,131,145,161,470,191,286,221,556,251,94,281,333,,
12,394,42,455,72,167,102,77,132,172,162,192,192,513,222,398,252,279,282,103,,
13,176,43,133,73,79,103,337,133,87,163,377,193,414,223,229,253,159,283,158,,
14,527,44,89,74,470,104,331,134,178,164,184,194,46,224,128,254,153,284,77,,
15,152,45,263,75,642,105,520,135,577,165,277,195,309,225,609,255,158,285,155,,
16,192,46,78,76,625,106,652,136,231,166,272,196,615,226,141,256,418,286,302,,
17,235,47,138,77,371,107,315,137,386,167,328,197,110,227,139,257,84,287,211,,
18,224,48,194,78,507,108,217,138,24,168,575,198,125,228,119,258,339,288,56,,
19,198,49,141,79,686,109,111,139,56,169,207,199,361,229,290,259,376,289,89,,
20,95,50,339,80,213,110,693,140,255,170,670,200,374,230,210,260,565,290,338,,
21,324,51,156,81,175,111,303,141,420,171,9,201,100,231,36,261,257,291,283,,
22,310,52,293,82,647,112,223,142,110,172,127,202,200,232,21,262,77,292,542,,
23,85,53,125,83,381,113,680,143,473,173,134,203,274,233,462,263,30,293,468,,
24,506,54,170,84,300,114,137,144,131,174,701,204,425,234,379,264,184,294,499,,
25,232,55,135,85,691,115,151,145,228,175,200,205,549,235,411,265,445,295,669,,
26,393,56,341,86,176,116,409,146,420,176,184,206,0,236,60,266,295,296,372,,
27,111,57,579,87,190,117,135,147,138,177,151,207,419,237,281,267,322,297,71,,
28,217,58,576,88,328,118,304,148,75,178,165,208,85,238,424,268,160,298,518,,
29,244,59,172,89,214,119,434,149,198,179,122,209,35,239,306,269,498,299,123,,
30,120,60,399,90,33,120,94,150,677,180,145,210,420,240,101,270,657,300,187,,
Centre:,280817,MARKAZ,ENGLISH,MEDIUM,SCHOOL,"KARANTHUR,",KARANTHUR,P,O,KUNNAMANGALAM,KOZHIKODE,KERALA,"-673571,","KOZHIKODE/CALICUT,",KERALA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,169,331,102,361,80,391,191,421,487,451,127,,,,,,,,,,
302,55,332,303,362,55,392,196,422,178,452,30,,,,,,,,,,
303,123,333,243,363,118,393,507,423,252,453,257,,,,,,,,,,
304,169,334,126,364,39,394,180,424,195,454,195,,,,,,,,,,
305,178,335,255,365,65,395,211,425,31,455,81,,,,,,,,,,
306,663,336,421,366,127,396,241,426,243,456,139,,,,,,,,,,
307,101,337,467,367,592,397,516,427,41,457,111,,,,,,,,,,
308,108,338,109,368,31,398,117,428,593,458,199,,,,,,,,,,
309,85,339,119,369,205,399,291,429,610,459,25,,,,,,,,,,
310,190,340,275,370,80,400,124,430,613,460,43,,,,,,,,,,
311,83,341,156,371,375,401,520,431,323,461,141,,,,,,,,,,
312,173,342,416,372,444,402,84,432,157,462,118,,,,,,,,,,
313,332,343,82,373,202,403,454,433,296,463,290,,,,,,,,,,
314,318,344,176,374,83,404,292,434,102,464,469,,,,,,,,,,
315,240,345,251,375,277,405,135,435,193,465,480,,,,,,,,,,
316,143,346,115,376,409,406,231,436,317,466,507,,,,,,,,,,
317,161,347,432,377,647,407,439,437,98,467,167,,,,,,,,,,
318,212,348,192,378,150,408,468,438,148,468,322,,,,,,,,,,
319,213,349,234,379,138,409,208,439,373,,,,,,,,,,,,
320,228,350,222,380,105,410,496,440,302,,,,,,,,,,,,
321,570,351,209,381,235,411,444,441,69,,,,,,,,,,,,
322,364,352,386,382,647,412,261,442,80,,,,,,,,,,,,
323,239,353,20,383,654,413,259,443,160,,,,,,,,,,,,
324,204,354,129,384,217,414,482,444,225,,,,,,,,,,,,
325,300,355,140,385,695,415,362,445,186,,,,,,,,,,,,
326,246,356,164,386,546,416,333,446,128,,,,,,,,,,,,
327,354,357,173,387,332,417,67,447,128,,,,,,,,,,,,
328,55,358,524,388,219,418,240,448,178,,,,,,,,,,,,
329,671,359,309,389,637,419,138,449,135,,,,,,,,,,,,
330,154,360,189,390,442,420,177,450,45,,,,,,,,,,,,
