0,1,2,3,4,5,6,7,8,9,10,11
HOSPITAL,"CHURU,","CHURU,",RAJASTHAN,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,33,31,267,61,210,91,480,121,265,151,378
2,282,32,490,62,206,92,529,122,494,152,465
3,455,33,534,63,266,93,151,123,146,153,162
4,59,34,43,64,400,94,160,124,145,154,635
5,316,35,246,65,137,95,45,125,304,155,671
6,178,36,261,66,283,96,274,126,675,156,239
7,114,37,615,67,48,97,650,127,142,157,395
8,331,38,505,68,169,98,238,128,157,158,379
9,602,39,79,69,259,99,14,129,176,159,77
10,96,40,114,70,468,100,301,130,108,160,116
11,75,41,111,71,99,101,46,131,187,161,228
12,359,42,297,72,53,102,104,132,383,162,226
13,315,43,167,73,691,103,208,133,347,163,230
14,264,44,24,74,152,104,550,134,268,164,197
15,662,45,463,75,75,105,575,135,110,165,316
16,401,46,342,76,158,106,126,136,79,166,488
17,429,47,534,77,666,107,615,137,90,,
18,150,48,290,78,164,108,522,138,565,,
19,293,49,228,79,640,109,548,139,428,,
20,81,50,204,80,112,110,103,140,242,,
21,75,51,95,81,155,111,490,141,532,,
22,165,52,547,82,585,112,465,142,215,,
23,672,53,691,83,245,113,145,143,571,,
24,522,54,139,84,41,114,278,144,561,,
25,95,55,411,85,188,115,187,145,141,,
26,367,56,592,86,155,116,436,146,173,,
27,635,57,277,87,282,117,149,147,103,,
28,621,58,76,88,667,118,424,148,255,,
29,101,59,121,89,426,119,506,149,100,,
30,311,60,328,90,225,120,304,150,189,,
