0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,181,31,217,61,62,91,648,121,54,151,236,181,390,211,143,241,89,271,54,,,,,,,,,,,
2,286,32,179,62,181,92,102,122,64,152,420,182,36,212,464,242,522,272,89,,,,,,,,,,,
3,362,33,-10,63,33,93,423,123,339,153,225,183,625,213,211,243,167,273,100,,,,,,,,,,,
4,113,34,229,64,396,94,203,124,504,154,405,184,421,214,303,244,295,274,318,,,,,,,,,,,
5,233,35,249,65,122,95,322,125,250,155,362,185,119,215,422,245,421,275,167,,,,,,,,,,,
6,256,36,130,66,417,96,138,126,558,156,40,186,284,216,615,246,25,276,242,,,,,,,,,,,
7,48,37,240,67,103,97,446,127,95,157,128,187,377,217,87,247,334,277,80,,,,,,,,,,,
8,227,38,394,68,428,98,267,128,270,158,15,188,416,218,129,248,235,278,153,,,,,,,,,,,
9,114,39,283,69,65,99,285,129,150,159,140,189,143,219,126,249,212,279,34,,,,,,,,,,,
10,105,40,354,70,171,100,87,130,209,160,121,190,65,220,151,250,406,280,185,,,,,,,,,,,
11,133,41,545,71,572,101,292,131,15,161,275,191,92,221,112,251,187,281,125,,,,,,,,,,,
12,33,42,214,72,322,102,250,132,363,162,397,192,118,222,264,252,461,282,41,,,,,,,,,,,
13,482,43,407,73,393,103,23,133,600,163,297,193,600,223,640,253,70,283,60,,,,,,,,,,,
14,285,44,240,74,177,104,97,134,313,164,121,194,259,224,201,254,527,284,300,,,,,,,,,,,
15,363,45,222,75,166,105,87,135,244,165,188,195,666,225,72,255,74,285,125,,,,,,,,,,,
16,106,46,520,76,438,106,195,136,49,166,133,196,58,226,50,256,137,286,284,,,,,,,,,,,
17,444,47,91,77,169,107,210,137,52,167,99,197,421,227,41,257,243,287,209,,,,,,,,,,,
18,222,48,347,78,224,108,155,138,85,168,105,198,336,228,110,258,66,288,179,,,,,,,,,,,
19,222,49,81,79,497,109,63,139,221,169,358,199,230,229,14,259,163,289,305,,,,,,,,,,,
20,126,50,423,80,175,110,683,140,105,170,613,200,125,230,191,260,105,290,280,,,,,,,,,,,
21,248,51,115,81,626,111,88,141,500,171,383,201,326,231,194,261,183,291,94,,,,,,,,,,,
22,192,52,204,82,182,112,28,142,204,172,141,202,164,232,202,262,241,292,112,,,,,,,,,,,
23,264,53,173,83,210,113,113,143,91,173,136,203,406,233,600,263,295,293,195,,,,,,,,,,,
24,312,54,415,84,50,114,80,144,110,174,225,204,223,234,155,264,85,294,28,,,,,,,,,,,
25,78,55,171,85,79,115,459,145,355,175,55,205,102,235,159,265,100,295,235,,,,,,,,,,,
26,180,56,40,86,142,116,81,146,579,176,514,206,175,236,86,266,321,296,221,,,,,,,,,,,
27,334,57,82,87,583,117,224,147,393,177,484,207,256,237,235,267,311,297,354,,,,,,,,,,,
28,593,58,45,88,30,118,246,148,63,178,60,208,88,238,536,268,307,298,420,,,,,,,,,,,
29,541,59,18,89,334,119,212,149,303,179,557,209,183,239,470,269,325,299,80,,,,,,,,,,,
30,208,60,375,90,570,120,227,150,213,180,84,210,272,240,413,270,52,300,40,,,,,,,,,,,
Centre:,440812,R,K,SR,SEC,SCH,SECTOR,3,ALIGANJ,LUCKNOW,"UP,",R,K,SENIOR,SECONDARY,SCHOOL,SECTOR,-,D,ALIGANJ,LUCKNOW,UTTAR,"PRADESH,","LUCKNOW,",NEET,(UG),2024,Page,No.,2
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,282,331,47,361,404,391,82,421,507,451,78,481,130,511,166,541,195,571,286,,,,,,,,,,,
302,350,332,285,362,225,392,393,422,620,452,214,482,295,512,180,542,259,572,152,,,,,,,,,,,
303,198,333,165,363,45,393,602,423,65,453,300,483,85,513,88,543,55,573,157,,,,,,,,,,,
304,219,334,87,364,365,394,455,424,313,454,122,484,200,514,214,544,130,574,136,,,,,,,,,,,
305,206,335,282,365,292,395,45,425,200,455,155,485,124,515,249,545,156,575,301,,,,,,,,,,,
306,40,336,54,366,45,396,141,426,133,456,111,486,409,516,386,546,523,576,256,,,,,,,,,,,
307,598,337,184,367,235,397,295,427,107,457,320,487,143,517,229,547,162,577,120,,,,,,,,,,,
308,378,338,113,368,76,398,352,428,272,458,6,488,206,518,135,548,522,578,297,,,,,,,,,,,
309,230,339,132,369,95,399,266,429,119,459,480,489,337,519,192,549,91,579,41,,,,,,,,,,,
310,60,340,360,370,103,400,241,430,511,460,241,490,550,520,197,550,66,580,624,,,,,,,,,,,
311,189,341,562,371,121,401,71,431,213,461,102,491,117,521,211,551,214,581,318,,,,,,,,,,,
312,187,342,432,372,68,402,51,432,326,462,55,492,517,522,358,552,451,582,306,,,,,,,,,,,
313,160,343,563,373,155,403,330,433,107,463,171,493,150,523,52,553,66,583,517,,,,,,,,,,,
314,94,344,126,374,219,404,121,434,370,464,257,494,97,524,185,554,628,584,501,,,,,,,,,,,
315,310,345,414,375,118,405,542,435,192,465,131,495,418,525,685,555,135,585,258,,,,,,,,,,,
316,233,346,140,376,217,406,226,436,14,466,105,496,69,526,163,556,118,586,189,,,,,,,,,,,
317,93,347,65,377,277,407,203,437,234,467,585,497,182,527,123,557,341,587,446,,,,,,,,,,,
318,117,348,271,378,268,408,124,438,142,468,66,498,285,528,47,558,328,588,214,,,,,,,,,,,
319,377,349,541,379,88,409,622,439,25,469,219,499,563,529,186,559,323,589,56,,,,,,,,,,,
320,150,350,294,380,45,410,15,440,94,470,25,500,207,530,504,560,287,590,94,,,,,,,,,,,
321,329,351,174,381,38,411,70,441,192,471,134,501,53,531,264,561,50,591,235,,,,,,,,,,,
322,159,352,85,382,353,412,152,442,474,472,55,502,479,532,373,562,168,592,134,,,,,,,,,,,
323,174,353,60,383,102,413,120,443,81,473,509,503,71,533,458,563,432,593,19,,,,,,,,,,,
324,55,354,672,384,87,414,121,444,300,474,83,504,116,534,124,564,329,594,136,,,,,,,,,,,
325,252,355,283,385,190,415,340,445,186,475,460,505,366,535,216,565,157,595,128,,,,,,,,,,,
326,195,356,126,386,225,416,473,446,294,476,122,506,240,536,448,566,120,596,320,,,,,,,,,,,
327,229,357,60,387,125,417,394,447,661,477,492,507,378,537,115,567,294,597,86,,,,,,,,,,,
328,230,358,156,388,134,418,664,448,130,478,286,508,63,538,374,568,197,598,131,,,,,,,,,,,
329,636,359,238,389,94,419,358,449,52,479,519,509,254,539,201,569,100,599,321,,,,,,,,,,,
330,86,360,705,390,522,420,115,450,320,480,267,510,269,540,115,570,499,600,200,,,,,,,,,,,
Centre:,440812,R,K,SR,SEC,SCH,SECTOR,3,ALIGANJ,LUCKNOW,"UP,",R,K,SENIOR,SECONDARY,SCHOOL,SECTOR,-,D,ALIGANJ,LUCKNOW,UTTAR,"PRADESH,","LUCKNOW,",NEET,(UG),2024,Page,No.,3
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,
601,165,631,311,661,205,691,275,721,87,751,196,781,440,811,192,,,,,,,,,,,,,,,
602,91,632,205,662,615,692,111,722,98,752,70,782,46,812,63,,,,,,,,,,,,,,,
603,261,633,176,663,249,693,22,723,347,753,218,783,632,813,127,,,,,,,,,,,,,,,
604,133,634,281,664,549,694,405,724,208,754,210,784,355,814,190,,,,,,,,,,,,,,,
605,147,635,140,665,167,695,179,725,218,755,397,785,255,815,101,,,,,,,,,,,,,,,
606,48,636,250,666,187,696,72,726,95,756,455,786,190,816,651,,,,,,,,,,,,,,,
607,130,637,71,667,340,697,327,727,350,757,106,787,60,817,677,,,,,,,,,,,,,,,
608,49,638,70,668,188,698,544,728,112,758,205,788,212,818,129,,,,,,,,,,,,,,,
609,91,639,376,669,237,699,536,729,412,759,469,789,103,819,359,,,,,,,,,,,,,,,
610,338,640,504,670,516,700,165,730,220,760,398,790,178,820,478,,,,,,,,,,,,,,,
611,117,641,525,671,264,701,74,731,106,761,575,791,481,821,65,,,,,,,,,,,,,,,
612,226,642,129,672,102,702,480,732,114,762,122,792,556,822,45,,,,,,,,,,,,,,,
613,205,643,307,673,84,703,68,733,74,763,337,793,264,823,19,,,,,,,,,,,,,,,
614,165,644,249,674,394,704,145,734,587,764,374,794,134,824,280,,,,,,,,,,,,,,,
