0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
615,310,645,333,675,424,705,202,735,143,765,154,795,172,825,136,,,,,,,,,,,,,,,
616,315,646,229,676,161,706,59,736,659,766,317,796,463,,,,,,,,,,,,,,,,,
617,89,647,155,677,121,707,296,737,118,767,269,797,695,,,,,,,,,,,,,,,,,
618,256,648,79,678,282,708,66,738,202,768,246,798,91,,,,,,,,,,,,,,,,,
619,257,649,46,679,654,709,206,739,258,769,50,799,283,,,,,,,,,,,,,,,,,
620,95,650,168,680,337,710,584,740,278,770,287,800,197,,,,,,,,,,,,,,,,,
621,469,651,184,681,126,711,254,741,89,771,88,801,555,,,,,,,,,,,,,,,,,
622,262,652,144,682,210,712,177,742,71,772,60,802,192,,,,,,,,,,,,,,,,,
623,236,653,29,683,143,713,35,743,630,773,52,803,166,,,,,,,,,,,,,,,,,
624,425,654,645,684,484,714,639,744,98,774,194,804,240,,,,,,,,,,,,,,,,,
625,85,655,84,685,468,715,168,745,28,775,72,805,427,,,,,,,,,,,,,,,,,
626,222,656,119,686,376,716,127,746,163,776,146,806,602,,,,,,,,,,,,,,,,,
627,598,657,75,687,404,717,446,747,272,777,41,807,286,,,,,,,,,,,,,,,,,
628,378,658,35,688,225,718,146,748,185,778,30,808,228,,,,,,,,,,,,,,,,,
629,609,659,79,689,263,719,179,749,190,779,213,809,90,,,,,,,,,,,,,,,,,
630,204,660,172,690,422,720,92,750,265,780,138,810,615,,,,,,,,,,,,,,,,,
