0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"GHAZIABAD,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,190,31,81,61,169,91,129,121,120,151,320,181,118,211,211,241,130,271,128,,
2,328,32,233,62,165,92,191,122,140,152,181,182,35,212,69,242,23,272,80,,
3,70,33,144,63,429,93,225,123,124,153,611,183,210,213,483,243,74,273,120,,
4,479,34,58,64,516,94,281,124,438,154,71,184,349,214,166,244,525,274,228,,
5,237,35,554,65,164,95,199,125,586,155,135,185,415,215,525,245,99,275,148,,
6,266,36,69,66,250,96,126,126,65,156,382,186,88,216,590,246,257,276,70,,
7,281,37,241,67,49,97,549,127,249,157,535,187,609,217,54,247,429,277,141,,
8,61,38,324,68,106,98,194,128,69,158,134,188,42,218,477,248,530,278,117,,
9,67,39,179,69,34,99,561,129,502,159,111,189,710,219,70,249,598,279,94,,
10,406,40,195,70,405,100,121,130,169,160,572,190,494,220,157,250,220,280,101,,
11,161,41,252,71,439,101,107,131,150,161,143,191,521,221,576,251,437,281,88,,
12,115,42,235,72,460,102,89,132,63,162,30,192,494,222,84,252,69,282,99,,
13,300,43,102,73,292,103,461,133,103,163,258,193,242,223,139,253,630,283,110,,
14,72,44,134,74,23,104,225,134,34,164,120,194,289,224,264,254,259,284,169,,
15,169,45,34,75,189,105,75,135,411,165,463,195,380,225,139,255,84,285,85,,
16,29,46,47,76,140,106,240,136,367,166,242,196,87,226,255,256,223,286,196,,
17,114,47,372,77,133,107,122,137,257,167,113,197,46,227,613,257,120,287,492,,
18,154,48,56,78,251,108,256,138,232,168,507,198,230,228,402,258,442,288,115,,
19,41,49,213,79,38,109,75,139,552,169,338,199,156,229,135,259,453,289,75,,
20,174,50,343,80,499,110,279,140,236,170,39,200,200,230,165,260,641,290,374,,
21,572,51,213,81,606,111,147,141,217,171,299,201,125,231,46,261,218,291,129,,
22,527,52,581,82,361,112,126,142,86,172,189,202,74,232,93,262,35,292,426,,
23,333,53,192,83,150,113,272,143,361,173,323,203,306,233,499,263,174,293,118,,
24,23,54,53,84,237,114,120,144,77,174,376,204,109,234,326,264,84,294,110,,
25,104,55,185,85,184,115,120,145,28,175,509,205,29,235,520,265,319,295,112,,
26,187,56,150,86,425,116,317,146,103,176,418,206,552,236,62,266,299,296,191,,
27,377,57,633,87,270,117,348,147,96,177,167,207,182,237,92,267,149,297,57,,
28,166,58,225,88,482,118,645,148,134,178,65,208,684,238,248,268,154,298,128,,
29,381,59,171,89,234,119,194,149,51,179,297,209,45,239,266,269,195,299,205,,
30,273,60,537,90,86,120,69,150,405,180,151,210,140,240,236,270,324,300,336,,
Centre:,440410,DEHRADUN,PUBLIC,SCHOOL,GOVINDPURAM,GHAZIABAD,"UP,",DEHRADUN,PUBLIC,SCHOOL,I-BLOCK,GOVINDPURAM,GHAZIABAD,UTTAR,"PRADESH,",NEET,(UG),2024,Page,No.,2
"GHAZIABAD,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,127,331,76,361,213,391,342,421,141,451,261,,,,,,,,,,
302,370,332,299,362,342,392,370,422,125,452,105,,,,,,,,,,
303,110,333,98,363,177,393,204,423,42,453,46,,,,,,,,,,
304,50,334,87,364,272,394,140,424,18,454,131,,,,,,,,,,
305,289,335,102,365,233,395,41,425,384,455,182,,,,,,,,,,
306,285,336,300,366,95,396,145,426,81,456,103,,,,,,,,,,
307,119,337,154,367,130,397,194,427,75,457,180,,,,,,,,,,
308,62,338,461,368,68,398,273,428,33,458,70,,,,,,,,,,
309,289,339,27,369,109,399,150,429,44,459,255,,,,,,,,,,
310,121,340,213,370,260,400,224,430,508,460,209,,,,,,,,,,
311,90,341,305,371,229,401,258,431,321,461,343,,,,,,,,,,
312,35,342,210,372,507,402,296,432,96,462,80,,,,,,,,,,
313,340,343,137,373,126,403,305,433,107,463,578,,,,,,,,,,
314,125,344,159,374,56,404,363,434,91,464,240,,,,,,,,,,
315,435,345,509,375,315,405,332,435,54,465,157,,,,,,,,,,
316,310,346,354,376,74,406,344,436,112,466,36,,,,,,,,,,
317,217,347,184,377,294,407,252,437,552,467,493,,,,,,,,,,
318,350,348,33,378,168,408,78,438,185,,,,,,,,,,,,
319,50,349,31,379,320,409,200,439,260,,,,,,,,,,,,
320,60,350,82,380,225,410,432,440,234,,,,,,,,,,,,
321,278,351,107,381,174,411,226,441,70,,,,,,,,,,,,
322,522,352,390,382,80,412,157,442,11,,,,,,,,,,,,
323,480,353,287,383,158,413,144,443,391,,,,,,,,,,,,
324,339,354,135,384,118,414,247,444,107,,,,,,,,,,,,
325,260,355,99,385,204,415,177,445,253,,,,,,,,,,,,
326,405,356,138,386,156,416,169,446,210,,,,,,,,,,,,
327,205,357,153,387,135,417,374,447,385,,,,,,,,,,,,
328,323,358,229,388,36,418,104,448,247,,,,,,,,,,,,
329,429,359,40,389,65,419,149,449,366,,,,,,,,,,,,
330,316,360,241,390,235,420,15,450,186,,,,,,,,,,,,
