0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"KSIDC,","ALAPPUZHA/CHENGANNUR,",KERALA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,207,31,159,61,226,91,96,121,239,151,169,181,31,211,113,241,105,271,54,,,
2,85,32,41,62,75,92,332,122,629,152,300,182,115,212,168,242,134,272,105,,,
3,46,33,282,63,61,93,115,123,424,153,277,183,88,213,130,243,628,273,110,,,
4,122,34,149,64,245,94,101,124,615,154,140,184,191,214,55,244,98,274,154,,,
5,304,35,312,65,98,95,119,125,77,155,168,185,26,215,126,245,202,275,54,,,
6,286,36,257,66,83,96,65,126,406,156,15,186,167,216,235,246,133,276,160,,,
7,93,37,106,67,53,97,495,127,35,157,690,187,46,217,83,247,151,277,194,,,
8,641,38,126,68,20,98,44,128,679,158,169,188,86,218,133,248,414,278,448,,,
9,203,39,130,69,98,99,135,129,464,159,138,189,135,219,322,249,119,279,440,,,
10,52,40,187,70,145,100,26,130,17,160,118,190,30,220,477,250,278,280,107,,,
11,22,41,100,71,-4,101,102,131,51,161,291,191,150,221,28,251,196,281,477,,,
12,230,42,509,72,191,102,338,132,380,162,242,192,336,222,87,252,286,282,280,,,
13,110,43,121,73,544,103,340,133,329,163,479,193,363,223,215,253,126,283,278,,,
14,442,44,389,74,187,104,118,134,110,164,55,194,202,224,313,254,47,284,200,,,
15,199,45,87,75,484,105,435,135,75,165,70,195,45,225,166,255,45,285,160,,,
16,132,46,47,76,270,106,138,136,252,166,60,196,77,226,162,256,219,286,88,,,
17,97,47,139,77,105,107,395,137,65,167,393,197,55,227,103,257,66,287,257,,,
18,176,48,363,78,210,108,187,138,95,168,102,198,100,228,218,258,173,288,93,,,
19,35,49,112,79,77,109,465,139,290,169,88,199,77,229,292,259,199,289,309,,,
20,228,50,25,80,440,110,287,140,106,170,108,200,197,230,51,260,150,290,107,,,
21,76,51,274,81,502,111,37,141,66,171,180,201,55,231,255,261,165,291,160,,,
22,59,52,512,82,243,112,126,142,63,172,175,202,60,232,150,262,26,292,313,,,
23,146,53,261,83,602,113,24,143,273,173,38,203,454,233,393,263,307,293,75,,,
24,330,54,677,84,48,114,188,144,253,174,138,204,140,234,118,264,617,294,128,,,
25,128,55,292,85,151,115,495,145,244,175,130,205,103,235,131,265,527,295,190,,,
26,131,56,50,86,190,116,537,146,447,176,334,206,286,236,175,266,143,296,96,,,
27,55,57,312,87,469,117,215,147,236,177,177,207,272,237,135,267,670,297,154,,,
28,88,58,40,88,111,118,111,148,419,178,65,208,386,238,184,268,242,298,55,,,
29,76,59,292,89,89,119,236,149,152,179,139,209,96,239,210,269,550,299,141,,,
30,24,60,85,90,599,120,184,150,301,180,65,210,207,240,161,270,108,300,150,,,
Centre:,280108,COLLEGE,OF,ENGINEERING,"CHERTHALA,",COLLEGE,OF,ENGINEERING,PALLIPPURAM,CHERTHALA,ALAPPUZHA,DIST,PALLIPURAM,CHERTHALA,NEAR,TO,NEET,(UG),2024,Page,No.,2
"KSIDC,","ALAPPUZHA/CHENGANNUR,",KERALA,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,86,331,21,361,521,391,203,421,171,451,85,,,,,,,,,,,
302,86,332,184,362,118,392,60,422,492,452,149,,,,,,,,,,,
303,85,333,301,363,213,393,110,423,347,453,105,,,,,,,,,,,
304,127,334,418,364,171,394,42,424,218,,,,,,,,,,,,,
305,374,335,40,365,184,395,131,425,29,,,,,,,,,,,,,
306,453,336,77,366,492,396,35,426,79,,,,,,,,,,,,,
307,339,337,85,367,160,397,237,427,244,,,,,,,,,,,,,
308,77,338,551,368,205,398,171,428,25,,,,,,,,,,,,,
309,318,339,373,369,120,399,330,429,65,,,,,,,,,,,,,
310,96,340,195,370,171,400,326,430,203,,,,,,,,,,,,,
311,78,341,395,371,213,401,567,431,195,,,,,,,,,,,,,
312,50,342,530,372,183,402,59,432,534,,,,,,,,,,,,,
313,288,343,313,373,446,403,175,433,119,,,,,,,,,,,,,
314,469,344,16,374,224,404,246,434,114,,,,,,,,,,,,,
315,248,345,195,375,105,405,90,435,490,,,,,,,,,,,,,
316,14,346,96,376,381,406,74,436,84,,,,,,,,,,,,,
317,53,347,407,377,110,407,279,437,54,,,,,,,,,,,,,
318,46,348,122,378,303,408,313,438,81,,,,,,,,,,,,,
319,123,349,252,379,72,409,81,439,148,,,,,,,,,,,,,
320,146,350,159,380,91,410,114,440,52,,,,,,,,,,,,,
321,100,351,198,381,376,411,653,441,55,,,,,,,,,,,,,
322,166,352,99,382,324,412,190,442,198,,,,,,,,,,,,,
323,176,353,67,383,80,413,331,443,288,,,,,,,,,,,,,
324,129,354,303,384,362,414,333,444,146,,,,,,,,,,,,,
325,73,355,272,385,130,415,399,445,451,,,,,,,,,,,,,
326,75,356,388,386,120,416,521,446,387,,,,,,,,,,,,,
327,76,357,105,387,40,417,47,447,119,,,,,,,,,,,,,
328,477,358,60,388,362,418,308,448,53,,,,,,,,,,,,,
329,111,359,290,389,86,419,84,449,251,,,,,,,,,,,,,
330,424,360,282,390,301,420,325,450,69,,,,,,,,,,,,,
