0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,210,31,0,61,25,91,163,121,351,151,344,181,193,211,119,241,92,271,192,
2,125,32,311,62,78,92,133,122,142,152,353,182,44,212,24,242,250,272,36,
3,203,33,135,63,38,93,163,123,36,153,199,183,13,213,166,243,172,273,586,
4,38,34,69,64,173,94,264,124,155,154,196,184,595,214,69,244,131,274,152,
5,163,35,556,65,329,95,259,125,379,155,35,185,68,215,481,245,194,275,68,
6,108,36,227,66,146,96,260,126,640,156,105,186,327,216,162,246,66,276,164,
7,146,37,100,67,428,97,288,127,359,157,497,187,114,217,94,247,44,277,88,
8,15,38,258,68,165,98,418,128,545,158,66,188,596,218,180,248,525,278,301,
9,101,39,10,69,173,99,93,129,52,159,40,189,330,219,92,249,221,279,109,
10,79,40,148,70,585,100,135,130,208,160,69,190,75,220,104,250,287,280,14,
11,316,41,530,71,34,101,5,131,60,161,161,191,513,221,456,251,531,281,452,
12,158,42,0,72,192,102,209,132,187,162,134,192,274,222,74,252,165,282,149,
13,269,43,311,73,41,103,123,133,51,163,93,193,69,223,178,253,85,283,64,
14,511,44,304,74,150,104,103,134,324,164,538,194,342,224,304,254,148,284,248,
15,474,45,136,75,245,105,45,135,70,165,52,195,379,225,67,255,0,285,218,
16,635,46,102,76,133,106,25,136,448,166,199,196,117,226,261,256,281,286,650,
17,171,47,657,77,39,107,212,137,471,167,394,197,264,227,58,257,449,287,48,
18,59,48,220,78,115,108,55,138,397,168,50,198,173,228,59,258,105,288,212,
19,165,49,257,79,40,109,620,139,194,169,69,199,632,229,103,259,68,289,108,
20,87,50,636,80,240,110,187,140,102,170,107,200,93,230,203,260,63,290,-10,
21,127,51,147,81,143,111,562,141,311,171,286,201,70,231,209,261,185,291,306,
22,176,52,617,82,33,112,234,142,237,172,84,202,233,232,232,262,259,292,538,
23,186,53,204,83,15,113,324,143,36,173,505,203,166,233,44,263,276,293,134,
24,97,54,18,84,488,114,75,144,246,174,116,204,282,234,195,264,17,294,56,
25,272,55,178,85,30,115,73,145,293,175,105,205,511,235,319,265,314,295,221,
26,54,56,278,86,33,116,240,146,158,176,21,206,139,236,61,266,367,296,171,
27,100,57,278,87,-9,117,60,147,325,177,220,207,387,237,526,267,587,297,444,
28,197,58,505,88,511,118,119,148,157,178,349,208,143,238,399,268,171,298,20,
29,125,59,107,89,149,119,60,149,270,179,86,209,69,239,95,269,350,299,381,
30,78,60,178,90,601,120,350,150,184,180,96,210,133,240,83,270,188,300,501,
Centre:,150223,BISHOP,SCOTT,SENIOR,SECONDARY,GIRLS'',"SCHOOL,","BRAHMPUR,","JAGANPURA,","BY-PASS,",PATNA,",,","PATNA,",BIHAR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,170,331,70,361,206,391,106,421,439,451,640,481,47,511,341,541,24,571,85,
302,575,332,123,362,305,392,210,422,61,452,45,482,269,512,496,542,69,572,36,
303,143,333,15,363,66,393,257,423,110,453,129,483,67,513,191,543,226,573,520,
304,145,334,96,364,146,394,628,424,216,454,290,484,37,514,75,544,79,574,522,
305,140,335,169,365,135,395,216,425,100,455,166,485,196,515,61,545,280,575,102,
306,70,336,120,366,37,396,181,426,27,456,283,486,220,516,80,546,35,576,44,
307,464,337,184,367,387,397,123,427,386,457,176,487,312,517,57,547,117,577,68,
308,59,338,73,368,91,398,57,428,32,458,165,488,308,518,630,548,175,578,265,
309,117,339,26,369,439,399,75,429,455,459,127,489,164,519,34,549,348,579,91,
310,352,340,88,370,83,400,43,430,184,460,316,490,370,520,31,550,105,580,83,
311,80,341,276,371,156,401,275,431,428,461,260,491,72,521,62,551,530,581,355,
312,132,342,132,372,31,402,403,432,401,462,176,492,300,522,154,552,21,582,531,
313,44,343,255,373,298,403,164,433,219,463,88,493,30,523,300,553,55,583,195,
314,70,344,59,374,190,404,142,434,40,464,408,494,261,524,120,554,36,584,581,
315,610,345,236,375,330,405,71,435,431,465,337,495,188,525,136,555,552,585,161,
