0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,108,31,244,61,175,91,162,121,305,151,257,181,35,211,190
2,24,32,60,62,192,92,422,122,135,152,189,182,62,212,365
3,104,33,206,63,192,93,556,123,27,153,102,183,54,213,91
4,170,34,79,64,557,94,58,124,189,154,624,184,69,214,647
5,80,35,300,65,88,95,374,125,593,155,455,185,492,215,450
6,660,36,284,66,39,96,144,126,113,156,191,186,123,216,42
7,96,37,515,67,326,97,490,127,383,157,380,187,150,217,179
8,467,38,559,68,305,98,77,128,150,158,201,188,7,218,337
9,19,39,37,69,482,99,94,129,60,159,134,189,45,219,264
10,460,40,55,70,208,100,383,130,281,160,210,190,89,220,58
11,159,41,533,71,11,101,159,131,614,161,93,191,199,221,360
12,76,42,672,72,580,102,505,132,242,162,341,192,386,222,522
13,153,43,287,73,389,103,177,133,261,163,151,193,115,223,60
14,15,44,1,74,54,104,606,134,180,164,171,194,263,224,340
15,518,45,135,75,371,105,516,135,536,165,113,195,23,225,50
16,159,46,25,76,196,106,197,136,480,166,218,196,211,226,605
17,456,47,506,77,221,107,619,137,165,167,100,197,588,227,48
18,435,48,630,78,101,108,50,138,283,168,347,198,526,228,106
19,337,49,27,79,621,109,244,139,237,169,344,199,-15,229,100
20,74,50,156,80,431,110,411,140,603,170,220,200,405,230,382
21,-2,51,124,81,568,111,-15,141,45,171,376,201,50,231,69
22,390,52,96,82,70,112,532,142,575,172,204,202,530,232,385
23,570,53,131,83,499,113,176,143,189,173,11,203,630,233,126
24,169,54,131,84,110,114,672,144,179,174,168,204,635,234,590
25,83,55,363,85,294,115,357,145,26,175,466,205,246,235,566
26,321,56,491,86,658,116,66,146,45,176,34,206,455,236,610
27,513,57,144,87,415,117,181,147,168,177,392,207,77,237,116
28,434,58,240,88,333,118,85,148,134,178,247,208,98,,
29,228,59,586,89,263,119,603,149,80,179,161,209,306,,
30,601,60,9,90,61,120,223,150,55,180,271,210,239,,
