0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,184,31,464,61,21,91,421,121,0,151,54,181,106,211,133
2,296,32,41,62,40,92,289,122,98,152,198,182,140,212,140
3,76,33,170,63,241,93,514,123,65,153,212,183,277,213,475
4,148,34,549,64,55,94,55,124,101,154,627,184,254,214,136
5,90,35,74,65,165,95,432,125,379,155,370,185,53,215,412
6,250,36,203,66,58,96,149,126,254,156,84,186,317,216,53
7,38,37,285,67,559,97,208,127,384,157,31,187,85,217,176
8,44,38,277,68,84,98,103,128,219,158,72,188,341,218,89
9,307,39,79,69,380,99,259,129,159,159,119,189,193,219,166
10,51,40,102,70,538,100,154,130,193,160,45,190,127,220,245
11,296,41,312,71,255,101,111,131,150,161,293,191,130,221,262
12,59,42,268,72,91,102,215,132,183,162,46,192,353,222,166
13,178,43,284,73,71,103,271,133,91,163,21,193,157,223,585
14,70,44,102,74,178,104,187,134,299,164,127,194,92,224,43
15,218,45,63,75,104,105,394,135,156,165,88,195,331,225,488
16,182,46,3,76,151,106,43,136,107,166,44,196,178,226,227
17,424,47,282,77,45,107,19,137,36,167,212,197,121,227,84
18,153,48,180,78,105,108,542,138,188,168,41,198,102,228,87
19,81,49,593,79,241,109,203,139,94,169,395,199,90,229,99
20,84,50,85,80,353,110,334,140,171,170,513,200,238,230,20
21,162,51,120,81,87,111,138,141,98,171,85,201,436,231,27
22,134,52,153,82,90,112,238,142,80,172,105,202,205,232,184
23,160,53,439,83,204,113,48,143,85,173,174,203,161,233,77
24,197,54,116,84,115,114,258,144,18,174,111,204,107,234,72
25,125,55,423,85,228,115,18,145,69,175,122,205,157,,
26,200,56,285,86,575,116,599,146,591,176,191,206,188,,
27,394,57,150,87,305,117,279,147,78,177,97,207,73,,
28,103,58,96,88,320,118,616,148,277,178,187,208,364,,
29,284,59,115,89,174,119,557,149,504,179,65,209,25,,
30,218,60,200,90,480,120,614,150,230,180,70,210,112,,
