0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,123,31,90,61,175,91,390,121,82,151,174,181,42,211,507,241,108
2,40,32,29,62,186,92,96,122,5,152,227,182,14,212,174,242,391
3,297,33,50,63,205,93,294,123,183,153,200,183,259,213,42,243,115
4,206,34,27,64,495,94,623,124,171,154,633,184,486,214,415,244,552
5,294,35,631,65,538,95,186,125,603,155,277,185,27,215,28,245,334
6,665,36,191,66,209,96,50,126,446,156,588,186,487,216,411,246,242
7,234,37,-15,67,552,97,581,127,245,157,102,187,445,217,361,247,217
8,105,38,143,68,40,98,151,128,503,158,92,188,524,218,156,248,56
9,40,39,33,69,198,99,55,129,57,159,130,189,400,219,408,249,166
10,405,40,75,70,106,100,76,130,142,160,267,190,104,220,222,250,269
11,282,41,266,71,149,101,523,131,357,161,176,191,190,221,287,251,202
12,71,42,166,72,176,102,363,132,40,162,90,192,682,222,354,252,65
13,129,43,573,73,177,103,432,133,592,163,194,193,252,223,505,253,39
14,220,44,0,74,260,104,151,134,404,164,644,194,335,224,613,254,275
15,570,45,503,75,56,105,105,135,61,165,393,195,372,225,449,255,195
16,252,46,627,76,660,106,591,136,198,166,211,196,213,226,462,256,506
17,538,47,486,77,700,107,566,137,102,167,357,197,218,227,403,257,295
18,661,48,14,78,275,108,394,138,622,168,620,198,80,228,186,258,364
19,45,49,525,79,156,109,264,139,547,169,598,199,20,229,292,259,202
20,317,50,220,80,151,110,77,140,209,170,220,200,128,230,567,260,347
21,46,51,615,81,122,111,626,141,181,171,177,201,152,231,575,261,160
22,29,52,73,82,460,112,695,142,305,172,398,202,260,232,315,262,72
23,392,53,95,83,65,113,634,143,343,173,376,203,551,233,40,263,20
24,659,54,141,84,140,114,369,144,203,174,313,204,67,234,386,264,220
25,521,55,166,85,249,115,341,145,430,175,71,205,429,235,55,265,110
26,65,56,126,86,160,116,382,146,87,176,172,206,54,236,437,266,685
27,80,57,206,87,195,117,426,147,43,177,294,207,427,237,316,267,293
28,88,58,480,88,273,118,129,148,531,178,388,208,537,238,172,268,103
29,92,59,236,89,545,119,247,149,343,179,521,209,149,239,386,,
30,62,60,36,90,96,120,527,150,451,180,41,210,690,240,87,,
