0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,97,31,582,61,18,91,361,121,172,151,80,181,191
2,230,32,18,62,347,92,145,122,457,152,46,182,85
3,401,33,330,63,465,93,152,123,455,153,97,183,93
4,79,34,655,64,282,94,612,124,349,154,472,184,412
5,182,35,433,65,221,95,301,125,422,155,121,185,296
6,234,36,159,66,182,96,112,126,70,156,540,186,138
7,226,37,82,67,150,97,279,127,55,157,380,187,451
8,365,38,40,68,617,98,380,128,496,158,209,,
9,32,39,307,69,100,99,454,129,39,159,122,,
10,210,40,292,70,313,100,70,130,80,160,314,,
11,226,41,72,71,246,101,99,131,395,161,313,,
12,127,42,145,72,105,102,199,132,85,162,516,,
13,300,43,185,73,414,103,340,133,194,163,77,,
14,123,44,295,74,118,104,168,134,467,164,252,,
15,138,45,230,75,316,105,145,135,646,165,395,,
16,164,46,151,76,132,106,200,136,58,166,112,,
17,600,47,167,77,367,107,197,137,340,167,89,,
18,193,48,385,78,175,108,551,138,229,168,161,,
19,141,49,72,79,376,109,370,139,84,169,149,,
20,88,50,142,80,383,110,106,140,538,170,175,,
21,426,51,575,81,147,111,551,141,140,171,155,,
22,488,52,125,82,109,112,400,142,45,172,240,,
23,88,53,171,83,107,113,88,143,189,173,87,,
24,378,54,166,84,443,114,93,144,279,174,123,,
25,194,55,207,85,92,115,243,145,561,175,217,,
26,469,56,578,86,24,116,87,146,275,176,169,,
27,474,57,170,87,230,117,28,147,358,177,149,,
28,401,58,155,88,168,118,179,148,410,178,100,,
29,146,59,341,89,259,119,171,149,568,179,304,,
30,81,60,515,90,154,120,541,150,180,180,427,,
