0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BHANDARA,(M.S.),PIN,CODE,-,"441912,","BHANDARA,",MAHARASHTRA,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,170,31,291,61,68,91,120,121,135,151,91,181,213,211,549
2,40,32,70,62,120,92,278,122,38,152,568,182,187,212,449
3,243,33,132,63,375,93,118,123,290,153,40,183,481,213,101
4,85,34,180,64,49,94,182,124,102,154,139,184,36,214,429
5,127,35,536,65,515,95,432,125,560,155,445,185,409,215,423
6,93,36,629,66,75,96,139,126,641,156,97,186,613,216,13
7,487,37,101,67,73,97,691,127,65,157,172,187,54,217,321
8,98,38,245,68,57,98,124,128,48,158,97,188,438,218,105
9,132,39,424,69,105,99,115,129,165,159,125,189,289,219,124
10,125,40,262,70,30,100,171,130,110,160,417,190,428,220,393
11,50,41,150,71,177,101,18,131,45,161,179,191,60,221,53
12,336,42,41,72,99,102,594,132,70,162,160,192,156,222,168
13,302,43,255,73,91,103,47,133,59,163,121,193,252,223,151
14,319,44,287,74,505,104,58,134,299,164,166,194,102,224,55
15,98,45,36,75,72,105,71,135,62,165,143,195,95,225,89
16,54,46,91,76,96,106,309,136,93,166,331,196,134,226,469
17,96,47,214,77,65,107,69,137,60,167,295,197,32,227,113
18,114,48,62,78,249,108,400,138,133,168,209,198,189,228,565
19,71,49,347,79,247,109,41,139,117,169,114,199,40,229,141
20,0,50,312,80,93,110,65,140,110,170,106,200,23,230,145
21,186,51,93,81,78,111,-34,141,278,171,246,201,150,231,131
22,439,52,107,82,100,112,39,142,190,172,69,202,54,232,102
23,257,53,31,83,138,113,180,143,297,173,80,203,33,233,131
24,255,54,70,84,55,114,65,144,57,174,82,204,135,234,41
25,85,55,284,85,118,115,67,145,24,175,133,205,554,235,1
26,140,56,154,86,176,116,86,146,506,176,265,206,122,,
27,82,57,119,87,145,117,90,147,16,177,95,207,10,,
28,52,58,29,88,-8,118,45,148,-19,178,45,208,31,,
29,46,59,242,89,139,119,80,149,53,179,49,209,34,,
30,65,60,59,90,57,120,319,150,-10,180,216,210,285,,
