0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,167,31,641,61,484,91,67,121,235,151,394,181,533,211,65,241,53,271,373,,,,,,,,,,
2,286,32,111,62,614,92,237,122,80,152,283,182,44,212,402,242,567,272,95,,,,,,,,,,
3,60,33,176,63,153,93,577,123,78,153,115,183,88,213,512,243,275,273,85,,,,,,,,,,
4,228,34,57,64,90,94,52,124,127,154,176,184,501,214,562,244,466,274,710,,,,,,,,,,
5,500,35,305,65,123,95,130,125,271,155,130,185,47,215,455,245,85,275,159,,,,,,,,,,
6,27,36,425,66,218,96,221,126,73,156,662,186,145,216,164,246,82,276,132,,,,,,,,,,
7,333,37,211,67,366,97,32,127,561,157,185,187,188,217,87,247,295,277,125,,,,,,,,,,
8,167,38,578,68,85,98,103,128,449,158,78,188,221,218,173,248,104,278,55,,,,,,,,,,
9,238,39,225,69,116,99,25,129,38,159,570,189,484,219,72,249,157,279,206,,,,,,,,,,
10,73,40,270,70,32,100,50,130,312,160,170,190,412,220,688,250,282,280,85,,,,,,,,,,
11,105,41,205,71,166,101,64,131,37,161,188,191,97,221,185,251,226,281,159,,,,,,,,,,
12,224,42,336,72,395,102,222,132,178,162,177,192,-10,222,48,252,55,282,70,,,,,,,,,,
13,109,43,303,73,35,103,56,133,399,163,26,193,79,223,121,253,129,283,159,,,,,,,,,,
14,144,44,440,74,243,104,97,134,103,164,606,194,67,224,287,254,675,284,534,,,,,,,,,,
15,276,45,88,75,553,105,176,135,246,165,154,195,210,225,45,255,169,285,571,,,,,,,,,,
16,219,46,582,76,463,106,383,136,200,166,347,196,55,226,292,256,60,286,291,,,,,,,,,,
17,95,47,314,77,117,107,30,137,75,167,339,197,245,227,157,257,481,287,46,,,,,,,,,,
18,165,48,80,78,59,108,230,138,183,168,72,198,70,228,103,258,128,288,95,,,,,,,,,,
19,219,49,447,79,122,109,92,139,142,169,89,199,84,229,272,259,193,289,89,,,,,,,,,,
20,106,50,110,80,107,110,538,140,287,170,126,200,96,230,80,260,582,290,211,,,,,,,,,,
21,66,51,80,81,275,111,185,141,191,171,153,201,123,231,75,261,303,291,289,,,,,,,,,,
22,26,52,161,82,408,112,149,142,50,172,261,202,115,232,116,262,271,292,35,,,,,,,,,,
23,287,53,45,83,147,113,123,143,223,173,48,203,360,233,269,263,145,293,75,,,,,,,,,,
24,491,54,278,84,15,114,152,144,160,174,44,204,92,234,164,264,354,294,177,,,,,,,,,,
25,220,55,78,85,262,115,96,145,251,175,87,205,-1,235,29,265,117,295,216,,,,,,,,,,
26,38,56,95,86,121,116,455,146,134,176,60,206,86,236,65,266,119,296,176,,,,,,,,,,
27,116,57,172,87,63,117,101,147,49,177,117,207,352,237,250,267,92,297,199,,,,,,,,,,
28,128,58,365,88,162,118,76,148,175,178,120,208,244,238,183,268,314,298,220,,,,,,,,,,
29,90,59,210,89,47,119,375,149,91,179,142,209,269,239,228,269,44,299,238,,,,,,,,,,
30,236,60,85,90,710,120,568,150,31,180,364,210,122,240,185,270,117,300,148,,,,,,,,,,
Centre:,311020,R,N,PODAR,"SCHOOL,",RN,PODAR,SCHOOL,(CBSE,),JAIN,DERASAR,ROAD,",OPP",SEASONS,OFF,SV,ROAD,",",SANTACRUZ,WEST,"MUMBAI-400054,","MUMBAI,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,
301,154,331,6,361,52,391,457,421,127,451,95,,,,,,,,,,,,,,,,,,
302,141,332,81,362,62,392,229,422,159,452,126,,,,,,,,,,,,,,,,,,
303,509,333,88,363,160,393,101,423,91,453,171,,,,,,,,,,,,,,,,,,
304,319,334,219,364,146,394,132,424,274,454,252,,,,,,,,,,,,,,,,,,
305,45,335,116,365,50,395,416,425,118,455,288,,,,,,,,,,,,,,,,,,
306,188,336,252,366,534,396,120,426,295,456,505,,,,,,,,,,,,,,,,,,
307,548,337,494,367,116,397,107,427,249,457,419,,,,,,,,,,,,,,,,,,
308,91,338,35,368,59,398,222,428,570,458,72,,,,,,,,,,,,,,,,,,
309,70,339,32,369,435,399,139,429,60,459,117,,,,,,,,,,,,,,,,,,
310,336,340,316,370,79,400,177,430,82,460,29,,,,,,,,,,,,,,,,,,
311,76,341,71,371,118,401,191,431,53,461,196,,,,,,,,,,,,,,,,,,
312,175,342,187,372,447,402,305,432,72,462,94,,,,,,,,,,,,,,,,,,
313,141,343,354,373,191,403,229,433,161,,,,,,,,,,,,,,,,,,,,
314,148,344,42,374,257,404,270,434,272,,,,,,,,,,,,,,,,,,,,
315,321,345,240,375,465,405,202,435,32,,,,,,,,,,,,,,,,,,,,
316,83,346,126,376,400,406,283,436,470,,,,,,,,,,,,,,,,,,,,
317,296,347,203,377,36,407,194,437,415,,,,,,,,,,,,,,,,,,,,
318,207,348,48,378,193,408,87,438,173,,,,,,,,,,,,,,,,,,,,
319,67,349,393,379,488,409,91,439,107,,,,,,,,,,,,,,,,,,,,
320,244,350,498,380,616,410,470,440,82,,,,,,,,,,,,,,,,,,,,
321,78,351,290,381,122,411,56,441,319,,,,,,,,,,,,,,,,,,,,
322,101,352,557,382,220,412,91,442,118,,,,,,,,,,,,,,,,,,,,
323,347,353,153,383,550,413,311,443,358,,,,,,,,,,,,,,,,,,,,
324,26,354,111,384,481,414,357,444,656,,,,,,,,,,,,,,,,,,,,
325,401,355,45,385,435,415,299,445,226,,,,,,,,,,,,,,,,,,,,
326,237,356,318,386,607,416,402,446,124,,,,,,,,,,,,,,,,,,,,
327,45,357,205,387,249,417,126,447,368,,,,,,,,,,,,,,,,,,,,
328,61,358,217,388,169,418,136,448,244,,,,,,,,,,,,,,,,,,,,
329,109,359,479,389,78,419,594,449,34,,,,,,,,,,,,,,,,,,,,
330,298,360,67,390,52,420,90,450,124,,,,,,,,,,,,,,,,,,,,
