0,1,2,3,4,5,6,7,8,9,10,11
CALICUT,"KERALA,","KOZHIKODE/CALICUT,",KERALA,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,580,31,130,61,376,91,178,121,305,151,332
2,225,32,79,62,160,92,146,122,193,152,560
3,63,33,177,63,149,93,345,123,296,153,354
4,93,34,299,64,46,94,710,124,339,154,426
5,141,35,478,65,87,95,114,125,4,155,212
6,70,36,431,66,74,96,271,126,334,156,122
7,354,37,166,67,122,97,173,127,567,157,335
8,330,38,507,68,76,98,38,128,362,158,177
9,145,39,275,69,47,99,163,129,218,159,296
10,367,40,296,70,26,100,90,130,393,160,99
11,82,41,95,71,118,101,328,131,77,161,270
12,434,42,70,72,30,102,182,132,354,162,55
13,267,43,162,73,338,103,278,133,80,163,78
14,29,44,488,74,49,104,180,134,274,164,133
15,240,45,88,75,630,105,192,135,124,165,405
16,174,46,570,76,292,106,283,136,348,166,145
17,361,47,158,77,269,107,151,137,626,167,80
18,37,48,65,78,87,108,632,138,177,168,397
19,281,49,388,79,479,109,274,139,89,169,16
20,263,50,169,80,332,110,137,140,82,170,198
21,352,51,254,81,58,111,367,141,142,171,238
22,303,52,299,82,388,112,148,142,343,172,57
23,153,53,235,83,251,113,148,143,458,173,231
24,411,54,331,84,222,114,168,144,224,174,560
25,307,55,57,85,70,115,438,145,370,175,161
26,92,56,262,86,396,116,655,146,39,176,391
27,401,57,551,87,84,117,239,147,241,177,80
28,111,58,194,88,222,118,141,148,125,178,206
29,137,59,210,89,260,119,226,149,212,,
30,304,60,535,90,80,120,55,150,130,,
