0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,11,31,17,61,45,91,12,121,178,151,216,181,93
2,67,32,227,62,120,92,166,122,69,152,292,182,15
3,53,33,89,63,290,93,263,123,254,153,94,183,216
4,135,34,291,64,57,94,314,124,45,154,200,184,209
5,66,35,163,65,221,95,135,125,53,155,70,185,60
6,326,36,259,66,487,96,12,126,61,156,294,186,32
7,222,37,217,67,61,97,55,127,66,157,113,187,165
8,149,38,131,68,340,98,54,128,81,158,444,188,12
9,98,39,256,69,76,99,429,129,456,159,35,189,192
10,188,40,172,70,325,100,51,130,3,160,94,190,125
11,592,41,26,71,29,101,61,131,66,161,491,191,21
12,74,42,193,72,224,102,160,132,209,162,26,192,59
13,537,43,479,73,188,103,59,133,37,163,173,193,69
14,55,44,499,74,120,104,62,134,385,164,65,194,232
15,333,45,472,75,289,105,144,135,298,165,508,195,139
16,102,46,213,76,139,106,226,136,-2,166,74,196,58
17,164,47,62,77,202,107,526,137,23,167,408,197,28
18,241,48,104,78,62,108,22,138,434,168,137,198,415
19,128,49,123,79,460,109,35,139,185,169,573,199,98
20,315,50,438,80,493,110,107,140,159,170,48,200,45
21,251,51,26,81,55,111,148,141,425,171,333,201,121
22,234,52,143,82,111,112,268,142,186,172,212,202,56
23,195,53,230,83,182,113,19,143,34,173,323,203,250
24,75,54,88,84,56,114,168,144,54,174,235,204,129
25,79,55,97,85,42,115,456,145,25,175,43,205,113
26,115,56,300,86,135,116,115,146,35,176,199,206,121
27,63,57,105,87,172,117,237,147,40,177,649,207,502
28,75,58,150,88,52,118,94,148,6,178,112,208,35
29,82,59,65,89,465,119,570,149,154,179,44,209,42
30,277,60,69,90,127,120,134,150,102,180,145,,
