0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,74,31,103,61,461,91,603,121,36,151,567
2,137,32,265,62,273,92,209,122,392,152,475
3,196,33,230,63,341,93,254,123,342,,
4,399,34,72,64,131,94,114,124,192,,
5,47,35,126,65,50,95,209,125,280,,
6,645,36,620,66,130,96,420,126,124,,
7,519,37,437,67,79,97,214,127,29,,
8,12,38,211,68,251,98,539,128,105,,
9,185,39,313,69,149,99,491,129,682,,
10,81,40,650,70,262,100,295,130,390,,
11,623,41,103,71,231,101,307,131,261,,
12,238,42,133,72,45,102,436,132,374,,
13,125,43,93,73,494,103,250,133,381,,
14,173,44,116,74,215,104,222,134,286,,
15,273,45,70,75,59,105,463,135,223,,
16,686,46,517,76,364,106,161,136,393,,
17,655,47,292,77,412,107,280,137,385,,
18,402,48,77,78,179,108,519,138,292,,
19,229,49,356,79,532,109,494,139,97,,
20,235,50,173,80,209,110,45,140,101,,
21,124,51,64,81,270,111,480,141,521,,
22,147,52,358,82,216,112,113,142,212,,
23,118,53,375,83,74,113,330,143,260,,
24,608,54,110,84,294,114,184,144,670,,
25,320,55,167,85,645,115,224,145,42,,
26,528,56,229,86,263,116,343,146,308,,
27,105,57,553,87,540,117,582,147,514,,
28,627,58,90,88,553,118,276,148,490,,
29,402,59,626,89,138,119,188,149,132,,
30,133,60,269,90,271,120,680,150,492,,
