0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,260,31,65,61,75,91,270,121,181,151,87,181,39
2,40,32,70,62,38,92,25,122,474,152,84,182,464
3,55,33,96,63,95,93,278,123,110,153,350,183,376
4,105,34,82,64,317,94,294,124,142,154,99,184,137
5,142,35,240,65,73,95,128,125,64,155,80,185,216
6,555,36,48,66,126,96,129,126,64,156,26,186,76
7,65,37,494,67,60,97,363,127,65,157,342,187,62
8,90,38,69,68,123,98,85,128,69,158,173,188,134
9,202,39,25,69,100,99,33,129,579,159,81,189,405
10,95,40,85,70,101,100,338,130,145,160,177,190,60
11,281,41,55,71,-14,101,233,131,161,161,560,,
12,204,42,329,72,176,102,11,132,175,162,125,,
13,371,43,80,73,77,103,64,133,43,163,62,,
14,100,44,54,74,70,104,160,134,155,164,280,,
15,60,45,121,75,55,105,121,135,70,165,270,,
16,113,46,283,76,141,106,40,136,417,166,66,,
17,36,47,130,77,480,107,105,137,47,167,0,,
18,193,48,154,78,60,108,227,138,138,168,137,,
19,50,49,159,79,232,109,144,139,230,169,100,,
20,254,50,84,80,193,110,112,140,182,170,70,,
21,134,51,238,81,262,111,117,141,148,171,386,,
22,101,52,187,82,77,112,105,142,26,172,75,,
23,85,53,139,83,65,113,80,143,115,173,421,,
24,446,54,45,84,106,114,122,144,221,174,95,,
25,54,55,101,85,96,115,63,145,379,175,149,,
26,381,56,9,86,50,116,378,146,190,176,116,,
27,105,57,215,87,38,117,42,147,44,177,100,,
28,323,58,226,88,89,118,123,148,70,178,43,,
29,92,59,221,89,435,119,24,149,205,179,316,,
30,166,60,47,90,73,120,135,150,143,180,39,,
