0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,72,31,112,61,475,91,677,121,340,151,515,181,24,211,167,241,40,271,83,,,,,,
2,112,32,33,62,381,92,168,122,179,152,168,182,676,212,632,242,91,272,82,,,,,,
3,88,33,536,63,226,93,291,123,180,153,182,183,80,213,622,243,625,273,134,,,,,,
4,74,34,39,64,31,94,286,124,130,154,399,184,487,214,429,244,121,274,551,,,,,,
5,190,35,279,65,450,95,141,125,638,155,91,185,360,215,338,245,0,275,90,,,,,,
6,588,36,338,66,119,96,398,126,109,156,111,186,230,216,158,246,159,276,275,,,,,,
7,691,37,497,67,85,97,178,127,175,157,103,187,438,217,18,247,248,277,509,,,,,,
8,507,38,216,68,131,98,625,128,132,158,320,188,88,218,253,248,272,278,63,,,,,,
9,116,39,55,69,66,99,520,129,198,159,227,189,162,219,646,249,132,279,260,,,,,,
10,100,40,169,70,399,100,309,130,362,160,168,190,240,220,200,250,159,280,268,,,,,,
11,303,41,221,71,248,101,376,131,629,161,377,191,417,221,61,251,579,281,120,,,,,,
12,349,42,300,72,365,102,307,132,155,162,705,192,164,222,293,252,256,282,535,,,,,,
13,314,43,147,73,55,103,353,133,164,163,705,193,97,223,88,253,96,283,657,,,,,,
14,438,44,210,74,115,104,356,134,248,164,542,194,440,224,106,254,682,284,341,,,,,,
15,202,45,186,75,356,105,60,135,193,165,667,195,277,225,389,255,324,285,167,,,,,,
16,51,46,415,76,75,106,160,136,166,166,240,196,113,226,508,256,159,286,59,,,,,,
17,596,47,109,77,81,107,361,137,587,167,73,197,73,227,70,257,641,287,527,,,,,,
18,170,48,273,78,273,108,493,138,86,168,200,198,611,228,405,258,194,288,385,,,,,,
19,200,49,306,79,164,109,405,139,20,169,176,199,188,229,202,259,248,289,130,,,,,,
20,254,50,648,80,131,110,51,140,137,170,90,200,131,230,185,260,293,290,159,,,,,,
21,270,51,91,81,521,111,140,141,170,171,106,201,246,231,228,261,236,291,89,,,,,,
22,312,52,125,82,477,112,29,142,316,172,354,202,146,232,605,262,242,292,132,,,,,,
23,174,53,208,83,476,113,145,143,65,173,141,203,120,233,132,263,99,293,176,,,,,,
24,291,54,56,84,122,114,70,144,331,174,144,204,343,234,140,264,122,294,176,,,,,,
25,70,55,210,85,345,115,150,145,326,175,380,205,318,235,101,265,75,295,60,,,,,,
26,597,56,100,86,384,116,141,146,188,176,105,206,274,236,634,266,112,296,192,,,,,,
27,350,57,196,87,285,117,604,147,208,177,219,207,168,237,190,267,178,297,254,,,,,,
28,75,58,110,88,39,118,147,148,158,178,62,208,70,238,313,268,526,298,200,,,,,,
29,103,59,199,89,209,119,93,149,287,179,491,209,272,239,248,269,72,299,110,,,,,,
30,114,60,16,90,337,120,127,150,272,180,635,210,196,240,654,270,441,300,158,,,,,,
Centre:,381403,SHARDA,SARVHITKARI,MODEL,SR.,SEC,"SCHOOL,",40,D,CHANDIGARH,CHANDIGARH,NEAR,SAMPARK,"CENTER,",SAHIBZADA,AJIT,SINGH,"NAGAR,",PUNJAB,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,518,331,130,361,334,391,186,421,346,451,87,481,304,511,87,541,367,571,337,,,,,,
302,60,332,495,362,295,392,413,422,257,452,284,482,99,512,82,542,611,572,41,,,,,,
303,240,333,90,363,344,393,135,423,454,453,420,483,188,513,619,543,148,573,272,,,,,,
304,375,334,683,364,65,394,670,424,69,454,315,484,147,514,81,544,263,574,257,,,,,,
305,168,335,530,365,122,395,258,425,172,455,132,485,130,515,312,545,511,575,416,,,,,,
306,138,336,241,366,424,396,584,426,172,456,91,486,436,516,197,546,221,576,379,,,,,,
307,332,337,127,367,370,397,382,427,172,457,135,487,186,517,441,547,629,577,102,,,,,,
308,171,338,4,368,167,398,285,428,208,458,685,488,57,518,433,548,286,578,85,,,,,,
309,83,339,120,369,61,399,124,429,88,459,156,489,96,519,45,549,355,579,292,,,,,,
310,628,340,241,370,233,400,30,430,691,460,89,490,255,520,383,550,449,580,341,,,,,,
311,71,341,168,371,88,401,75,431,249,461,188,491,315,521,546,551,279,581,213,,,,,,
312,533,342,72,372,604,402,155,432,335,462,516,492,193,522,323,552,123,582,343,,,,,,
313,56,343,182,373,531,403,310,433,595,463,171,493,150,523,566,553,318,583,385,,,,,,
314,83,344,595,374,404,404,555,434,607,464,313,494,67,524,86,554,376,584,143,,,,,,
315,176,345,297,375,500,405,147,435,141,465,543,495,96,525,192,555,290,,,,,,,,
316,468,346,220,376,469,406,584,436,60,466,449,496,119,526,118,556,267,,,,,,,,
317,129,347,201,377,520,407,172,437,275,467,436,497,649,527,184,557,86,,,,,,,,
318,204,348,179,378,154,408,656,438,155,468,383,498,110,528,574,558,444,,,,,,,,
319,394,349,229,379,315,409,116,439,163,469,96,499,125,529,250,559,506,,,,,,,,
320,47,350,58,380,200,410,385,440,80,470,236,500,357,530,184,560,417,,,,,,,,
321,372,351,619,381,454,411,202,441,509,471,261,501,35,531,246,561,343,,,,,,,,
322,139,352,87,382,199,412,305,442,506,472,476,502,605,532,123,562,80,,,,,,,,
323,206,353,140,383,130,413,309,443,63,473,171,503,194,533,265,563,398,,,,,,,,
324,325,354,111,384,376,414,337,444,132,474,125,504,394,534,262,564,656,,,,,,,,
325,150,355,130,385,248,415,321,445,397,475,122,505,50,535,45,565,243,,,,,,,,
326,109,356,357,386,95,416,230,446,641,476,25,506,257,536,429,566,66,,,,,,,,
