0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,28,31,155,61,359,91,129,121,411,151,269
2,268,32,222,62,143,92,213,122,168,152,253
3,317,33,46,63,188,93,144,123,125,153,94
4,188,34,184,64,95,94,84,124,292,154,130
5,101,35,132,65,281,95,50,125,155,155,455
6,85,36,53,66,55,96,179,126,160,,
7,42,37,125,67,168,97,138,127,51,,
8,463,38,174,68,149,98,187,128,363,,
9,219,39,95,69,48,99,132,129,92,,
10,327,40,220,70,75,100,216,130,217,,
11,173,41,85,71,63,101,50,131,180,,
12,76,42,85,72,85,102,114,132,155,,
13,32,43,57,73,116,103,191,133,119,,
14,290,44,116,74,379,104,238,134,193,,
15,215,45,183,75,114,105,137,135,131,,
16,86,46,170,76,37,106,258,136,120,,
17,92,47,49,77,78,107,135,137,81,,
18,75,48,123,78,167,108,269,138,101,,
19,140,49,125,79,95,109,146,139,199,,
20,61,50,90,80,119,110,38,140,127,,
21,96,51,279,81,226,111,84,141,144,,
22,409,52,156,82,100,112,180,142,140,,
23,88,53,95,83,87,113,90,143,305,,
24,175,54,107,84,123,114,255,144,170,,
25,122,55,92,85,324,115,225,145,80,,
26,90,56,285,86,236,116,133,146,144,,
27,46,57,70,87,145,117,89,147,471,,
28,248,58,61,88,181,118,216,148,182,,
29,89,59,107,89,224,119,100,149,220,,
30,187,60,98,90,75,120,60,150,289,,
