0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,416,31,61,61,20,91,369,121,60,151,70,181,58,211,200,241,75
2,104,32,35,62,162,92,411,122,110,152,40,182,53,212,37,242,90
3,130,33,134,63,493,93,113,123,452,153,152,183,85,213,264,243,15
4,204,34,128,64,262,94,478,124,494,154,362,184,681,214,503,244,51
5,325,35,480,65,61,95,330,125,242,155,126,185,305,215,11,245,195
6,16,36,142,66,111,96,37,126,391,156,267,186,38,216,205,246,381
7,134,37,60,67,95,97,521,127,51,157,80,187,471,217,289,247,31
8,40,38,66,68,50,98,0,128,90,158,70,188,309,218,19,248,125
9,46,39,372,69,48,99,70,129,302,159,29,189,25,219,434,249,69
10,554,40,109,70,53,100,26,130,234,160,211,190,75,220,100,250,158
11,463,41,70,71,115,101,114,131,73,161,108,191,100,221,86,251,569
12,86,42,41,72,382,102,184,132,245,162,44,192,44,222,345,252,16
13,46,43,36,73,191,103,45,133,27,163,306,193,67,223,164,253,63
14,105,44,87,74,189,104,202,134,139,164,148,194,91,224,111,254,9
15,95,45,43,75,274,105,69,135,120,165,52,195,20,225,200,255,53
16,162,46,94,76,95,106,-2,136,80,166,306,196,335,226,136,256,523
17,75,47,86,77,167,107,107,137,46,167,270,197,36,227,220,257,78
18,34,48,144,78,101,108,321,138,565,168,89,198,118,228,416,,
19,-5,49,248,79,57,109,72,139,76,169,331,199,258,229,346,,
20,185,50,194,80,123,110,45,140,73,170,48,200,147,230,342,,
21,212,51,113,81,320,111,30,141,50,171,71,201,29,231,90,,
22,125,52,322,82,60,112,40,142,47,172,57,202,164,232,165,,
23,265,53,2,83,365,113,156,143,307,173,99,203,60,233,195,,
24,449,54,54,84,34,114,27,144,311,174,85,204,91,234,192,,
25,169,55,36,85,156,115,350,145,95,175,216,205,15,235,611,,
26,166,56,53,86,152,116,455,146,98,176,229,206,50,236,52,,
27,277,57,248,87,193,117,15,147,336,177,45,207,35,237,186,,
28,179,58,45,88,202,118,172,148,139,178,50,208,154,238,165,,
29,516,59,166,89,111,119,9,149,75,179,239,209,615,239,70,,
30,329,60,86,90,157,120,49,150,58,180,83,210,155,240,432,,
