0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,103,31,119,61,185,91,116,121,63,151,100,181,102
2,276,32,477,62,190,92,163,122,73,152,302,182,80
3,328,33,18,63,210,93,141,123,116,153,99,183,322
4,155,34,43,64,132,94,156,124,192,154,115,184,50
5,132,35,177,65,113,95,152,125,161,155,53,185,225
6,344,36,402,66,59,96,334,126,36,156,205,186,28
7,340,37,122,67,72,97,556,127,234,157,78,187,388
8,124,38,141,68,194,98,50,128,109,158,125,188,127
9,84,39,108,69,103,99,108,129,110,159,425,189,240
10,80,40,247,70,454,100,483,130,95,160,110,190,382
11,75,41,129,71,55,101,100,131,105,161,20,,
12,68,42,257,72,429,102,428,132,155,162,268,,
13,71,43,407,73,22,103,102,133,147,163,320,,
14,53,44,226,74,308,104,395,134,94,164,35,,
15,110,45,152,75,97,105,626,135,33,165,570,,
16,146,46,116,76,75,106,44,136,121,166,55,,
17,80,47,147,77,120,107,120,137,120,167,241,,
18,503,48,309,78,100,108,80,138,150,168,166,,
19,159,49,82,79,240,109,267,139,266,169,343,,
20,77,50,69,80,24,110,452,140,120,170,439,,
21,81,51,128,81,142,111,269,141,593,171,371,,
22,126,52,186,82,115,112,206,142,92,172,98,,
23,261,53,185,83,84,113,96,143,170,173,17,,
24,391,54,30,84,304,114,141,144,150,174,95,,
25,559,55,179,85,241,115,194,145,45,175,150,,
26,178,56,387,86,105,116,525,146,68,176,113,,
27,77,57,273,87,75,117,138,147,298,177,586,,
28,113,58,196,88,116,118,466,148,85,178,114,,
29,180,59,271,89,209,119,360,149,112,179,89,,
30,82,60,136,90,197,120,157,150,388,180,274,,
