0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,50,31,175,61,122,91,84,121,118,151,83,181,310,211,217,241,60
2,170,32,269,62,204,92,571,122,167,152,21,182,70,212,431,242,114
3,234,33,40,63,83,93,95,123,127,153,51,183,88,213,279,243,45
4,66,34,169,64,57,94,279,124,55,154,506,184,83,214,163,244,95
5,424,35,184,65,55,95,288,125,82,155,-25,185,119,215,216,245,96
6,34,36,491,66,75,96,40,126,585,156,89,186,36,216,25,246,284
7,12,37,124,67,634,97,145,127,107,157,361,187,590,217,341,247,607
8,117,38,30,68,249,98,133,128,576,158,383,188,562,218,190,248,575
9,5,39,404,69,128,99,2,129,45,159,356,189,62,219,95,249,100
10,179,40,142,70,89,100,67,130,372,160,46,190,52,220,126,250,60
11,72,41,198,71,485,101,96,131,26,161,102,191,94,221,90,251,190
12,212,42,44,72,58,102,431,132,94,162,54,192,50,222,76,252,146
13,482,43,48,73,302,103,151,133,183,163,484,193,95,223,70,253,44
14,51,44,75,74,155,104,177,134,314,164,101,194,278,224,671,254,264
15,132,45,94,75,53,105,128,135,544,165,130,195,355,225,169,255,250
16,100,46,113,76,133,106,345,136,72,166,60,196,344,226,108,256,113
17,54,47,238,77,436,107,195,137,104,167,283,197,242,227,120,257,254
18,30,48,22,78,108,108,144,138,597,168,22,198,74,228,115,258,287
19,71,49,534,79,54,109,195,139,135,169,29,199,55,229,67,,
20,97,50,51,80,593,110,556,140,141,170,102,200,305,230,173,,
21,114,51,242,81,566,111,639,141,268,171,55,201,95,231,35,,
22,90,52,162,82,265,112,131,142,259,172,70,202,70,232,56,,
23,405,53,480,83,106,113,424,143,85,173,143,203,120,233,585,,
24,38,54,102,84,43,114,605,144,242,174,325,204,192,234,80,,
25,244,55,311,85,78,115,180,145,128,175,70,205,242,235,90,,
26,95,56,184,86,79,116,369,146,489,176,133,206,235,236,89,,
27,17,57,70,87,123,117,285,147,558,177,370,207,50,237,57,,
28,407,58,87,88,112,118,217,148,202,178,348,208,126,238,316,,
29,121,59,30,89,90,119,66,149,172,179,176,209,148,239,88,,
30,128,60,271,90,115,120,70,150,368,180,100,210,66,240,72,,
