0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,103,31,351,61,229,91,216,121,52,151,174,181,129,211,199,241,167,271,29,,,,,,,,
2,37,32,119,62,-6,92,260,122,273,152,180,182,330,212,269,242,92,272,72,,,,,,,,
3,90,33,284,63,190,93,243,123,115,153,101,183,237,213,191,243,411,273,251,,,,,,,,
4,86,34,377,64,326,94,190,124,87,154,121,184,482,214,586,244,18,274,362,,,,,,,,
5,134,35,59,65,405,95,267,125,98,155,221,185,173,215,412,245,432,275,140,,,,,,,,
6,30,36,150,66,328,96,148,126,265,156,194,186,215,216,195,246,174,276,697,,,,,,,,
7,165,37,184,67,678,97,57,127,243,157,240,187,220,217,428,247,362,277,95,,,,,,,,
8,445,38,352,68,157,98,27,128,111,158,56,188,328,218,15,248,69,278,231,,,,,,,,
9,348,39,273,69,252,99,75,129,265,159,140,189,304,219,331,249,21,279,41,,,,,,,,
10,156,40,58,70,92,100,28,130,373,160,191,190,49,220,40,250,297,280,155,,,,,,,,
11,161,41,147,71,133,101,182,131,30,161,87,191,205,221,127,251,640,281,74,,,,,,,,
12,162,42,29,72,290,102,53,132,78,162,370,192,70,222,77,252,249,282,127,,,,,,,,
13,581,43,155,73,288,103,671,133,488,163,75,193,496,223,70,253,72,283,146,,,,,,,,
14,208,44,104,74,80,104,83,134,266,164,580,194,458,224,605,254,103,284,467,,,,,,,,
15,89,45,176,75,379,105,47,135,74,165,95,195,304,225,199,255,134,285,126,,,,,,,,
16,250,46,-1,76,17,106,161,136,90,166,110,196,71,226,499,256,48,286,140,,,,,,,,
17,242,47,94,77,221,107,159,137,130,167,341,197,52,227,125,257,100,287,175,,,,,,,,
18,514,48,594,78,346,108,105,138,100,168,673,198,413,228,50,258,199,288,340,,,,,,,,
19,181,49,354,79,130,109,10,139,53,169,660,199,132,229,94,259,422,289,157,,,,,,,,
20,353,50,56,80,219,110,343,140,97,170,510,200,123,230,208,260,137,290,119,,,,,,,,
21,144,51,225,81,265,111,413,141,427,171,493,201,477,231,216,261,437,291,145,,,,,,,,
22,361,52,183,82,108,112,249,142,71,172,58,202,91,232,53,262,105,292,137,,,,,,,,
23,381,53,392,83,132,113,83,143,104,173,171,203,156,233,280,263,541,293,220,,,,,,,,
24,40,54,512,84,272,114,93,144,212,174,57,204,238,234,623,264,390,294,286,,,,,,,,
25,53,55,396,85,296,115,479,145,576,175,250,205,229,235,167,265,165,295,100,,,,,,,,
26,614,56,148,86,29,116,144,146,118,176,85,206,145,236,98,266,99,296,434,,,,,,,,
27,437,57,260,87,107,117,191,147,30,177,19,207,127,237,59,267,630,297,211,,,,,,,,
28,238,58,35,88,85,118,74,148,70,178,426,208,468,238,243,268,130,298,143,,,,,,,,
29,565,59,298,89,58,119,137,149,434,179,126,209,118,239,239,269,182,299,384,,,,,,,,
30,157,60,56,90,110,120,41,150,140,180,295,210,323,240,160,270,215,300,323,,,,,,,,
Centre:,260801,TATA,DAV,SCHOOL,"JAMADOBA,",TATA,DAV,SCHOOL,JAMADOBA,DUMRI,NO,3,NEAR,TSRDS,OFFICE,PO,JAMADOBA,DHANBAD,PIN,"828112,","DHANBAD,",NEET,(UG),2024,Page,No.,2
JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,436,331,173,361,104,391,217,421,80,451,51,481,67,511,176,541,68,571,135,,,,,,,,
302,50,332,89,362,43,392,54,422,262,452,465,482,138,512,121,542,177,572,203,,,,,,,,
303,558,333,81,363,219,393,95,423,290,453,206,483,254,513,248,543,127,573,132,,,,,,,,
304,97,334,403,364,352,394,84,424,147,454,339,484,105,514,45,544,85,574,502,,,,,,,,
305,18,335,144,365,14,395,172,425,73,455,423,485,145,515,88,545,60,575,239,,,,,,,,
306,332,336,44,366,149,396,378,426,37,456,172,486,264,516,144,546,641,576,416,,,,,,,,
307,136,337,95,367,605,397,165,427,439,457,105,487,75,517,64,547,460,577,169,,,,,,,,
308,36,338,46,368,531,398,106,428,60,458,273,488,76,518,101,548,124,578,199,,,,,,,,
309,105,339,127,369,572,399,102,429,75,459,237,489,453,519,403,549,445,579,70,,,,,,,,
310,131,340,311,370,35,400,231,430,375,460,56,490,45,520,413,550,349,580,204,,,,,,,,
311,493,341,166,371,94,401,130,431,83,461,84,491,38,521,614,551,90,581,200,,,,,,,,
312,267,342,151,372,101,402,577,432,44,462,106,492,82,522,310,552,51,582,65,,,,,,,,
313,666,343,340,373,63,403,93,433,332,463,55,493,137,523,112,553,150,583,168,,,,,,,,
314,104,344,117,374,83,404,415,434,272,464,84,494,183,524,153,554,167,584,218,,,,,,,,
315,218,345,46,375,100,405,508,435,419,465,79,495,248,525,135,555,236,585,197,,,,,,,,
316,501,346,75,376,491,406,-17,436,52,466,604,496,260,526,218,556,392,586,595,,,,,,,,
317,138,347,108,377,11,407,587,437,605,467,149,497,547,527,83,557,55,587,43,,,,,,,,
318,31,348,60,378,256,408,132,438,629,468,102,498,495,528,37,558,137,588,192,,,,,,,,
319,165,349,77,379,168,409,106,439,206,469,244,499,320,529,77,559,182,589,257,,,,,,,,
320,62,350,104,380,261,410,99,440,267,470,236,500,158,530,342,560,44,590,279,,,,,,,,
321,320,351,42,381,443,411,264,441,167,471,185,501,359,531,165,561,65,591,170,,,,,,,,
322,59,352,96,382,230,412,202,442,70,472,161,502,286,532,18,562,313,592,615,,,,,,,,
323,195,353,178,383,330,413,603,443,18,473,181,503,600,533,128,563,249,593,171,,,,,,,,
324,498,354,77,384,202,414,43,444,201,474,186,504,97,534,420,564,307,594,60,,,,,,,,
325,216,355,39,385,110,415,132,445,539,475,190,505,37,535,84,565,375,595,154,,,,,,,,
326,5,356,56,386,211,416,107,446,567,476,163,506,236,536,127,566,59,596,539,,,,,,,,
327,50,357,128,387,12,417,138,447,188,477,36,507,57,537,71,567,213,597,271,,,,,,,,
328,268,358,312,388,240,418,78,448,25,478,123,508,68,538,322,568,136,598,59,,,,,,,,
329,253,359,484,389,124,419,99,449,490,479,78,509,263,539,485,569,185,599,55,,,,,,,,
330,222,360,152,390,233,420,126,450,324,480,639,510,142,540,100,570,135,600,489,,,,,,,,
Centre:,260801,TATA,DAV,SCHOOL,"JAMADOBA,",TATA,DAV,SCHOOL,JAMADOBA,DUMRI,NO,3,NEAR,TSRDS,OFFICE,PO,JAMADOBA,DHANBAD,PIN,"828112,","DHANBAD,",NEET,(UG),2024,Page,No.,3
JHARKHAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,,,
601,46,,,,,,,,,,,,,,,,,,,,,,,,,,
602,62,,,,,,,,,,,,,,,,,,,,,,,,,,
603,150,,,,,,,,,,,,,,,,,,,,,,,,,,
604,220,,,,,,,,,,,,,,,,,,,,,,,,,,
605,74,,,,,,,,,,,,,,,,,,,,,,,,,,
606,547,,,,,,,,,,,,,,,,,,,,,,,,,,
607,14,,,,,,,,,,,,,,,,,,,,,,,,,,
608,142,,,,,,,,,,,,,,,,,,,,,,,,,,
609,237,,,,,,,,,,,,,,,,,,,,,,,,,,
610,229,,,,,,,,,,,,,,,,,,,,,,,,,,
611,75,,,,,,,,,,,,,,,,,,,,,,,,,,
612,316,,,,,,,,,,,,,,,,,,,,,,,,,,
613,0,,,,,,,,,,,,,,,,,,,,,,,,,,
614,256,,,,,,,,,,,,,,,,,,,,,,,,,,
615,101,,,,,,,,,,,,,,,,,,,,,,,,,,
616,450,,,,,,,,,,,,,,,,,,,,,,,,,,
617,441,,,,,,,,,,,,,,,,,,,,,,,,,,
618,527,,,,,,,,,,,,,,,,,,,,,,,,,,
619,222,,,,,,,,,,,,,,,,,,,,,,,,,,
620,100,,,,,,,,,,,,,,,,,,,,,,,,,,
621,64,,,,,,,,,,,,,,,,,,,,,,,,,,
622,663,,,,,,,,,,,,,,,,,,,,,,,,,,
623,54,,,,,,,,,,,,,,,,,,,,,,,,,,
624,169,,,,,,,,,,,,,,,,,,,,,,,,,,
625,354,,,,,,,,,,,,,,,,,,,,,,,,,,
626,10,,,,,,,,,,,,,,,,,,,,,,,,,,
627,55,,,,,,,,,,,,,,,,,,,,,,,,,,
