0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
GORAKHPUR,UTTAR,"PRADESH,","GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,56,31,64,61,235,91,27,121,601,151,40,181,57,211,126,241,50,271,441,,,,,,,,,,,
2,329,32,262,62,110,92,284,122,41,152,179,182,143,212,44,242,47,272,46,,,,,,,,,,,
3,313,33,51,63,143,93,106,123,95,153,475,183,20,213,105,243,24,273,33,,,,,,,,,,,
4,50,34,120,64,29,94,57,124,67,154,118,184,164,214,35,244,276,274,14,,,,,,,,,,,
5,72,35,482,65,75,95,155,125,407,155,11,185,135,215,22,245,30,275,86,,,,,,,,,,,
6,407,36,127,66,33,96,63,126,122,156,50,186,80,216,97,246,78,276,-14,,,,,,,,,,,
7,236,37,130,67,65,97,40,127,72,157,125,187,55,217,90,247,71,277,64,,,,,,,,,,,
8,268,38,124,68,36,98,90,128,107,158,36,188,31,218,72,248,337,278,56,,,,,,,,,,,
9,127,39,289,69,46,99,424,129,79,159,75,189,158,219,415,249,155,279,92,,,,,,,,,,,
10,125,40,291,70,550,100,57,130,61,160,595,190,20,220,106,250,489,280,49,,,,,,,,,,,
11,101,41,17,71,117,101,269,131,76,161,607,191,305,221,44,251,71,281,65,,,,,,,,,,,
12,269,42,31,72,128,102,54,132,90,162,152,192,167,222,81,252,38,282,292,,,,,,,,,,,
13,67,43,66,73,91,103,61,133,63,163,39,193,98,223,70,253,544,283,169,,,,,,,,,,,
14,421,44,104,74,223,104,120,134,149,164,21,194,58,224,77,254,37,284,55,,,,,,,,,,,
15,50,45,192,75,30,105,190,135,70,165,230,195,128,225,61,255,146,285,62,,,,,,,,,,,
16,60,46,70,76,151,106,83,136,89,166,132,196,36,226,15,256,328,286,66,,,,,,,,,,,
17,95,47,53,77,67,107,414,137,103,167,194,197,189,227,150,257,313,287,353,,,,,,,,,,,
18,44,48,79,78,557,108,131,138,147,168,355,198,49,228,93,258,213,288,78,,,,,,,,,,,
19,89,49,43,79,102,109,108,139,25,169,67,199,40,229,426,259,70,289,32,,,,,,,,,,,
20,60,50,39,80,671,110,159,140,125,170,178,200,347,230,548,260,135,290,199,,,,,,,,,,,
21,206,51,94,81,280,111,69,141,561,171,97,201,91,231,380,261,94,291,55,,,,,,,,,,,
22,30,52,58,82,52,112,140,142,259,172,650,202,191,232,220,262,130,292,83,,,,,,,,,,,
23,40,53,33,83,85,113,101,143,143,173,43,203,-36,233,72,263,63,293,102,,,,,,,,,,,
24,92,54,76,84,185,114,177,144,12,174,61,204,49,234,120,264,90,294,53,,,,,,,,,,,
25,123,55,213,85,145,115,36,145,394,175,144,205,111,235,456,265,579,295,109,,,,,,,,,,,
26,218,56,646,86,145,116,74,146,47,176,56,206,0,236,5,266,62,296,253,,,,,,,,,,,
27,113,57,90,87,87,117,173,147,55,177,229,207,111,237,172,267,98,297,214,,,,,,,,,,,
28,366,58,500,88,70,118,0,148,46,178,341,208,20,238,141,268,25,298,60,,,,,,,,,,,
29,206,59,95,89,552,119,182,149,251,179,33,209,30,239,121,269,124,299,456,,,,,,,,,,,
30,90,60,380,90,211,120,133,150,120,180,45,210,88,240,105,270,183,300,285,,,,,,,,,,,
Centre:,440528,RELIANCE,ACADEMY,RAPTI,NGR,PHASE-IV,GORAKHPUR,"UP,",RELIANCE,ACADEMY,RAPTI,NAGAR,PHASE,-,IV,WEST,OF,RAIL,VIHAR,PHASE,-,I,KARIME,NAGAR,NEET,(UG),2024,Page,No.,2
GORAKHPUR,UTTAR,"PRADESH,","GORAKHPUR,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,105,331,94,361,130,391,508,421,89,451,71,,,,,,,,,,,,,,,,,,,
302,66,332,-5,362,178,392,20,422,115,452,48,,,,,,,,,,,,,,,,,,,
303,177,333,45,363,579,393,69,423,65,453,29,,,,,,,,,,,,,,,,,,,
304,89,334,581,364,410,394,348,424,54,454,85,,,,,,,,,,,,,,,,,,,
305,43,335,51,365,511,395,125,425,139,455,56,,,,,,,,,,,,,,,,,,,
306,225,336,42,366,258,396,158,426,619,456,166,,,,,,,,,,,,,,,,,,,
307,513,337,209,367,225,397,151,427,55,457,259,,,,,,,,,,,,,,,,,,,
308,68,338,65,368,105,398,9,428,42,458,305,,,,,,,,,,,,,,,,,,,
309,116,339,63,369,30,399,162,429,138,459,61,,,,,,,,,,,,,,,,,,,
310,73,340,71,370,203,400,156,430,55,460,10,,,,,,,,,,,,,,,,,,,
311,79,341,52,371,318,401,38,431,34,461,57,,,,,,,,,,,,,,,,,,,
312,90,342,85,372,458,402,93,432,108,462,69,,,,,,,,,,,,,,,,,,,
313,525,343,41,373,414,403,120,433,6,463,316,,,,,,,,,,,,,,,,,,,
314,689,344,258,374,16,404,76,434,20,464,55,,,,,,,,,,,,,,,,,,,
315,251,345,128,375,32,405,100,435,310,465,242,,,,,,,,,,,,,,,,,,,
