0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,107,31,237,61,23,91,142,121,118,151,47,181,104,211,405,241,141
2,170,32,394,62,41,92,36,122,134,152,322,182,87,212,89,242,45
3,292,33,405,63,85,93,97,123,402,153,58,183,81,213,44,243,160
4,90,34,527,64,89,94,146,124,74,154,204,184,105,214,116,244,93
5,128,35,443,65,71,95,265,125,16,155,425,185,67,215,70,245,257
6,308,36,140,66,65,96,248,126,142,156,65,186,85,216,31,246,331
7,142,37,88,67,117,97,13,127,156,157,69,187,167,217,73,247,309
8,180,38,113,68,49,98,133,128,200,158,352,188,417,218,145,248,80
9,356,39,78,69,130,99,183,129,75,159,214,189,30,219,87,249,50
10,218,40,100,70,26,100,295,130,165,160,166,190,470,220,163,250,198
11,594,41,195,71,62,101,396,131,75,161,169,191,81,221,120,251,-1
12,78,42,179,72,100,102,61,132,111,162,198,192,155,222,45,252,480
13,163,43,325,73,242,103,264,133,131,163,131,193,299,223,122,253,415
14,432,44,187,74,10,104,76,134,164,164,463,194,251,224,139,254,108
15,47,45,169,75,408,105,394,135,136,165,219,195,62,225,133,255,100
16,183,46,21,76,280,106,128,136,134,166,245,196,71,226,173,256,284
17,146,47,371,77,336,107,184,137,370,167,139,197,74,227,106,,
18,299,48,82,78,56,108,125,138,69,168,243,198,228,228,108,,
19,65,49,263,79,81,109,27,139,174,169,331,199,150,229,338,,
20,137,50,190,80,170,110,123,140,54,170,55,200,21,230,499,,
21,233,51,42,81,390,111,216,141,34,171,74,201,119,231,168,,
22,75,52,25,82,65,112,291,142,53,172,195,202,36,232,332,,
23,193,53,179,83,129,113,135,143,143,173,82,203,207,233,-16,,
24,384,54,250,84,63,114,367,144,99,174,80,204,46,234,410,,
25,182,55,45,85,68,115,112,145,26,175,425,205,449,235,129,,
26,237,56,145,86,92,116,337,146,55,176,62,206,451,236,453,,
27,19,57,285,87,294,117,502,147,85,177,140,207,35,237,357,,
28,21,58,65,88,86,118,103,148,99,178,70,208,128,238,181,,
29,82,59,185,89,396,119,109,149,335,179,118,209,316,239,229,,
30,250,60,161,90,8,120,150,150,60,180,202,210,167,240,79,,
