0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,388,31,125,61,513,91,290,121,411,151,356,181,231,211,338
2,375,32,158,62,204,92,309,122,127,152,423,182,273,212,272
3,402,33,579,63,700,93,73,123,374,153,642,183,365,213,65
4,128,34,168,64,20,94,157,124,580,154,311,184,168,214,627
5,286,35,460,65,409,95,125,125,487,155,450,185,181,215,239
6,138,36,111,66,235,96,70,126,546,156,132,186,145,216,457
7,115,37,360,67,425,97,177,127,8,157,329,187,112,217,187
8,32,38,83,68,395,98,509,128,441,158,33,188,215,218,75
9,591,39,379,69,479,99,142,129,175,159,114,189,205,219,287
10,553,40,73,70,308,100,404,130,206,160,508,190,116,220,50
11,96,41,248,71,256,101,360,131,476,161,227,191,72,221,183
12,37,42,90,72,82,102,77,132,154,162,135,192,302,,
13,95,43,118,73,208,103,511,133,150,163,377,193,279,,
14,124,44,224,74,215,104,128,134,239,164,80,194,325,,
15,375,45,287,75,527,105,68,135,80,165,143,195,193,,
16,186,46,155,76,602,106,70,136,166,166,450,196,212,,
17,174,47,131,77,543,107,272,137,622,167,84,197,625,,
18,293,48,537,78,263,108,578,138,480,168,357,198,99,,
19,193,49,599,79,294,109,117,139,97,169,189,199,208,,
20,238,50,125,80,99,110,95,140,164,170,257,200,316,,
21,164,51,249,81,207,111,88,141,320,171,181,201,427,,
22,185,52,171,82,545,112,246,142,85,172,291,202,440,,
23,482,53,277,83,111,113,150,143,125,173,593,203,158,,
24,46,54,219,84,339,114,69,144,69,174,255,204,363,,
25,282,55,94,85,270,115,297,145,219,175,273,205,79,,
26,95,56,59,86,165,116,84,146,269,176,686,206,355,,
27,177,57,85,87,187,117,385,147,229,177,265,207,120,,
28,145,58,637,88,575,118,135,148,192,178,287,208,362,,
29,228,59,276,89,198,119,163,149,364,179,103,209,237,,
30,69,60,419,90,283,120,119,150,374,180,75,210,85,,
