0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,322,31,176,61,237,91,124,121,175,151,329,181,168,211,145,241,12,271,164,,,,,
2,-14,32,225,62,283,92,-11,122,152,152,48,182,464,212,411,242,87,272,54,,,,,
3,48,33,17,63,331,93,161,123,2,153,136,183,133,213,273,243,24,273,506,,,,,
4,88,34,25,64,95,94,95,124,91,154,341,184,28,214,123,244,137,274,17,,,,,
5,209,35,123,65,273,95,72,125,118,155,3,185,51,215,492,245,218,275,97,,,,,
6,151,36,545,66,285,96,11,126,70,156,208,186,668,216,44,246,207,276,250,,,,,
7,449,37,114,67,273,97,184,127,169,157,233,187,350,217,109,247,148,277,148,,,,,
8,340,38,405,68,6,98,287,128,104,158,193,188,220,218,43,248,320,278,147,,,,,
9,422,39,116,69,80,99,71,129,175,159,104,189,31,219,671,249,267,279,97,,,,,
10,58,40,76,70,29,100,181,130,43,160,94,190,54,220,455,250,378,280,188,,,,,
11,50,41,35,71,132,101,40,131,174,161,373,191,97,221,103,251,73,281,593,,,,,
12,191,42,26,72,498,102,177,132,400,162,255,192,30,222,70,252,177,282,589,,,,,
13,149,43,170,73,441,103,205,133,75,163,33,193,55,223,169,253,336,283,25,,,,,
14,203,44,151,74,60,104,258,134,65,164,577,194,418,224,185,254,51,284,293,,,,,
15,151,45,370,75,177,105,-8,135,176,165,75,195,240,225,612,255,110,285,346,,,,,
16,203,46,122,76,595,106,31,136,173,166,191,196,130,226,340,256,347,286,96,,,,,
17,397,47,9,77,82,107,111,137,481,167,350,197,160,227,219,257,71,287,167,,,,,
18,-5,48,55,78,210,108,617,138,166,168,194,198,330,228,436,258,231,288,553,,,,,
19,182,49,269,79,631,109,66,139,332,169,68,199,40,229,59,259,494,289,57,,,,,
20,424,50,12,80,408,110,366,140,169,170,311,200,150,230,593,260,129,290,539,,,,,
21,113,51,348,81,184,111,331,141,125,171,109,201,192,231,266,261,100,291,100,,,,,
22,315,52,127,82,41,112,99,142,49,172,84,202,166,232,47,262,189,292,59,,,,,
23,53,53,96,83,124,113,35,143,579,173,494,203,133,233,118,263,292,293,227,,,,,
24,193,54,336,84,60,114,548,144,101,174,47,204,59,234,556,264,393,294,197,,,,,
25,140,55,117,85,260,115,75,145,110,175,314,205,358,235,509,265,36,295,50,,,,,
26,467,56,59,86,111,116,146,146,193,176,52,206,48,236,293,266,92,296,365,,,,,
27,277,57,294,87,316,117,66,147,257,177,138,207,58,237,75,267,163,297,652,,,,,
28,141,58,-10,88,501,118,150,148,386,178,35,208,267,238,24,268,249,298,5,,,,,
29,83,59,42,89,76,119,19,149,46,179,300,209,376,239,258,269,194,299,256,,,,,
30,71,60,35,90,60,120,234,150,69,180,439,210,93,240,52,270,61,300,173,,,,,
Centre:,310412,DNYANADA,ENGLISH,"SCHOOL,",GUT,NO,"76/P,","POKHARI,",POKHARI,PISADEVI,"ROAD,",CAMBRIDGE,SAVANGI,BY,"PASS,","AURANGABAD,",AURANGABAD,"(MR),",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,68,331,93,361,577,391,30,421,45,451,52,481,241,511,16,541,555,571,107,,,,,
302,47,332,32,362,127,392,33,422,41,452,203,482,426,512,18,542,82,572,53,,,,,
303,67,333,64,363,198,393,650,423,26,453,425,483,129,513,99,543,139,573,57,,,,,
304,101,334,157,364,123,394,332,424,233,454,36,484,659,514,65,544,55,574,81,,,,,
305,349,335,198,365,137,395,129,425,59,455,207,485,326,515,53,545,120,575,51,,,,,
306,68,336,51,366,137,396,401,426,446,456,68,486,228,516,50,546,53,576,395,,,,,
307,592,337,20,367,34,397,129,427,276,457,185,487,113,517,151,547,308,577,513,,,,,
308,603,338,108,368,414,398,194,428,-14,458,139,488,185,518,80,548,46,578,40,,,,,
309,82,339,333,369,102,399,140,429,232,459,34,489,70,519,160,549,28,579,76,,,,,
310,151,340,212,370,151,400,29,430,80,460,61,490,48,520,82,550,126,580,408,,,,,
311,153,341,386,371,61,401,77,431,81,461,80,491,125,521,115,551,68,581,229,,,,,
312,88,342,279,372,23,402,85,432,183,462,151,492,114,522,98,552,437,582,59,,,,,
313,192,343,34,373,193,403,78,433,523,463,95,493,255,523,79,553,237,583,98,,,,,
314,414,344,33,374,191,404,72,434,48,464,85,494,118,524,251,554,95,584,26,,,,,
315,98,345,255,375,542,405,77,435,213,465,17,495,276,525,210,555,305,585,215,,,,,
316,399,346,73,376,285,406,327,436,265,466,343,496,277,526,44,556,47,586,557,,,,,
317,423,347,15,377,465,407,53,437,472,467,-18,497,209,527,414,557,25,587,273,,,,,
318,20,348,371,378,464,408,3,438,409,468,99,498,140,528,319,558,46,588,35,,,,,
319,540,349,21,379,36,409,93,439,48,469,95,499,221,529,233,559,118,589,98,,,,,
320,90,350,389,380,138,410,219,440,44,470,65,500,199,530,336,560,374,590,420,,,,,
321,208,351,192,381,49,411,88,441,75,471,95,501,130,531,40,561,235,591,175,,,,,
322,56,352,330,382,226,412,143,442,440,472,134,502,440,532,256,562,47,592,276,,,,,
323,365,353,610,383,663,413,113,443,65,473,58,503,634,533,275,563,235,,,,,,,
324,90,354,115,384,57,414,81,444,61,474,479,504,64,534,57,564,75,,,,,,,
325,110,355,70,385,26,415,544,445,42,475,265,505,82,535,17,565,71,,,,,,,
326,172,356,7,386,460,416,81,446,182,476,283,506,75,536,52,566,294,,,,,,,
327,28,357,91,387,29,417,49,447,58,477,85,507,366,537,83,567,24,,,,,,,
328,457,358,85,388,35,418,312,448,59,478,93,508,146,538,182,568,238,,,,,,,
329,121,359,167,389,110,419,198,449,132,479,306,509,248,539,254,569,114,,,,,,,
330,511,360,201,390,280,420,46,450,401,480,282,510,51,540,200,570,96,,,,,,,
