0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,38,31,613,61,206,91,219,121,517,151,456,181,263,211,160,241,336,271,563,
2,349,32,153,62,498,92,662,122,153,152,540,182,143,212,595,242,214,272,111,
3,242,33,104,63,206,93,394,123,279,153,127,183,678,213,182,243,92,273,509,
4,205,34,176,64,552,94,587,124,715,154,280,184,200,214,300,244,486,274,194,
5,439,35,529,65,475,95,230,125,68,155,365,185,85,215,161,245,385,275,277,
6,443,36,362,66,160,96,124,126,465,156,184,186,315,216,329,246,232,276,213,
7,137,37,193,67,622,97,-9,127,545,157,493,187,102,217,167,247,672,277,163,
8,32,38,78,68,159,98,273,128,463,158,139,188,186,218,130,248,105,278,274,
9,489,39,170,69,577,99,185,129,436,159,180,189,166,219,249,249,130,279,512,
10,199,40,102,70,610,100,91,130,65,160,229,190,676,220,477,250,80,280,50,
11,375,41,130,71,112,101,418,131,346,161,145,191,67,221,58,251,82,281,186,
12,501,42,361,72,144,102,96,132,497,162,156,192,371,222,321,252,700,282,86,
13,353,43,153,73,524,103,113,133,198,163,164,193,106,223,30,253,114,283,423,
14,305,44,113,74,181,104,481,134,495,164,30,194,672,224,691,254,240,284,612,
15,91,45,283,75,317,105,593,135,368,165,418,195,85,225,480,255,122,285,196,
16,302,46,350,76,188,106,67,136,317,166,613,196,622,226,177,256,246,286,501,
17,601,47,523,77,505,107,660,137,280,167,345,197,208,227,533,257,263,287,470,
18,578,48,220,78,104,108,414,138,90,168,514,198,182,228,444,258,486,288,271,
19,187,49,140,79,130,109,340,139,71,169,115,199,435,229,582,259,286,289,139,
20,113,50,452,80,644,110,118,140,86,170,50,200,212,230,398,260,350,290,256,
21,21,51,154,81,617,111,304,141,325,171,328,201,545,231,301,261,410,291,85,
22,473,52,144,82,603,112,242,142,330,172,213,202,97,232,136,262,464,292,207,
23,46,53,239,83,141,113,261,143,328,173,258,203,272,233,65,263,202,293,327,
24,496,54,493,84,105,114,190,144,249,174,312,204,100,234,90,264,146,294,115,
25,263,55,230,85,591,115,465,145,221,175,399,205,67,235,203,265,55,295,404,
26,502,56,399,86,121,116,300,146,30,176,74,206,200,236,691,266,316,296,520,
27,215,57,184,87,224,117,176,147,182,177,628,207,301,237,510,267,162,297,125,
28,106,58,96,88,105,118,398,148,459,178,116,208,245,238,80,268,23,298,64,
29,130,59,195,89,106,119,488,149,278,179,66,209,192,239,375,269,242,299,385,
30,396,60,182,90,264,120,268,150,533,180,96,210,278,240,191,270,255,300,587,
Centre:,280807,NARIKKUNI,ENGLISH,MEDIUM,"SCHOOL,",NARIKKUNI,ENGLISH,MEDIUM,SCHOOL,P.O.PUNNUR,CHERUPALAM,"NARIKKUNI,","KOZHIKODE/CALICUT,",KERALA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,327,331,367,361,55,391,387,421,296,451,336,481,131,511,61,541,404,571,80,
302,629,332,100,362,266,392,88,422,189,452,123,482,164,512,116,542,244,572,97,
303,112,333,671,363,604,393,478,423,105,453,225,483,214,513,94,543,243,573,597,
304,341,334,304,364,187,394,133,424,650,454,109,484,126,514,339,544,110,574,184,
305,554,335,588,365,288,395,522,425,165,455,333,485,153,515,244,545,144,575,188,
306,213,336,332,366,108,396,430,426,361,456,24,486,418,516,137,546,509,576,99,
307,517,337,178,367,410,397,426,427,212,457,467,487,237,517,204,547,289,577,90,
308,109,338,94,368,209,398,108,428,88,458,464,488,582,518,148,548,197,578,24,
309,522,339,454,369,215,399,668,429,185,459,35,489,247,519,595,549,74,579,119,
310,171,340,116,370,373,400,518,430,129,460,130,490,504,520,103,550,157,580,225,
311,93,341,170,371,427,401,621,431,600,461,139,491,118,521,172,551,46,581,291,
312,421,342,295,372,131,402,325,432,163,462,648,492,639,522,299,552,154,582,560,
313,314,343,337,373,130,403,99,433,128,463,165,493,298,523,524,553,135,583,183,
314,558,344,151,374,582,404,552,434,75,464,299,494,140,524,105,554,169,584,160,
315,38,345,44,375,494,405,125,435,472,465,189,495,484,525,287,555,287,,,
316,81,346,485,376,218,406,168,436,584,466,636,496,659,526,337,556,264,,,
317,120,347,402,377,575,407,159,437,399,467,175,497,546,527,152,557,374,,,
318,365,348,496,378,176,408,269,438,179,468,540,498,578,528,270,558,75,,,
319,170,349,193,379,546,409,250,439,162,469,599,499,170,529,544,559,344,,,
320,119,350,219,380,553,410,431,440,336,470,403,500,286,530,571,560,127,,,
321,147,351,80,381,221,411,34,441,74,471,128,501,564,531,161,561,480,,,
322,216,352,204,382,163,412,144,442,522,472,500,502,391,532,285,562,77,,,
323,244,353,493,383,493,413,591,443,180,473,223,503,185,533,345,563,340,,,
324,157,354,373,384,453,414,208,444,141,474,95,504,409,534,195,564,640,,,
325,317,355,428,385,153,415,21,445,211,475,118,505,120,535,430,565,492,,,
326,371,356,304,386,157,416,632,446,232,476,177,506,244,536,437,566,492,,,
327,92,357,438,387,519,417,184,447,202,477,153,507,67,537,81,567,415,,,
