0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,471,31,101,61,101,91,65,121,96,151,84
2,37,32,232,62,50,92,47,122,120,152,17
3,148,33,53,63,124,93,95,123,169,153,151
4,43,34,227,64,161,94,63,124,337,154,73
5,159,35,41,65,131,95,86,125,-10,155,85
6,59,36,276,66,40,96,96,126,409,156,131
7,391,37,230,67,446,97,169,127,59,157,40
8,394,38,410,68,532,98,240,128,80,158,65
9,395,39,101,69,55,99,104,129,154,159,261
10,112,40,60,70,456,100,104,130,389,160,74
11,166,41,107,71,496,101,162,131,405,161,129
12,445,42,50,72,126,102,184,132,79,162,84
13,77,43,172,73,69,103,396,133,17,163,78
14,65,44,245,74,436,104,124,134,20,164,153
15,102,45,137,75,40,105,25,135,416,165,64
16,128,46,79,76,129,106,95,136,186,166,150
17,70,47,450,77,280,107,36,137,128,167,86
18,68,48,122,78,79,108,93,138,122,168,104
19,100,49,18,79,152,109,110,139,449,169,233
20,145,50,152,80,236,110,468,140,128,170,106
21,105,51,195,81,152,111,81,141,368,171,102
22,201,52,93,82,51,112,339,142,90,172,357
23,81,53,178,83,487,113,99,143,130,173,236
24,182,54,122,84,67,114,49,144,162,174,62
25,80,55,161,85,563,115,356,145,280,175,45
26,34,56,204,86,37,116,105,146,360,176,115
27,65,57,126,87,20,117,20,147,96,177,69
28,45,58,394,88,158,118,357,148,242,178,55
29,131,59,199,89,30,119,20,149,16,,
30,483,60,210,90,261,120,221,150,212,,
