0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,340,31,226,61,72,91,181,121,100,151,84,181,475,211,462
2,545,32,116,62,251,92,176,122,665,152,256,182,207,212,304
3,286,33,105,63,415,93,193,123,146,153,237,183,632,213,307
4,65,34,715,64,197,94,226,124,100,154,94,184,399,214,125
5,395,35,635,65,232,95,120,125,322,155,127,185,466,215,163
6,584,36,182,66,505,96,431,126,207,156,64,186,680,216,459
7,85,37,222,67,290,97,356,127,567,157,95,187,147,217,355
8,86,38,195,68,496,98,173,128,87,158,627,188,153,218,94
9,475,39,647,69,70,99,195,129,84,159,202,189,60,219,610
10,590,40,472,70,563,100,312,130,384,160,391,190,173,220,93
11,436,41,182,71,348,101,475,131,549,161,588,191,597,221,695
12,224,42,140,72,195,102,154,132,531,162,256,192,305,222,325
13,73,43,87,73,165,103,409,133,200,163,259,193,333,223,226
14,401,44,129,74,215,104,519,134,321,164,199,194,525,224,551
15,207,45,593,75,208,105,515,135,49,165,236,195,518,225,220
16,705,46,14,76,86,106,194,136,170,166,140,196,75,226,134
17,144,47,186,77,292,107,242,137,100,167,132,197,298,227,119
18,133,48,91,78,316,108,605,138,148,168,203,198,577,228,585
19,211,49,145,79,598,109,440,139,233,169,374,199,97,229,237
20,425,50,163,80,671,110,22,140,98,170,499,200,185,230,494
21,348,51,323,81,647,111,229,141,394,171,70,201,273,231,651
22,94,52,552,82,495,112,124,142,188,172,324,202,262,232,455
23,589,53,229,83,8,113,204,143,618,173,338,203,36,,
24,110,54,540,84,150,114,336,144,245,174,346,204,225,,
25,217,55,192,85,321,115,93,145,656,175,360,205,396,,
26,15,56,252,86,116,116,172,146,393,176,199,206,95,,
27,94,57,206,87,94,117,566,147,130,177,115,207,109,,
28,578,58,585,88,294,118,209,148,226,178,73,208,169,,
29,55,59,97,89,107,119,90,149,135,179,216,209,578,,
30,310,60,27,90,675,120,333,150,645,180,302,210,583,,
