0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"PANAJI/MADGAON/MARGAO,",GOA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,66,31,178,61,121,91,118,121,100,151,553,181,60,211,117,241,219,271,115,,,,,,
2,133,32,104,62,316,92,267,122,356,152,26,182,283,212,442,242,371,272,38,,,,,,
3,551,33,131,63,218,93,85,123,159,153,572,183,367,213,332,243,127,273,386,,,,,,
4,54,34,374,64,30,94,80,124,31,154,157,184,470,214,166,244,571,274,430,,,,,,
5,554,35,130,65,144,95,113,125,620,155,135,185,110,215,94,245,165,275,195,,,,,,
6,440,36,120,66,57,96,81,126,46,156,140,186,130,216,445,246,222,276,437,,,,,,
7,89,37,160,67,528,97,90,127,102,157,371,187,255,217,254,247,388,277,85,,,,,,
8,138,38,125,68,107,98,253,128,314,158,217,188,463,218,216,248,604,278,131,,,,,,
9,171,39,56,69,85,99,42,129,166,159,340,189,164,219,229,249,128,279,126,,,,,,
10,111,40,271,70,342,100,99,130,181,160,104,190,94,220,52,250,200,280,257,,,,,,
11,147,41,644,71,80,101,235,131,220,161,51,191,36,221,256,251,78,281,221,,,,,,
12,127,42,115,72,31,102,158,132,85,162,134,192,151,222,44,252,225,282,428,,,,,,
13,159,43,110,73,120,103,84,133,30,163,20,193,288,223,196,253,115,283,174,,,,,,
14,112,44,110,74,117,104,-12,134,620,164,138,194,40,224,160,254,107,284,130,,,,,,
15,340,45,556,75,60,105,159,135,116,165,123,195,19,225,177,255,155,285,63,,,,,,
16,373,46,206,76,87,106,246,136,283,166,90,196,95,226,222,256,63,286,425,,,,,,
17,182,47,109,77,124,107,65,137,32,167,220,197,292,227,109,257,67,287,356,,,,,,
18,62,48,45,78,38,108,236,138,22,168,119,198,428,228,445,258,251,288,228,,,,,,
19,119,49,104,79,73,109,212,139,158,169,502,199,485,229,92,259,617,289,458,,,,,,
20,139,50,69,80,25,110,72,140,183,170,126,200,177,230,66,260,50,290,170,,,,,,
21,386,51,58,81,482,111,93,141,405,171,197,201,260,231,170,261,108,291,124,,,,,,
22,84,52,90,82,560,112,537,142,289,172,199,202,73,232,117,262,91,292,115,,,,,,
23,229,53,180,83,507,113,156,143,100,173,293,203,144,233,71,263,362,293,113,,,,,,
24,117,54,75,84,102,114,127,144,91,174,81,204,274,234,142,264,83,294,146,,,,,,
25,83,55,568,85,534,115,576,145,74,175,28,205,146,235,238,265,95,295,181,,,,,,
26,581,56,190,86,54,116,108,146,277,176,173,206,293,236,199,266,120,296,249,,,,,,
27,92,57,61,87,194,117,236,147,247,177,65,207,81,237,213,267,280,297,123,,,,,,
28,110,58,686,88,251,118,20,148,130,178,17,208,141,238,284,268,320,298,222,,,,,,
29,194,59,232,89,134,119,65,149,241,179,145,209,45,239,359,269,221,299,118,,,,,,
30,141,60,60,90,268,120,55,150,626,180,101,210,131,240,230,270,84,300,25,,,,,,
Centre:,210104,GOVT.,COLLEGE,OF,ARTS,SCIENCE,&,COMMERCE,"QUEPEM,",GOVERNMENT,COLLEGE,OF,"ARTS,",SCIENCE,AND,"COMMERCE,",QUEPEM,XELDEM,"TILAMOL,",NEET,(UG),2024,Page,No.,2
"PANAJI/MADGAON/MARGAO,",GOA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,
301,37,331,243,,,,,,,,,,,,,,,,,,,,,,
302,227,332,-10,,,,,,,,,,,,,,,,,,,,,,
303,93,333,630,,,,,,,,,,,,,,,,,,,,,,
304,404,334,53,,,,,,,,,,,,,,,,,,,,,,
305,238,335,98,,,,,,,,,,,,,,,,,,,,,,
306,245,336,105,,,,,,,,,,,,,,,,,,,,,,
307,604,337,304,,,,,,,,,,,,,,,,,,,,,,
308,226,338,69,,,,,,,,,,,,,,,,,,,,,,
309,24,339,111,,,,,,,,,,,,,,,,,,,,,,
310,317,,,,,,,,,,,,,,,,,,,,,,,,
311,252,,,,,,,,,,,,,,,,,,,,,,,,
312,242,,,,,,,,,,,,,,,,,,,,,,,,
313,153,,,,,,,,,,,,,,,,,,,,,,,,
314,86,,,,,,,,,,,,,,,,,,,,,,,,
315,306,,,,,,,,,,,,,,,,,,,,,,,,
316,59,,,,,,,,,,,,,,,,,,,,,,,,
317,308,,,,,,,,,,,,,,,,,,,,,,,,
318,291,,,,,,,,,,,,,,,,,,,,,,,,
319,242,,,,,,,,,,,,,,,,,,,,,,,,
320,58,,,,,,,,,,,,,,,,,,,,,,,,
321,102,,,,,,,,,,,,,,,,,,,,,,,,
322,37,,,,,,,,,,,,,,,,,,,,,,,,
323,85,,,,,,,,,,,,,,,,,,,,,,,,
324,486,,,,,,,,,,,,,,,,,,,,,,,,
325,153,,,,,,,,,,,,,,,,,,,,,,,,
326,13,,,,,,,,,,,,,,,,,,,,,,,,
327,171,,,,,,,,,,,,,,,,,,,,,,,,
328,135,,,,,,,,,,,,,,,,,,,,,,,,
329,169,,,,,,,,,,,,,,,,,,,,,,,,
330,157,,,,,,,,,,,,,,,,,,,,,,,,
