0,1,2,3,4,5,6,7,8,9
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,79,31,464,61,234,91,55,121,415
2,139,32,254,62,297,92,70,122,128
3,323,33,205,63,99,93,661,123,44
4,185,34,165,64,128,94,127,124,91
5,139,35,514,65,219,95,187,125,97
6,235,36,38,66,81,96,57,126,592
7,45,37,174,67,212,97,137,127,131
8,86,38,136,68,60,98,64,128,233
9,177,39,170,69,35,99,277,129,60
10,114,40,68,70,83,100,374,130,90
11,55,41,211,71,147,101,417,131,250
12,65,42,162,72,675,102,111,132,130
13,130,43,102,73,259,103,81,133,55
14,45,44,296,74,86,104,101,134,130
15,167,45,82,75,262,105,25,135,279
16,298,46,171,76,50,106,150,136,102
17,35,47,90,77,109,107,79,137,14
18,274,48,84,78,71,108,61,138,179
19,87,49,580,79,158,109,82,139,91
20,257,50,171,80,84,110,284,,
21,32,51,263,81,112,111,92,,
22,298,52,273,82,72,112,323,,
23,170,53,81,83,101,113,98,,
24,111,54,154,84,384,114,133,,
25,62,55,101,85,58,115,92,,
26,169,56,75,86,195,116,138,,
27,63,57,17,87,41,117,26,,
28,281,58,106,88,93,118,80,,
29,330,59,100,89,133,119,110,,
30,76,60,155,90,184,120,375,,
