0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"KOTHAGUDEM,",TELANGANA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,271,31,75,61,210,91,80,121,346,151,110,181,356,211,351,241,12,271,34,,,,,,
2,431,32,90,62,426,92,293,122,172,152,71,182,43,212,178,242,87,272,79,,,,,,
3,272,33,46,63,378,93,30,123,62,153,39,183,332,213,110,243,63,273,178,,,,,,
4,378,34,70,64,342,94,155,124,411,154,161,184,200,214,81,244,126,274,289,,,,,,
5,149,35,103,65,131,95,531,125,225,155,319,185,347,215,431,245,417,275,126,,,,,,
6,137,36,60,66,135,96,183,126,62,156,197,186,40,216,60,246,222,276,55,,,,,,
7,361,37,90,67,317,97,170,127,136,157,160,187,158,217,302,247,19,277,342,,,,,,
8,105,38,217,68,232,98,338,128,264,158,75,188,110,218,154,248,44,278,80,,,,,,
9,128,39,337,69,80,99,403,129,79,159,201,189,278,219,65,249,225,279,84,,,,,,
10,58,40,262,70,70,100,54,130,413,160,333,190,144,220,131,250,496,280,218,,,,,,
11,185,41,-23,71,398,101,145,131,267,161,411,191,514,221,105,251,108,281,274,,,,,,
12,55,42,351,72,100,102,71,132,231,162,410,192,91,222,30,252,61,282,166,,,,,,
13,274,43,121,73,71,103,189,133,95,163,422,193,130,223,131,253,317,283,17,,,,,,
14,37,44,188,74,66,104,447,134,115,164,68,194,263,224,80,254,208,284,152,,,,,,
15,114,45,338,75,218,105,61,135,65,165,95,195,90,225,245,255,24,285,199,,,,,,
16,79,46,31,76,347,106,60,136,316,166,104,196,75,226,461,256,60,286,82,,,,,,
17,44,47,78,77,111,107,57,137,15,167,245,197,212,227,298,257,111,287,290,,,,,,
18,235,48,80,78,40,108,168,138,326,168,43,198,105,228,135,258,447,288,214,,,,,,
19,110,49,0,79,256,109,247,139,130,169,219,199,113,229,15,259,48,289,193,,,,,,
20,466,50,377,80,248,110,70,140,133,170,151,200,342,230,376,260,175,290,276,,,,,,
21,329,51,281,81,145,111,363,141,369,171,207,201,142,231,280,261,213,291,88,,,,,,
22,163,52,371,82,292,112,161,142,105,172,80,202,258,232,111,262,140,292,248,,,,,,
23,82,53,65,83,58,113,362,143,61,173,272,203,115,233,51,263,195,293,254,,,,,,
24,46,54,160,84,30,114,209,144,306,174,75,204,260,234,103,264,22,294,165,,,,,,
25,132,55,140,85,169,115,50,145,53,175,320,205,321,235,103,265,113,295,34,,,,,,
26,50,56,124,86,117,116,48,146,96,176,270,206,327,236,91,266,340,296,441,,,,,,
27,88,57,76,87,80,117,529,147,466,177,434,207,264,237,30,267,328,297,115,,,,,,
28,66,58,340,88,-2,118,405,148,364,178,467,208,148,238,44,268,86,298,209,,,,,,
29,434,59,429,89,85,119,127,149,50,179,62,209,396,239,428,269,305,299,66,,,,,,
30,129,60,85,90,95,120,216,150,221,180,185,210,325,240,371,270,155,300,80,,,,,,
Centre:,421501,NAVA,BHARAT,PUBLIC,"SCHOOL,",NAVA,"NAGAR,","PALVANCHA,",S,I,I,L,CAMPUS,"POST,",BHADRADRI,KOTHAGUDEM,"DISTRICT,",TELANGANA,"-507154,",NEET,(UG),2024,Page,No.,2
"KOTHAGUDEM,",TELANGANA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,39,331,545,361,50,391,40,421,195,451,39,481,191,511,89,541,53,571,118,,,,,,
302,211,332,10,362,315,392,138,422,25,452,63,482,25,512,90,542,566,572,50,,,,,,
303,47,333,90,363,101,393,227,423,40,453,96,483,441,513,216,543,383,573,193,,,,,,
304,9,334,241,364,169,394,118,424,30,454,304,484,54,514,199,544,253,574,407,,,,,,
305,103,335,26,365,388,395,47,425,111,455,37,485,63,515,142,545,133,575,38,,,,,,
306,28,336,184,366,192,396,183,426,314,456,178,486,55,516,130,546,150,576,121,,,,,,
307,82,337,341,367,230,397,180,427,191,457,79,487,465,517,76,547,113,577,72,,,,,,
308,93,338,204,368,105,398,165,428,30,458,125,488,-3,518,290,548,80,578,289,,,,,,
309,114,339,48,369,120,399,277,429,404,459,41,489,95,519,134,549,137,579,116,,,,,,
310,200,340,265,370,129,400,128,430,40,460,207,490,110,520,476,550,85,580,64,,,,,,
311,60,341,208,371,105,401,237,431,294,461,108,491,46,521,364,551,437,581,115,,,,,,
312,61,342,63,372,42,402,70,432,442,462,171,492,222,522,157,552,510,582,187,,,,,,
313,87,343,148,373,40,403,103,433,352,463,138,493,129,523,58,553,87,583,36,,,,,,
314,80,344,199,374,218,404,545,434,305,464,85,494,95,524,333,554,478,584,105,,,,,,
315,199,345,96,375,225,405,142,435,362,465,214,495,65,525,413,555,82,585,71,,,,,,
316,62,346,132,376,163,406,80,436,67,466,55,496,70,526,284,556,309,586,143,,,,,,
317,76,347,45,377,169,407,487,437,85,467,63,497,82,527,133,557,65,587,-25,,,,,,
318,531,348,64,378,624,408,205,438,-10,468,112,498,41,528,67,558,132,588,80,,,,,,
319,121,349,106,379,350,409,326,439,121,469,135,499,16,529,209,559,511,589,50,,,,,,
320,176,350,55,380,97,410,130,440,417,470,546,500,678,530,97,560,172,590,274,,,,,,
321,406,351,128,381,107,411,320,441,239,471,116,501,335,531,124,561,149,591,414,,,,,,
322,93,352,284,382,78,412,156,442,158,472,55,502,343,532,197,562,158,592,404,,,,,,
