0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,327,31,81,61,168,91,458,121,75,151,93,181,256,211,230
2,152,32,292,62,170,92,284,122,78,152,236,182,120,212,48
3,112,33,55,63,75,93,72,123,188,153,173,183,198,213,214
4,98,34,49,64,441,94,338,124,143,154,95,184,359,214,160
5,263,35,193,65,20,95,122,125,71,155,401,185,157,215,228
6,138,36,67,66,456,96,265,126,415,156,211,186,139,216,353
7,437,37,333,67,74,97,501,127,110,157,400,187,656,217,105
8,98,38,14,68,237,98,469,128,580,158,139,188,243,218,171
9,235,39,154,69,100,99,398,129,90,159,240,189,567,219,409
10,75,40,305,70,118,100,320,130,238,160,280,190,198,220,435
11,354,41,579,71,262,101,160,131,50,161,305,191,128,221,249
12,167,42,97,72,63,102,128,132,195,162,91,192,202,222,349
13,113,43,402,73,226,103,178,133,234,163,224,193,146,223,614
14,213,44,60,74,40,104,40,134,123,164,264,194,275,224,103
15,454,45,55,75,100,105,475,135,39,165,298,195,115,225,365
16,186,46,114,76,20,106,105,136,452,166,507,196,193,226,318
17,290,47,373,77,44,107,225,137,95,167,132,197,275,227,391
18,176,48,548,78,309,108,101,138,319,168,172,198,347,228,298
19,304,49,86,79,242,109,403,139,128,169,138,199,322,229,39
20,313,50,311,80,77,110,93,140,120,170,245,200,275,230,202
21,106,51,48,81,34,111,122,141,144,171,136,201,185,231,100
22,220,52,239,82,254,112,79,142,143,172,238,202,213,232,252
23,251,53,376,83,555,113,196,143,387,173,436,203,202,233,211
24,139,54,101,84,461,114,158,144,160,174,420,204,110,234,88
25,358,55,109,85,100,115,44,145,197,175,133,205,128,,
26,130,56,146,86,162,116,453,146,279,176,375,206,125,,
27,195,57,168,87,40,117,180,147,193,177,548,207,85,,
28,462,58,134,88,275,118,421,148,80,178,135,208,262,,
29,471,59,145,89,86,119,165,149,75,179,121,209,62,,
30,140,60,110,90,523,120,38,150,533,180,41,210,98,,
