0,1,2,3,4,5,6,7,8,9,10,11,12,13
WEST,BENGAL,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,60,31,263,61,39,91,36,121,372,151,90,181,85
2,374,32,476,62,121,92,245,122,500,152,55,182,56
3,293,33,337,63,102,93,205,123,39,153,206,183,114
4,105,34,282,64,7,94,51,124,452,154,16,184,163
5,85,35,563,65,95,95,187,125,51,155,171,185,167
6,130,36,50,66,38,96,209,126,54,156,466,186,104
7,166,37,222,67,125,97,281,127,30,157,77,187,117
8,191,38,74,68,26,98,50,128,187,158,218,188,20
9,304,39,143,69,151,99,411,129,40,159,85,189,90
10,477,40,83,70,200,100,31,130,51,160,105,190,655
11,203,41,24,71,35,101,65,131,73,161,269,191,130
12,129,42,13,72,464,102,327,132,57,162,81,192,541
13,71,43,208,73,690,103,127,133,-2,163,384,193,330
14,78,44,48,74,562,104,56,134,116,164,92,194,60
15,68,45,47,75,100,105,306,135,97,165,111,195,673
16,305,46,285,76,156,106,119,136,134,166,676,196,71
17,277,47,202,77,306,107,30,137,136,167,65,197,20
18,85,48,150,78,22,108,156,138,370,168,75,198,241
19,460,49,14,79,116,109,99,139,95,169,12,199,103
20,199,50,144,80,20,110,348,140,114,170,120,,
21,75,51,43,81,282,111,56,141,122,171,69,,
22,430,52,67,82,97,112,65,142,75,172,116,,
23,99,53,160,83,482,113,134,143,104,173,75,,
24,50,54,411,84,233,114,339,144,40,174,165,,
25,101,55,46,85,32,115,27,145,46,175,202,,
26,67,56,36,86,107,116,147,146,55,176,55,,
27,51,57,81,87,187,117,107,147,482,177,47,,
28,87,58,40,88,-9,118,614,148,85,178,145,,
29,231,59,66,89,92,119,91,149,90,179,111,,
30,85,60,139,90,60,120,85,150,66,180,110,,
