0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,78,31,46,61,545,91,58,121,103,151,105,181,587,211,227,241,98,271,107,,,,,
2,145,32,97,62,50,92,39,122,440,152,166,182,25,212,362,242,244,272,418,,,,,
3,222,33,372,63,106,93,62,123,201,153,234,183,222,213,185,243,127,273,195,,,,,
4,208,34,131,64,328,94,110,124,519,154,651,184,-17,214,137,244,284,274,200,,,,,
5,171,35,449,65,45,95,384,125,261,155,67,185,122,215,240,245,140,275,300,,,,,
6,176,36,37,66,105,96,63,126,238,156,536,186,414,216,23,246,205,276,173,,,,,
7,61,37,249,67,254,97,560,127,151,157,73,187,268,217,122,247,620,277,604,,,,,
8,246,38,23,68,122,98,266,128,111,158,59,188,372,218,29,248,442,278,117,,,,,
9,148,39,75,69,112,99,614,129,259,159,582,189,141,219,154,249,274,279,104,,,,,
10,188,40,84,70,357,100,144,130,248,160,147,190,87,220,295,250,60,280,60,,,,,
11,212,41,324,71,212,101,505,131,648,161,46,191,46,221,71,251,600,281,133,,,,,
12,296,42,50,72,202,102,20,132,380,162,51,192,149,222,25,252,78,282,150,,,,,
13,22,43,93,73,397,103,273,133,625,163,135,193,465,223,584,253,299,283,136,,,,,
14,251,44,205,74,290,104,412,134,382,164,123,194,328,224,499,254,66,284,58,,,,,
15,40,45,134,75,304,105,65,135,236,165,87,195,18,225,66,255,328,285,109,,,,,
16,98,46,60,76,494,106,385,136,82,166,94,196,152,226,392,256,396,286,289,,,,,
17,397,47,322,77,138,107,124,137,153,167,109,197,68,227,147,257,53,287,245,,,,,
18,526,48,111,78,121,108,526,138,463,168,362,198,66,228,40,258,24,288,61,,,,,
19,77,49,185,79,263,109,236,139,49,169,376,199,204,229,240,259,122,289,306,,,,,
20,108,50,140,80,37,110,494,140,503,170,156,200,260,230,54,260,123,290,395,,,,,
21,130,51,219,81,94,111,626,141,146,171,194,201,97,231,576,261,295,291,505,,,,,
22,95,52,87,82,210,112,114,142,380,172,104,202,20,232,337,262,410,292,100,,,,,
23,79,53,339,83,177,113,161,143,198,173,268,203,128,233,263,263,226,293,81,,,,,
24,165,54,95,84,249,114,215,144,234,174,481,204,10,234,205,264,62,294,188,,,,,
25,65,55,550,85,534,115,146,145,660,175,280,205,617,235,288,265,252,295,105,,,,,
26,145,56,95,86,671,116,143,146,309,176,303,206,564,236,135,266,177,296,106,,,,,
27,197,57,426,87,316,117,64,147,5,177,589,207,487,237,160,267,203,297,75,,,,,
28,88,58,139,88,161,118,231,148,293,178,310,208,143,238,148,268,193,298,132,,,,,
29,303,59,76,89,379,119,261,149,590,179,138,209,301,239,68,269,99,299,128,,,,,
30,64,60,70,90,353,120,69,150,96,180,534,210,474,240,150,270,49,300,210,,,,,
Centre:,440304,VIDYA,WORLD,PUBLIC,SCHOOL,"BAREILLY,",OPP-,DENTAL,COLLEGE,VAIBHAV,NAGAR,PILIBHIT,BYPASS,ROAD,"BAREILLY,","BAREILLY,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,50,331,615,361,26,391,97,421,76,451,182,481,81,511,162,541,197,571,41,,,,,
302,157,332,347,362,230,392,47,422,300,452,160,482,99,512,202,542,265,572,238,,,,,
303,101,333,182,363,190,393,616,423,645,453,245,483,29,513,186,543,397,573,95,,,,,
304,174,334,165,364,341,394,126,424,197,454,98,484,251,514,176,544,38,574,316,,,,,
305,284,335,24,365,328,395,154,425,109,455,40,485,272,515,98,545,85,575,140,,,,,
306,152,336,110,366,265,396,31,426,177,456,114,486,169,516,361,546,91,576,87,,,,,
307,437,337,358,367,159,397,209,427,379,457,403,487,435,517,257,547,125,577,46,,,,,
308,380,338,162,368,103,398,169,428,70,458,495,488,121,518,50,548,148,578,230,,,,,
309,120,339,164,369,281,399,30,429,20,459,158,489,325,519,354,549,56,579,226,,,,,
310,100,340,236,370,433,400,211,430,103,460,185,490,18,520,622,550,395,580,103,,,,,
311,194,341,127,371,120,401,164,431,28,461,184,491,92,521,56,551,478,581,135,,,,,
312,403,342,125,372,212,402,28,432,2,462,360,492,112,522,166,552,401,582,110,,,,,
313,442,343,98,373,352,403,110,433,427,463,28,493,502,523,119,553,233,583,199,,,,,
314,12,344,146,374,443,404,93,434,61,464,173,494,70,524,83,554,473,584,66,,,,,
315,409,345,284,375,341,405,152,435,52,465,58,495,192,525,58,555,222,585,211,,,,,
316,335,346,30,376,522,406,90,436,63,466,62,496,270,526,351,556,311,586,198,,,,,
317,278,347,257,377,85,407,278,437,268,467,537,497,101,527,272,557,162,587,93,,,,,
318,71,348,170,378,235,408,60,438,25,468,245,498,69,528,361,558,408,588,110,,,,,
319,92,349,375,379,462,409,305,439,207,469,220,499,70,529,124,559,127,589,43,,,,,
320,191,350,294,380,215,410,437,440,101,470,378,500,416,530,87,560,315,590,45,,,,,
321,99,351,50,381,81,411,543,441,225,471,165,501,483,531,502,561,111,591,201,,,,,
322,480,352,134,382,233,412,250,442,84,472,53,502,109,532,144,562,147,592,588,,,,,
323,514,353,342,383,23,413,50,443,462,473,344,503,471,533,302,563,375,593,249,,,,,
324,185,354,150,384,5,414,279,444,71,474,185,504,412,534,324,564,112,594,178,,,,,
325,460,355,87,385,10,415,211,445,194,475,76,505,144,535,38,565,200,595,210,,,,,
326,96,356,352,386,326,416,455,446,91,476,469,506,270,536,217,566,66,596,156,,,,,
327,76,357,101,387,187,417,536,447,237,477,160,507,317,537,51,567,133,597,169,,,,,
328,527,358,128,388,20,418,464,448,135,478,627,508,74,538,173,568,292,598,228,,,,,
329,93,359,45,389,55,419,110,449,247,479,260,509,76,539,532,569,205,599,118,,,,,
330,7,360,130,390,198,420,180,450,81,480,539,510,42,540,620,570,460,600,235,,,,,
Centre:,440304,VIDYA,WORLD,PUBLIC,SCHOOL,"BAREILLY,",OPP-,DENTAL,COLLEGE,VAIBHAV,NAGAR,PILIBHIT,BYPASS,ROAD,"BAREILLY,","BAREILLY,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
601,138,631,37,661,482,691,174,721,6,751,66,,,,,,,,,,,,,
602,324,632,186,662,94,692,74,722,121,752,424,,,,,,,,,,,,,
603,259,633,51,663,112,693,76,723,219,753,165,,,,,,,,,,,,,
604,143,634,175,664,100,694,83,724,186,754,399,,,,,,,,,,,,,
605,105,635,165,665,280,695,217,725,148,755,53,,,,,,,,,,,,,
606,338,636,190,666,105,696,66,726,116,756,47,,,,,,,,,,,,,
607,293,637,142,667,182,697,251,727,112,757,110,,,,,,,,,,,,,
608,64,638,186,668,62,698,125,728,116,758,156,,,,,,,,,,,,,
609,120,639,583,669,463,699,186,729,166,759,34,,,,,,,,,,,,,
610,50,640,292,670,100,700,90,730,84,760,132,,,,,,,,,,,,,
