0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"TAMILNADU,","CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,65,31,331,61,332,91,125,121,305,151,231,181,114,211,155,241,421,271,166,,,,,,,,
2,248,32,196,62,294,92,343,122,381,152,54,182,106,212,387,242,135,272,416,,,,,,,,
3,268,33,246,63,103,93,70,123,488,153,426,183,595,213,532,243,301,273,140,,,,,,,,
4,70,34,450,64,165,94,27,124,297,154,451,184,298,214,501,244,65,274,377,,,,,,,,
5,223,35,169,65,413,95,452,125,85,155,177,185,592,215,161,245,612,275,613,,,,,,,,
6,212,36,101,66,97,96,143,126,103,156,442,186,92,216,160,246,460,276,258,,,,,,,,
7,129,37,446,67,163,97,23,127,213,157,142,187,100,217,364,247,252,277,110,,,,,,,,
8,313,38,263,68,464,98,318,128,398,158,358,188,241,218,245,248,431,278,157,,,,,,,,
9,127,39,307,69,313,99,88,129,423,159,630,189,164,219,184,249,41,279,314,,,,,,,,
10,155,40,362,70,440,100,655,130,290,160,200,190,49,220,626,250,368,280,220,,,,,,,,
11,155,41,569,71,105,101,190,131,439,161,86,191,478,221,31,251,183,281,455,,,,,,,,
12,86,42,94,72,143,102,400,132,75,162,415,192,299,222,30,252,90,282,266,,,,,,,,
13,461,43,116,73,209,103,371,133,270,163,324,193,104,223,181,253,148,283,422,,,,,,,,
14,54,44,483,74,505,104,486,134,441,164,105,194,352,224,96,254,155,284,208,,,,,,,,
15,71,45,332,75,293,105,685,135,40,165,60,195,85,225,220,255,167,285,211,,,,,,,,
16,592,46,396,76,35,106,495,136,502,166,119,196,449,226,399,256,65,286,96,,,,,,,,
17,299,47,141,77,14,107,153,137,195,167,112,197,115,227,136,257,391,287,245,,,,,,,,
18,272,48,237,78,95,108,511,138,67,168,94,198,190,228,401,258,190,288,223,,,,,,,,
19,481,49,405,79,310,109,349,139,97,169,342,199,252,229,417,259,135,289,414,,,,,,,,
20,235,50,281,80,426,110,222,140,405,170,385,200,40,230,345,260,219,290,237,,,,,,,,
21,191,51,492,81,67,111,75,141,218,171,470,201,650,231,66,261,630,291,240,,,,,,,,
22,105,52,642,82,381,112,54,142,498,172,300,202,531,232,178,262,387,292,65,,,,,,,,
23,42,53,481,83,185,113,555,143,216,173,161,203,401,233,403,263,571,293,624,,,,,,,,
24,281,54,636,84,60,114,119,144,191,174,234,204,181,234,286,264,483,294,202,,,,,,,,
25,84,55,421,85,88,115,496,145,86,175,150,205,175,235,175,265,132,295,488,,,,,,,,
26,593,56,202,86,130,116,210,146,264,176,177,206,112,236,473,266,226,296,258,,,,,,,,
27,372,57,439,87,153,117,53,147,633,177,81,207,383,237,258,267,44,297,475,,,,,,,,
