0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,155,31,96,61,116,91,380,121,249,151,121,181,256,211,182,241,84
2,136,32,50,62,50,92,56,122,254,152,281,182,191,212,357,242,65
3,90,33,556,63,132,93,193,123,28,153,245,183,213,213,444,243,76
4,52,34,253,64,281,94,131,124,97,154,91,184,45,214,60,244,121
5,73,35,5,65,64,95,55,125,99,155,90,185,310,215,214,245,49
6,61,36,199,66,481,96,38,126,205,156,507,186,322,216,214,246,125
7,144,37,532,67,196,97,165,127,278,157,700,187,55,217,77,247,126
8,28,38,41,68,197,98,100,128,231,158,244,188,440,218,212,248,145
9,122,39,131,69,192,99,76,129,413,159,-25,189,469,219,208,249,232
10,75,40,608,70,131,100,97,130,544,160,144,190,43,220,151,250,140
11,0,41,384,71,290,101,67,131,106,161,137,191,39,221,367,251,115
12,194,42,461,72,264,102,195,132,90,162,140,192,64,222,111,252,58
13,499,43,218,73,19,103,312,133,116,163,97,193,159,223,66,253,131
14,138,44,145,74,95,104,210,134,189,164,90,194,41,224,162,254,282
15,71,45,247,75,35,105,115,135,215,165,194,195,91,225,40,255,416
16,56,46,146,76,489,106,129,136,139,166,461,196,60,226,468,256,157
17,48,47,153,77,59,107,120,137,109,167,171,197,169,227,374,257,249
18,217,48,66,78,324,108,70,138,41,168,456,198,-10,228,92,258,326
19,48,49,232,79,114,109,5,139,473,169,368,199,113,229,180,259,220
20,101,50,579,80,378,110,220,140,508,170,43,200,100,230,127,260,476
21,63,51,59,81,217,111,96,141,146,171,120,201,242,231,229,261,222
22,6,52,165,82,134,112,349,142,38,172,411,202,83,232,133,262,37
23,163,53,31,83,115,113,225,143,45,173,121,203,85,233,420,,
24,80,54,270,84,44,114,60,144,169,174,186,204,630,234,408,,
25,168,55,686,85,275,115,188,145,597,175,104,205,50,235,52,,
26,515,56,97,86,477,116,90,146,118,176,259,206,266,236,532,,
27,140,57,543,87,169,117,401,147,60,177,205,207,382,237,102,,
28,79,58,235,88,46,118,145,148,100,178,77,208,168,238,341,,
29,97,59,132,89,266,119,135,149,100,179,171,209,158,239,215,,
30,233,60,170,90,120,120,243,150,94,180,228,210,282,240,50,,
