0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,194,31,62,61,274,91,102,121,356,151,195,181,155,211,448
2,31,32,85,62,388,92,352,122,209,152,99,182,92,212,40
3,276,33,233,63,10,93,316,123,256,153,272,183,68,213,206
4,26,34,114,64,102,94,441,124,238,154,384,184,38,214,414
5,160,35,59,65,71,95,385,125,329,155,110,185,71,215,57
6,109,36,233,66,355,96,230,126,178,156,87,186,59,216,109
7,57,37,274,67,140,97,172,127,95,157,43,187,315,217,245
8,269,38,165,68,161,98,32,128,252,158,80,188,235,218,125
9,172,39,106,69,150,99,26,129,88,159,-15,189,254,219,71
10,117,40,37,70,19,100,148,130,252,160,30,190,375,220,76
11,183,41,209,71,79,101,176,131,22,161,98,191,79,221,92
12,41,42,39,72,52,102,68,132,81,162,105,192,50,222,64
13,300,43,45,73,114,103,164,133,515,163,286,193,85,223,244
14,147,44,269,74,98,104,107,134,146,164,48,194,317,224,100
15,58,45,49,75,100,105,73,135,299,165,90,195,84,225,144
16,167,46,60,76,172,106,316,136,64,166,383,196,426,226,315
17,386,47,37,77,174,107,112,137,61,167,103,197,250,227,181
18,80,48,328,78,106,108,125,138,320,168,67,198,205,228,284
19,104,49,91,79,271,109,85,139,95,169,407,199,150,229,95
20,103,50,76,80,426,110,50,140,80,170,289,200,130,230,62
21,199,51,96,81,235,111,37,141,45,171,104,201,121,231,169
22,134,52,40,82,84,112,19,142,376,172,89,202,86,232,29
23,80,53,245,83,50,113,218,143,244,173,45,203,459,233,82
24,296,54,96,84,30,114,333,144,124,174,125,204,204,234,130
25,237,55,67,85,603,115,95,145,72,175,185,205,364,235,110
26,280,56,85,86,40,116,112,146,106,176,394,206,170,236,57
27,191,57,277,87,67,117,54,147,321,177,112,207,80,237,273
28,453,58,306,88,40,118,120,148,32,178,328,208,7,,
29,140,59,85,89,96,119,133,149,48,179,65,209,110,,
30,20,60,28,90,40,120,40,150,176,180,61,210,109,,
