0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,53,31,218,61,47,91,212,121,71,151,469,181,450,211,393,241,202,271,100,,,,,,,,,
2,100,32,106,62,79,92,15,122,335,152,66,182,635,212,178,242,615,272,79,,,,,,,,,
3,64,33,77,63,49,93,245,123,159,153,78,183,97,213,148,243,388,273,107,,,,,,,,,
4,438,34,246,64,427,94,656,124,35,154,233,184,67,214,132,244,42,274,85,,,,,,,,,
5,487,35,60,65,67,95,233,125,60,155,379,185,161,215,119,245,596,275,635,,,,,,,,,
6,153,36,534,66,602,96,142,126,221,156,435,186,265,216,9,246,358,276,319,,,,,,,,,
7,51,37,55,67,251,97,143,127,122,157,377,187,100,217,431,247,117,277,188,,,,,,,,,
8,47,38,552,68,138,98,363,128,108,158,120,188,211,218,449,248,312,278,268,,,,,,,,,
9,605,39,150,69,537,99,506,129,68,159,119,189,315,219,492,249,433,279,30,,,,,,,,,
10,138,40,132,70,336,100,162,130,237,160,188,190,194,220,78,250,389,280,79,,,,,,,,,
11,461,41,139,71,151,101,44,131,68,161,177,191,10,221,385,251,347,281,84,,,,,,,,,
12,183,42,369,72,244,102,365,132,268,162,104,192,107,222,323,252,642,282,177,,,,,,,,,
13,114,43,70,73,142,103,412,133,143,163,435,193,491,223,98,253,540,283,310,,,,,,,,,
14,79,44,400,74,165,104,259,134,186,164,453,194,106,224,177,254,91,284,157,,,,,,,,,
15,301,45,336,75,340,105,340,135,618,165,50,195,191,225,50,255,263,285,357,,,,,,,,,
16,114,46,88,76,40,106,35,136,290,166,553,196,210,226,357,256,70,286,489,,,,,,,,,
17,316,47,137,77,168,107,47,137,230,167,631,197,434,227,381,257,357,287,481,,,,,,,,,
18,197,48,228,78,356,108,138,138,169,168,46,198,121,228,417,258,42,288,32,,,,,,,,,
19,177,49,65,79,105,109,49,139,273,169,408,199,410,229,72,259,365,289,206,,,,,,,,,
20,129,50,212,80,96,110,145,140,482,170,577,200,196,230,416,260,403,290,594,,,,,,,,,
21,521,51,302,81,636,111,198,141,250,171,59,201,144,231,15,261,240,291,78,,,,,,,,,
22,101,52,415,82,390,112,109,142,233,172,559,202,88,232,169,262,140,292,85,,,,,,,,,
23,184,53,544,83,150,113,361,143,204,173,360,203,544,233,90,263,92,293,622,,,,,,,,,
24,432,54,189,84,73,114,379,144,27,174,64,204,57,234,134,264,352,294,36,,,,,,,,,
25,32,55,150,85,397,115,334,145,258,175,50,205,386,235,547,265,78,295,260,,,,,,,,,
26,548,56,405,86,26,116,65,146,175,176,95,206,50,236,156,266,94,296,253,,,,,,,,,
27,56,57,158,87,151,117,55,147,462,177,139,207,406,237,406,267,521,297,362,,,,,,,,,
28,59,58,339,88,666,118,64,148,231,178,61,208,551,238,411,268,227,298,60,,,,,,,,,
29,96,59,253,89,83,119,40,149,306,179,50,209,85,239,169,269,465,299,150,,,,,,,,,
30,184,60,577,90,58,120,203,150,595,180,616,210,381,240,459,270,45,300,115,,,,,,,,,
Centre:,440719,K,R,EDUCATION,CENTRE,SANIGAWAN,ROAD,KANPUR,"UP,",K,R,EDUCATION,CENTRE,K,R,PURAM,SANIGAWAN,ROAD,KANPUR,UTTAR,"PRADESH,","KANPUR,",NEET,(UG),2024,Page,No.,2
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,312,331,278,361,117,391,75,421,91,451,108,481,239,511,404,541,274,571,182,,,,,,,,,
302,441,332,563,362,73,392,625,422,106,452,203,482,79,512,453,542,326,572,207,,,,,,,,,
303,331,333,95,363,36,393,122,423,222,453,607,483,465,513,155,543,136,573,301,,,,,,,,,
304,50,334,71,364,524,394,76,424,597,454,349,484,88,514,6,544,53,574,76,,,,,,,,,
305,306,335,120,365,517,395,665,425,36,455,93,485,35,515,329,545,115,575,407,,,,,,,,,
306,118,336,67,366,138,396,461,426,52,456,526,486,146,516,493,546,91,576,469,,,,,,,,,
307,169,337,234,367,157,397,56,427,74,457,656,487,75,517,488,547,570,577,91,,,,,,,,,
308,476,338,166,368,369,398,104,428,400,458,75,488,105,518,367,548,404,578,48,,,,,,,,,
309,193,339,183,369,95,399,415,429,29,459,354,489,25,519,141,549,55,579,215,,,,,,,,,
310,40,340,145,370,53,400,54,430,53,460,310,490,506,520,130,550,63,580,183,,,,,,,,,
311,350,341,80,371,214,401,389,431,315,461,391,491,528,521,65,551,248,581,392,,,,,,,,,
312,39,342,45,372,385,402,44,432,278,462,355,492,341,522,304,552,86,582,41,,,,,,,,,
313,7,343,79,373,106,403,112,433,96,463,23,493,133,523,335,553,446,583,55,,,,,,,,,
314,139,344,35,374,326,404,428,434,437,464,334,494,332,524,391,554,260,584,15,,,,,,,,,
315,83,345,280,375,96,405,495,435,199,465,65,495,135,525,70,555,71,585,196,,,,,,,,,
316,418,346,218,376,229,406,73,436,615,466,23,496,388,526,120,556,80,586,639,,,,,,,,,
317,496,347,634,377,420,407,422,437,65,467,136,497,378,527,430,557,436,587,298,,,,,,,,,
318,577,348,49,378,196,408,645,438,245,468,309,498,212,528,90,558,96,588,300,,,,,,,,,
319,241,349,424,379,92,409,98,439,47,469,442,499,270,529,104,559,104,589,136,,,,,,,,,
320,626,350,110,380,109,410,413,440,20,470,110,500,92,530,192,560,312,590,456,,,,,,,,,
321,166,351,611,381,556,411,623,441,345,471,680,501,83,531,284,561,146,591,72,,,,,,,,,
322,324,352,558,382,-6,412,207,442,224,472,505,502,289,532,458,562,658,592,239,,,,,,,,,
323,87,353,54,383,45,413,141,443,474,473,640,503,205,533,142,563,543,593,259,,,,,,,,,
324,78,354,132,384,207,414,122,444,495,474,30,504,498,534,339,564,30,594,155,,,,,,,,,
325,123,355,216,385,92,415,310,445,28,475,575,505,512,535,551,565,127,595,149,,,,,,,,,
326,181,356,447,386,164,416,526,446,444,476,259,506,282,536,503,566,81,596,106,,,,,,,,,
327,211,357,89,387,385,417,170,447,264,477,497,507,113,537,31,567,307,597,231,,,,,,,,,
328,25,358,175,388,207,418,261,448,131,478,532,508,105,538,488,568,507,598,58,,,,,,,,,
329,55,359,279,389,535,419,83,449,176,479,431,509,245,539,51,569,279,599,168,,,,,,,,,
330,226,360,394,390,276,420,273,450,20,480,178,510,245,540,312,570,133,600,85,,,,,,,,,
Centre:,440719,K,R,EDUCATION,CENTRE,SANIGAWAN,ROAD,KANPUR,"UP,",K,R,EDUCATION,CENTRE,K,R,PURAM,SANIGAWAN,ROAD,KANPUR,UTTAR,"PRADESH,","KANPUR,",NEET,(UG),2024,Page,No.,3
UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
601,301,631,91,661,78,691,102,,,,,,,,,,,,,,,,,,,,,
602,515,632,95,662,89,692,104,,,,,,,,,,,,,,,,,,,,,
603,295,633,34,663,35,693,362,,,,,,,,,,,,,,,,,,,,,
604,351,634,84,664,177,694,122,,,,,,,,,,,,,,,,,,,,,
605,95,635,431,665,126,695,120,,,,,,,,,,,,,,,,,,,,,
606,57,636,110,666,474,696,36,,,,,,,,,,,,,,,,,,,,,
607,312,637,92,667,45,697,119,,,,,,,,,,,,,,,,,,,,,
608,382,638,609,668,375,698,355,,,,,,,,,,,,,,,,,,,,,
609,262,639,91,669,386,699,233,,,,,,,,,,,,,,,,,,,,,
610,118,640,304,670,96,700,35,,,,,,,,,,,,,,,,,,,,,
611,61,641,535,671,152,701,161,,,,,,,,,,,,,,,,,,,,,
612,135,642,40,672,512,702,171,,,,,,,,,,,,,,,,,,,,,
613,69,643,260,673,248,703,120,,,,,,,,,,,,,,,,,,,,,
614,177,644,427,674,40,704,455,,,,,,,,,,,,,,,,,,,,,
615,77,645,102,675,424,705,57,,,,,,,,,,,,,,,,,,,,,
616,301,646,22,676,99,706,72,,,,,,,,,,,,,,,,,,,,,
617,146,647,99,677,239,707,136,,,,,,,,,,,,,,,,,,,,,
618,156,648,112,678,245,,,,,,,,,,,,,,,,,,,,,,,
619,145,649,244,679,57,,,,,,,,,,,,,,,,,,,,,,,
620,607,650,152,680,377,,,,,,,,,,,,,,,,,,,,,,,
621,37,651,60,681,327,,,,,,,,,,,,,,,,,,,,,,,
622,67,652,484,682,138,,,,,,,,,,,,,,,,,,,,,,,
623,117,653,401,683,295,,,,,,,,,,,,,,,,,,,,,,,
624,133,654,519,684,454,,,,,,,,,,,,,,,,,,,,,,,
