0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"BALURGHAT,",WEST,BENGAL,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,33,31,65,61,121,91,253,121,31,151,61,181,48,211,339
2,98,32,91,62,40,92,34,122,88,152,203,182,14,,
3,10,33,64,63,363,93,48,123,39,153,215,183,348,,
4,71,34,85,64,36,94,459,124,94,154,65,184,111,,
5,194,35,57,65,393,95,35,125,309,155,111,185,67,,
6,80,36,153,66,374,96,176,126,656,156,167,186,-23,,
7,54,37,80,67,41,97,170,127,75,157,99,187,86,,
8,95,38,67,68,387,98,45,128,104,158,138,188,108,,
9,136,39,68,69,39,99,289,129,226,159,37,189,46,,
10,202,40,423,70,16,100,254,130,104,160,145,190,92,,
11,115,41,58,71,200,101,119,131,149,161,132,191,54,,
12,264,42,71,72,120,102,580,132,47,162,42,192,47,,
13,136,43,56,73,62,103,374,133,47,163,130,193,29,,
14,74,44,165,74,52,104,84,134,63,164,80,194,223,,
15,61,45,108,75,61,105,67,135,125,165,56,195,243,,
16,40,46,125,76,55,106,110,136,126,166,55,196,315,,
17,40,47,30,77,78,107,61,137,44,167,118,197,65,,
18,264,48,76,78,34,108,88,138,69,168,150,198,48,,
19,111,49,192,79,119,109,93,139,168,169,109,199,185,,
20,527,50,114,80,88,110,92,140,415,170,53,200,121,,
21,139,51,77,81,60,111,50,141,64,171,146,201,82,,
22,130,52,70,82,0,112,409,142,110,172,252,202,76,,
23,24,53,242,83,126,113,88,143,194,173,166,203,60,,
24,113,54,71,84,45,114,521,144,329,174,48,204,253,,
25,16,55,265,85,111,115,284,145,49,175,49,205,105,,
26,72,56,180,86,26,116,105,146,22,176,43,206,63,,
27,211,57,125,87,-10,117,549,147,93,177,24,207,71,,
28,109,58,54,88,11,118,78,148,97,178,55,208,76,,
29,38,59,61,89,74,119,186,149,449,179,58,209,385,,
30,84,60,100,90,75,120,80,150,322,180,65,210,391,,
