0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,184,31,132,61,537,91,55,121,91,151,55,181,63,211,196,241,348,271,290,,,,,,,,,
2,144,32,73,62,135,92,94,122,90,152,67,182,230,212,321,242,164,272,415,,,,,,,,,
3,45,33,0,63,6,93,80,123,358,153,559,183,142,213,65,243,8,273,107,,,,,,,,,
4,486,34,100,64,139,94,55,124,235,154,83,184,62,214,110,244,85,274,439,,,,,,,,,
5,296,35,61,65,285,95,56,125,14,155,241,185,272,215,168,245,379,275,383,,,,,,,,,
6,108,36,83,66,138,96,316,126,49,156,373,186,157,216,134,246,175,276,115,,,,,,,,,
7,118,37,380,67,41,97,119,127,65,157,323,187,247,217,61,247,189,277,238,,,,,,,,,
8,56,38,134,68,12,98,680,128,279,158,618,188,100,218,270,248,90,278,279,,,,,,,,,
9,115,39,278,69,596,99,92,129,18,159,546,189,329,219,216,249,149,279,234,,,,,,,,,
10,151,40,74,70,140,100,113,130,2,160,63,190,101,220,82,250,330,280,75,,,,,,,,,
11,221,41,174,71,80,101,73,131,84,161,91,191,75,221,35,251,213,281,55,,,,,,,,,
12,292,42,626,72,165,102,522,132,202,162,26,192,75,222,92,252,-11,282,76,,,,,,,,,
13,52,43,227,73,49,103,45,133,174,163,344,193,126,223,197,253,61,283,477,,,,,,,,,
14,135,44,397,74,42,104,32,134,624,164,338,194,122,224,152,254,99,284,80,,,,,,,,,
15,626,45,112,75,17,105,585,135,233,165,92,195,501,225,195,255,125,285,110,,,,,,,,,
16,109,46,18,76,373,106,203,136,397,166,115,196,446,226,135,256,463,286,550,,,,,,,,,
17,393,47,51,77,259,107,155,137,187,167,49,197,98,227,33,257,226,287,95,,,,,,,,,
18,210,48,66,78,700,108,380,138,22,168,643,198,485,228,164,258,90,288,83,,,,,,,,,
19,75,49,453,79,51,109,479,139,85,169,394,199,543,229,82,259,616,289,156,,,,,,,,,
20,593,50,36,80,208,110,235,140,212,170,294,200,117,230,110,260,51,290,127,,,,,,,,,
21,68,51,19,81,287,111,55,141,113,171,105,201,416,231,671,261,51,291,70,,,,,,,,,
22,73,52,411,82,86,112,44,142,607,172,163,202,69,232,23,262,55,292,9,,,,,,,,,
